sample_code;Code;FW..g.;DW..g.;Bark....;Water.content..g.;Water.percentage;Plot;SubPlot;Class;Species;DiamClass;sample_density;Ntotal (g/100g);Ctotal (g/100g);Al (mg/Kg);As (mg/Kg);Be (mg/Kg);Bi (mg/Kg);B (mg/Kg);Ca (g/100g);Cd (mg/Kg);Co (mg/Kg);Cr (mg/Kg);Cu (mg/Kg);Fe (mg/Kg);K (g/100g);La (mg/Kg);Li (mg/Kg);Mg (g/100g);Mn (mg/Kg);Mo (mg/Kg);Na (g/100g);Ni (mg/Kg);Pb (mg/Kg);P (g/100g);Rb (mg/Kg);Sb (mg/Kg);Se (mg/Kg);Si (mg/Kg);S (g/100g);Sr (mg/Kg);Ti (mg/Kg);Tl (mg/Kg);V (mg/Kg);Zn (mg/Kg)
133;11FS1;362;221.02;98;140.98;38.94475138;1;1;1;FS;10;714.5538531;0.1757;48.16;27.81905594;0.109265734;<0,01;<0,01;<0,01;0.098459353;0.284090909;3.28E-02;0.131118881;1.125437063;4.206730769;0.036243444;<0,01;0.273164336;0.029228584;48.7652972;<0,01;3.29E-03;1.103583916;0.502622378;0.006182255;1.660839161;<0,01;<0,01;175.8085664;0.009212194;10.24912587;0.284090909;<0,01;<0,01;24.39903846
46;12FS1;359.5;218.97;100;140.53;39.09040334;1;2;1;FS;10;627.7142891;0.144;48.12;2.83358605;<0,01;<0,01;<0,01;<0,01;0.126705838;0.189537528;6.63E-02;4.74E-02;0.938210766;2.246019712;0.054131918;<0,01;5.69E-02;0.036457544;61.98824867;<0,01;<0,01;1.478392722;1.90E-02;0.005610311;2.037528431;<0,01;<0,01;6.908642911;0.009486353;11.55231236;0.189537528;<0,01;<0,01;2.805155421
82;13FS1;366.7;222.94;98;143.76;39.20370875;1;3;1;FS;10;609.6400421;0.17475;47.715;0.902823375;<0,01;<0,01;<0,01;<0,01;0.091595535;<0,01;<0,01;<0,01;0.763296126;2.125738674;0.069377873;<0,01;<0,01;0.020141169;46.86474064;<0,01;3.44E-04;0.180564675;4.92E-02;0.006263132;2.281680893;<0,01;<0,01;27.68384767;0.009783322;5.41694025;0.147734734;2.413000657;<0,01;2.224228496
118;14FS1;393.1;258.79;92;134.31;34.16687866;1;4;1;FS;10;600.5919981;0.1565;46.66;3.812445223;0.175284838;<0,01;<0,01;<0,01;0.056299299;6.57E-02;3.29E-02;<0,01;10.78001753;1.785714286;0.079371166;<0,01;0.361524978;0.03059816;27.65118317;<0,01;<0,01;0.317703769;8.76E-02;0.008384093;2.366345311;<0,01;<0,01;28.64811569;0.009951797;4.173970202;0.098597721;<0,01;<0,01;7.077125329
130;15FS1;375.6;250.65;100;124.95;33.26677316;1;5;1;FS;10;547.2179216;0.16517;46.638;3.096824775;6.86E-02;<0,01;<0,01;<0,01;0.100156801;9.80E-02;5.88E-02;5.88E-02;1.176009408;2.479419835;0.10250882;<0,01;7.84E-02;0.066709134;40.15092121;<0,01;3.25E-04;0.882007056;9.80E-02;0.005989808;3.028224226;<0,01;<0,01;27.94002352;0.009292434;6.379851039;0.470403763;0.294002352;<0,01;1.920815367
143;31FS1;298.8;190.84;100;107.96;36.13119143;3;1;1;FS;10;495.8372303;0.2191;47.23;9.068236233;0.139664804;<0,01;<0,01;<0,01;0.097795291;5.99E-02;4.99E-02;3.99E-02;1.117318436;3.940542698;0.070331205;<0,01;0.159616919;0.063527534;40.55267358;<0,01;1.14E-03;0.58858739;8.98E-02;0.007814246;2.484038308;<0,01;<0,01;20.23144453;0.012110934;6.274940144;0.728252195;<0,01;<0,01;2.51396648
155;32FS1;370.3;241.73;100;128.57;34.72049689;3;2;1;FS;10;583.0516185;0.16086;45.988;11.15335868;<0,01;<0,01;<0,01;<0,01;0.173003802;4.22E-02;<0,01;3.17E-02;0.908322771;8.058724123;0.058291086;<0,01;0.15842839;0.033016477;64.7338403;<0,01;1.90E-04;0.602027883;0.179552176;0.004420152;1.679340938;<0,01;<0,01;63.45585129;0.009437051;8.861427968;0.82382763;<0,01;<0,01;2.492606675
167;33FS1;438.4;281.17;98;157.23;35.8645073;3;3;1;FS;10;634.2364794;0.1401;47.01;8.762886598;1.476101218;0.24601687;<0,01;<0,01;0.090053889;0.97235239;0.632614808;0.339737582;1.675257732;8.423149016;0.06245314;<0,01;0.562324274;0.051206654;39.83130272;2.460168697;1.19E-03;3.947985005;1.007497657;0.005467432;2.108716026;2.589034677;3.51E-02;21.60262418;0.011563964;5.962980319;1.230084349;<0,01;0.210871603;6.408153702
179;34FS1;440.3;NA;99;440.3;100;3;4;1;FS;10;561.1846179;0.18268;45.537;16.19101979;1.90E-02;<0,01;<0,01;<0,01;0.207191781;5.71E-02;1.90E-02;0.104642314;0.884703196;8.618721461;0.074980974;<0,01;0.294901065;0.058609209;77.92047184;<0,01;<0,01;0.98934551;0.180745814;0.005260654;2.378234399;<0,01;<0,01;43.94025875;0.009998097;11.24429224;0.637366819;0.123668189;<0,01;2.758751903
191;35FS1;400.5;251.98;90;148.52;37.08364544;3;5;1;FS;10;629.0185285;0.19831;45.593;6.298003072;0.144009217;<0,01;<0,01;<0,01;0.368663594;5.76E-02;2.88E-02;0.115207373;1.161674347;117.6075269;0.098886329;<0,01;0.288018433;0.067233103;128.4562212;<0,01;1.31E-03;1.228878648;0.134408602;0.010032642;2.985791091;<0,01;<0,01;17.47311828;0.013172043;15.97542243;0.633640553;2.956989247;<0,01;4.915514593
336;61FS1;427.8;272.35;99;155.45;36.3370734;6;1;1;FS;10;560.3604232;0.13709;46.838;1.342525399;5.44E-02;<0,01;<0,01;<0,01;0.07288643;0.181422351;3.63E-02;<0,01;1.124818578;2.031930334;0.050054427;<0,01;4.54E-02;0.015511611;57.57438316;<0,01;2.78E-04;0.653120464;0.163280116;0.003941401;1.387880987;<0,01;<0,01;16.65457184;0.007033745;6.277213353;0.145137881;<0,01;<0,01;2.304063861
354;62FS1;364.4;214.94;99;149.46;41.01536773;6;2;1;FS;10;515.920648;0.1463;46.24;1.780913978;2.24E-02;<0,01;<0,01;<0,01;0.085842294;6.72E-02;<0,01;<0,01;1.142473118;8.389336918;0.066465054;<0,01;0.145609319;0.025795251;54.0546595;<0,01;1.21E-04;0.873655914;0.17921147;0.004286514;2.251344086;<0,01;<0,01;16.35304659;0.006961246;6.205197133;0.593637993;<0,01;<0,01;1.680107527
372;63FS1;326.6;203.54;85;123.06;37.67911819;6;3;1;FS;10;562.4027277;0.1408;47.39;7.370344588;1.74E-02;<0,01;<0,01;<0,01;0.078489384;9.57E-02;3.48E-02;0.130525583;1.148625131;24.79115907;0.070379394;<0,01;0.174034111;0.026757745;55.73442395;<0,01;7.74E-05;0.878872259;0.121823877;0.004884267;2.392969022;<0,01;<0,01;15.30630003;0.007197181;7.100591716;2.662721893;<0,01;<0,01;2.245040028
390;64FS1;589;366.27;99;222.73;37.81494058;6;4;1;FS;10;573.7478792;0.16067;45.962;7.385916601;7.87E-02;<0,01;<0,01;<0,01;0.115263572;0.118017309;9.83E-03;5.90E-02;1.09166011;4.081431943;0.092987805;<0,01;8.85E-02;0.028629032;59.07749803;<0,01;1.25E-03;1.190007868;4.92E-02;0.005062943;2.763571991;<0,01;<0,01;59.06766326;0.009349921;8.379228954;1.032651456;<0,01;<0,01;4.199449253
408;65FS1;527.8;316.16;96;211.64;40.09852217;6;5;1;FS;10;687.0545612;0.1468;47.03;0.378469302;<0,01;<0,01;<0,01;<0,01;0.09470143;<0,01;<0,01;<0,01;0.599243061;1.04079058;0.078227502;<0,01;<0,01;0.023275862;53.62699748;<0,01;1.85E-04;0.473086627;4.21E-02;0.004673045;2.071068124;<0,01;<0,01;12.44743482;0.007188814;6.370899916;0.126156434;3.511354079;<0,01;2.502102607
337;61FS1;579.2;338.31;95;240.89;41.59012431;6;1;1;FS;10;532.0339759;0.13905;46.381;9.096907994;8.48E-02;<0,01;<0,01;<0,01;0.090686275;0.103695324;9.43E-03;3.77E-02;0.923831071;55.39215686;0.073680241;<0,01;0.150829563;0.027413273;64.7153092;<0,01;2.46E-04;1.206636501;4.71E-02;0.003962104;2.253016591;<0,01;<0,01;16.97775264;0.00766497;7.437782805;0.358220211;<0,01;<0,01;3.0260181
355;62FS1;466.4;292.54;NA;173.86;37.27701544;6;2;1;FS;10;599.2052869;0.2454;48.33;2.145958584;<0,01;<0,01;<0,01;<0,01;0.159151637;<0,01;<0,01;<0,01;0.676352705;1.728456914;0.095774883;<0,01;<0,01;0.05511857;95.19038076;<0,01;8.12E-04;0.935203741;4.18E-02;0.008992986;2.229458918;<0,01;<0,01;15.26386106;0.01495491;10.29559118;0.200400802;9.669338677;<0,01;3.73246493
373;63FS1;408.6;237.67;97;170.93;41.8330886;6;3;1;FS;10;584.5822772;0.24529;46.549;3.42617153;0.132625995;<0,01;<0,01;<0,01;0.116489832;8.84E-02;1.11E-02;<0,01;1.270999116;3.42617153;0.067716622;<0,01;0.221043324;0.027276746;78.3377542;<0,01;<0,01;0.928381963;0.187886826;0.00624779;2.442528736;<0,01;<0,01;27.56410256;0.008288019;8.16755084;0.276304156;<0,01;<0,01;2.829354553
391;64FS1;396.4;246.1;99;150.3;37.91624622;6;4;1;FS;10;636.1956527;0.19911;46.099;2.375666075;0.188721137;<0,01;<0,01;<0,01;0.107626554;0.13321492;6.66E-02;3.33E-02;1.099023091;3.352575488;0.09651421;<0,01;0.188721137;0.04312833;76.26554174;<0,01;<0,01;1.210035524;4.44E-02;0.008557948;2.775310835;<0,01;<0,01;12.93294849;0.012522202;8.481349911;0.188721137;<0,01;<0,01;4.840142096
409;65FS1;430.6;253.87;97;176.73;41.04273107;6;5;1;FS;10;513.0725712;0.26215;48.125;0.488145049;<0,01;<0,01;<0,01;<0,01;0.085448629;<0,01;<0,01;<0,01;0.627615063;0.976290098;0.089551371;<0,01;<0,01;0.024476987;52.9637378;<0,01;5.22E-04;0.69735007;0.10460251;0.005596234;2.452347745;<0,01;<0,01;3.277545328;0.008156671;6.566713157;0.278940028;0.313807531;<0,01;2.254765225
11;11FS2;245.9;177.81;100;68.09;27.69011793;1;1;2;FS;10;594.7924196;0.21395;46.794;1.656035329;1.23E-02;<0,01;<0,01;<0,01;0.088591757;6.13E-02;3.68E-02;2.796859666;1.042688911;3.729146222;0.076840039;<0,01;0.14720314;0.04029686;63.27281649;<0,01;<0,01;1.57016683;0.184003925;0.003992885;1.815505397;<0,01;<0,01;27.06084396;0.00905054;7.801766438;0.294406281;<0,01;<0,01;2.551521099
47;12FS2;266.2;187.26;94;78.94;29.65439519;1;2;2;FS;10;504.2035665;0.178;46.5;4.574881312;0.140267587;<0,01;<0,01;<0,01;0.226694001;0.140267587;0.129477773;7.55E-02;1.521363833;22.57229176;0.103981442;<0,01;0.26974536;0.060271903;112.8614588;<0,01;4.31E-04;2.179542512;0.755287009;0.004181053;2.557186016;<0,01;<0,01;120.7380233;0.012246439;16.78895123;0.56107035;<0,01;<0,01;4.272766508
83;13FS2;355.8;229.7;100;126.1;35.44125913;1;3;2;FS;10;548.6823485;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
119;14FS2;197.9;151.52;100;46.38;23.43607883;1;4;2;FS;10;468.5077815;0.2033;46.44;5.990304709;<0,01;<0,01;<0,01;<0,01;0.128116343;7.79E-02;6.93E-02;0.121191136;1.159972299;3.358725762;0.110803324;<0,01;0.190443213;0.048917936;89.24861496;<0,01;2.45E-04;2.077562327;8.66E-02;0.007603012;2.28531856;<0,01;<0,01;101.2811634;0.011971953;11.46987535;1.809210526;<0,01;<0,01;1.869806094
131;15FS2;274.2;200.61;100;73.59;26.8380744;1;5;2;FS;10;481.524338;0.2097;46.35;2.109974425;<0,01;<0,01;<0,01;<0,01;0.100010656;9.59E-02;6.39E-02;8.53E-02;1.086956522;5.722506394;0.206202046;<0,01;0.21312873;0.061508951;94.54390452;<0,01;<0,01;2.067348679;0.117220801;0.006079497;4.294543905;<0,01;<0,01;12.35080989;0.011945865;8.621057118;0.309036658;<0,01;<0,01;3.857630009
144;31FS2;343;222.73;95;120.27;35.06413994;3;1;2;FS;10;500.0571206;0.22595;47.705;2.134268537;<0,01;<0,01;<0,01;<0,01;0.169739479;<0,01;<0,01;<0,01;1.21242485;2.48496994;0.127054108;<0,01;<0,01;0.061082164;43.69739479;<0,01;3.00E-04;0.490981964;8.02E-02;0.010190381;2.314629259;<0,01;<0,01;30.501002;0.014038076;11.24248497;0.921843687;8.987975952;<0,01;2.154308617
156;32FS2;437.3;263.9;98;173.4;39.65241253;3;2;2;FS;10;493.0213494;0.2834;46.92;1.272015656;<0,01;<0,01;<0,01;<0,01;0.206164384;<0,01;<0,01;<0,01;1.135029354;1.966731898;0.136888454;<0,01;<0,01;0.050146771;48.45401174;<0,01;5.04E-04;0.890410959;7.83E-02;0.013219178;2.495107632;<0,01;<0,01;23.42465753;0.014520548;12.1037182;0.195694716;6.956947162;<0,01;2.397260274
168;33FS2;250.1;189.76;100;60.34;24.12634946;3;3;2;FS;10;488.0885554;0.23315;48.06;0.816790736;<0,01;<0,01;<0,01;<0,01;0.093010753;<0,01;<0,01;<0,01;0.672043011;1.344086022;0.086476427;<0,01;<0,01;0.029766336;27.65715467;<0,01;5.00E-04;<0,01;2.07E-02;0.006503309;1.581885856;<0,01;<0,01;6.668734491;0.046060794;5.913978495;0.175765095;4.94210091;<0,01;1.674937965
180;34FS2;382.7;281.85;98;100.85;26.35223413;3;4;2;FS;10;522.0744633;0.246;46.34;3.724794623;0.102688574;<0,01;<0,01;<0,01;0.147778193;6.53E-02;<0,01;4.67E-02;1.540328603;28.84615385;0.117905153;<0,01;0.233383122;0.057869679;36.70649739;<0,01;<0,01;0.74682599;0.140029873;0.011417102;3.127333831;<0,01;<0,01;8.803211352;0.013592233;10.53024645;0.802837939;<0,01;<0,01;2.324495892
192;35FS2;233.6;173.42;96;60.18;25.7619863;3;5;2;FS;10;464.5474332;0.17723;46.113;4.041666667;2.08E-02;<0,01;<0,01;<0,01;0.19875;6.25E-02;2.08E-02;<0,01;1.270833333;5.770833333;0.085041667;<0,01;3.13E-02;0.041395833;48.72916667;<0,01;5.41E-04;0.65625;9.38E-02;0.00558125;1.96875;<0,01;<0,01;52.26041667;0.010115625;11.57291667;0.583333333;<0,01;<0,01;2.15625
338;61FS2;357.8;234.24;98;123.56;34.5332588;6;1;2;FS;10;627.4685201;0.1975;46.22;5.680256528;8.02E-02;<0,01;<0,01;<0,01;0.106069629;0.103069171;1.15E-02;6.87E-02;3.905176363;23.41960605;0.056619331;<0,01;0.125973431;0.075618415;46.31241411;<0,01;2.41E-03;0.813101237;0.274851122;0.005613834;2.084287678;<0,01;<0,01;22.2972973;0.010360742;9.115895557;0.458085204;<0,01;<0,01;2.3591388
356;62FS2;275.1;200.33;98;74.77;27.17920756;6;2;2;FS;10;471.6495525;0.3554;48.1;17.92264753;<0,01;<0,01;<0,01;<0,01;0.37599681;0.139553429;<0,01;0.28907496;3.967304625;9.110845295;0.002066388;<0,01;0.318979266;0.026485247;113.2376396;<0,01;2.49E-03;0.996810207;0.348883573;0.008394139;0.637958533;<0,01;<0,01;44.94617225;0.02379386;24.75079745;1.026714514;<0,01;<0,01;5.452551834
374;63FS2;328;223.05;99;104.95;31.99695122;6;3;2;FS;10;493.7961962;0.1576;47.09;9.424460432;7.19E-02;<0,01;<0,01;<0,01;0.092182254;7.19E-02;4.80E-02;0.959232614;1.426858513;43.47721823;0.037613909;<0,01;8.39E-02;0.043165468;28.74100719;<0,01;1.69E-03;0.539568345;0.20383693;0.004559952;1.726618705;<0,01;<0,01;24.23261391;0.008804556;7.925659472;0.767386091;<0,01;<0,01;2.446043165
392;64FS2;255.9;180.57;99;75.33;29.43728019;6;4;2;FS;10;509.4933287;0.2317;47.15;2.153299091;0.296325563;<0,01;<0,01;<0,01;0.117641249;0.197550375;0.108652706;8.89E-02;1.086527064;3.259581193;0.030284473;<0,01;0.345713157;0.081015409;47.87633347;<0,01;<0,01;1.027261952;0.177795338;0.004335243;1.916238641;<0,01;<0,01;12.18885816;0.010559068;9.45278546;0.306203082;2.08415646;<0,01;2.578032398
410;65FS2;430;281.01;98;148.99;34.64883721;6;5;2;FS;10;573.0161015;0.2257;46.18;1.89747004;0.133155792;<0,01;<0,01;<0,01;0.122281403;0.199733688;0.122059476;2.22E-02;0.987572126;6.458055925;0.107889481;<0,01;0.133155792;0.033388815;153.018198;<0,01;<0,01;0.832223702;0.16644474;0.007616511;3.650687972;<0,01;<0,01;8.344429649;0.011140701;7.600976476;0.477141589;<0,01;<0,01;3.661784288
339;61FS2;427.5;NA;98;427.5;100;6;1;2;FS;10;510.9070264;0.2287;45.79;6.069292124;0.112163509;<0,01;<0,01;<0,01;0.38497009;0.199401795;1.25E-02;0.149551346;1.470588235;5.608175474;0.110368893;<0,01;0.348953141;0.069479063;368.3948156;<0,01;<0,01;1.109172483;0.224327019;0.008500748;4.000498504;<0,01;<0,01;22.07128614;0.015216849;22.95613161;0.735294118;0.186939182;<0,01;5.00997009
357;62FS2;337.6;239.66;NA;97.94;29.01066351;6;2;2;FS;10;550.923706;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
375;63FS2;270.8;176.93;98;93.87;34.66395864;6;3;2;FS;10;559.3358777;0.2066;46.09;5.634743875;0.122494432;<0,01;<0,01;<0,01;0.143986637;8.91E-02;7.80E-02;7.80E-02;1.291759465;3.218262806;0.053875278;<0,01;0.200445434;0.055679287;46.26948775;<0,01;1.88E-04;0.846325167;0.189309577;0.007120267;2.026726058;<0,01;<0,01;36.77060134;0.011815145;12.62806236;0.278396437;<0,01;<0,01;3.006681514
393;64FS2;289.5;208.94;98;80.56;27.82728843;6;4;2;FS;10;568.4074445;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
411;65FS2;290.8;209.6;100;81.2;27.92297111;6;5;2;FS;10;513.0161641;0.2635;47.84;2.094240838;<0,01;<0,01;<0,01;<0,01;0.134816754;<0,01;<0,01;<0,01;0.986038394;3.52530541;0.139703316;<0,01;<0,01;0.040296684;155.7591623;<0,01;2.94E-04;1.116928447;0.104712042;0.008511344;4.066317627;<0,01;<0,01;12.37347295;0.013499127;8.132635253;0.183246073;7.251308901;<0,01;3.734729494
12;11FS4;537.1;123.23;65;413.87;77.05641408;1;1;4;FS;10;200.8336756;0.398;48.015;10.11738957;0.139275766;<0,01;<0,01;<0,01;0.36758854;0.109430959;7.96E-02;0.646637485;1.740947075;9.291683247;0.06798647;<0,01;0.179068842;0.087793474;199.5622762;<0,01;3.36E-04;3.213290887;0.218861918;0.02120971;1.651412654;<0,01;<0,01;34.07282133;0.021418623;25.59689614;0.487465181;6.705133307;<0,01;6.337047354
48;12FS4;377.1;131.32;78;245.78;65.1763458;1;2;4;FS;10;268.9807831;0.46575;46.81;91.61764706;<0,01;<0,01;<0,01;<0,01;0.505656109;<0,01;<0,01;0.260180995;2.816742081;72.39819005;0.078178733;<0,01;<0,01;0.093665158;129.0723982;<0,01;9.40E-04;0.961538462;0.395927602;0.028223982;1.187782805;<0,01;<0,01;152.8280543;0.027828054;25.90497738;5.961538462;17.42081448;<0,01;6.719457014
84;13FS4;508.7;225.49;75;283.21;55.67328484;1;3;4;FS;10;432.3002959;0.19966;45.804;85.76756497;0.336862368;<0,01;<0,01;<0,01;0.129571704;0.276708373;7.22E-02;0.31280077;2.021174206;61.77815207;0.06416025;<0,01;0.252646776;0.02650385;53.1641001;<0,01;7.94E-04;0.661693936;0.601539942;0.006104427;1.431665063;<0,01;<0,01;158.6862368;0.010421078;9.263715111;6.653031761;<0,01;6.02E-02;2.947545717
120;14FS4;501.8;215.45;75;286.35;57.06456756;1;4;4;FS;10;422.1598337;0.2519;46.05;85.87564043;<0,01;<0,01;<0,01;<0,01;0.1776898;0.128085701;<0,01;0.337680484;1.408942711;58.06939916;0.05227061;<0,01;0.15137401;0.035724266;64.01956218;<0,01;5.23E-04;0.95482068;0.547275268;0.007316022;1.513740102;<0,01;<0,01;146.0176991;0.017384723;11.8071728;5.857009781;<0,01;2.33E-02;2.771308803
132;15FS4;302.6;127.39;90;175.21;57.90152016;1;5;4;FS;10;308.7647555;0.2315;46.53;4.66827768;1.10E-02;<0,01;<0,01;<0,01;0.174428822;8.79E-02;4.39E-02;3.30E-02;1.438927944;6.239015817;0.003718146;<0,01;0.252636204;0.023714851;80.50307557;<0,01;<0,01;0.615114236;0.142794376;0.005364675;0.472319859;<0,01;<0,01;10.16036907;0.013894991;12.97231986;0.648066784;<0,01;<0,01;2.2956942
145;31FS4;444.2;245.86;94;198.34;44.65105808;3;1;4;FS;10;471.3528349;0.1218;46.7;10.42039356;1.12E-02;<0,01;<0,01;<0,01;0.105936941;0.178890877;0.122987478;6.71E-02;1.475849732;3.432468694;0.067240608;<0,01;0.335420394;0.07828712;35.52101968;<0,01;<0,01;0.827370304;0.167710197;0.00592576;3.10822898;<0,01;<0,01;10.71109123;0.009221825;12.17576029;0.626118068;<0,01;<0,01;11.18067979
157;32FS4;270.4;184.36;90;86.04;31.81952663;3;2;4;FS;10;402.4939;0.2156;47.33;3.834862385;0.146788991;9.17E-03;<0,01;<0,01;0.089045872;0.146788991;8.26E-02;0.110091743;1.119266055;2.80733945;0.038165138;<0,01;0.19266055;0.046605505;32.31192661;<0,01;1.52E-04;0.440366972;0.211009174;0.003984404;1.568807339;<0,01;<0,01;11.06422018;0.007481651;10.33027523;0.385321101;<0,01;<0,01;2.431192661
169;33FS4;170.3;82.79;70;87.51;51.38578978;3;3;4;FS;10;333.5675073;0.3687;47.37;25.17369727;0.17369727;<0,01;<0,01;<0,01;0.215880893;0.124069479;8.68E-02;0.161290323;1.811414392;17.29528536;0.028138958;<0,01;9.93E-02;0.024913151;31.46401985;<0,01;1.48E-03;0.756823821;0.446650124;0.015545906;0.918114144;<0,01;<0,01;73.13895782;0.018163772;20.06203474;1.674937965;<0,01;<0,01;5.037220844
181;34FS4;336.7;178.79;40;157.91;46.8993169;3;4;4;FS;10;441.9277307;0.2533;45.81;8.49915326;<0,01;<0,01;<0,01;<0,01;0.349809483;7.41E-02;1.06E-02;3.18E-02;1.49237934;32.87468247;0.013748942;<0,01;0.222269263;0.070882727;42.86621507;<0,01;6.99E-05;0.783234547;0.116426757;0.01080652;0.867908552;<0,01;<0,01;31.96443692;0.014373412;26.61939035;0.762066046;<0,01;<0,01;2.730736664
193;35FS4;255.7;108.88;60;146.82;57.41885022;3;5;4;FS;10;386.0191168;0.3711;45.2;43.05364512;2.29E-02;<0,01;<0,01;<0,01;0.283585511;9.17E-02;<0,01;9.17E-02;1.742320037;27.09766162;0.089695094;<0,01;0.263640532;0.048544246;35.76341128;<0,01;1.38E-03;1.490142137;0.217790005;0.025917011;2.109124255;<0,01;<0,01;56.83172856;0.019452086;22.478221;2.051811096;<0,01;<0,01;5.10087116
340;61FS4;116.2;NA;70;116.2;100;6;1;4;FS;10;323.6402554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
358;62FS4;309.8;111.99;65;197.81;63.85087153;6;2;4;FS;10;303.0929889;0.2473;47.05;26.15270728;7.40E-02;<0,01;<0,01;<0,01;0.254124365;0.105752961;<0,01;0.148054146;1.924703892;17.82994924;0.012796108;<0,01;0.137478849;0.037034687;111.2521151;<0,01;1.01E-03;0.581641286;0.518189509;0.007546531;0.412436548;<0,01;<0,01;78.40524535;0.018876904;17.86167513;1.491116751;<0,01;<0,01;3.72250423
376;63FS4;220.7;NA;88;220.7;100;6;3;4;FS;10;323.6402554;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
394;64FS4;259.4;99.47;70;159.93;61.6538165;6;4;4;FS;10;365.4801108;0.3191;48.24;10.5529132;<0,01;<0,01;<0,01;<0,01;0.163000396;1.98E-02;<0,01;7.93E-02;4.944510503;8.085612366;0.01015656;<0,01;<0,01;0.008804003;98.42449465;<0,01;6.56E-04;1.625049544;0.287356322;0.005998811;0.168450258;1.98E-02;<0,01;29.90487515;0.017627824;14.189457;1.456599287;2.536662703;<0,01;4.8156956
412;65FS4;162.8;65.8;70;97;59.58230958;6;5;4;FS;10;299.8773152;0.27054;45.79;14.78993649;0.183194919;<0,01;<0,01;<0,01;0.377992184;0.219833903;0.146555936;0.207620909;1.709819248;19.98045921;0.006610894;<0,01;0.256472887;0.140083048;125.4274548;<0,01;1.90E-03;2.45481192;0.390815828;0.009487054;0.586223742;<0,01;<0,01;49.10845139;0.019723986;26.24572545;1.038104543;<0,01;<0,01;9.611626771
341;61FS4;310.1;170.22;80;139.88;45.10802967;6;1;4;FS;10;382.1655056;0.1904;47.08;3.404621436;8.60E-02;<0,01;<0,01;<0,01;0.241396264;0.122910521;2.46E-02;0.135201573;1.819075713;7.780235988;0.153023599;<0,01;0.294985251;0.059095379;168.7561455;<0,01;4.89E-04;1.020157325;0.196656834;0.009280973;5.506391347;<0,01;<0,01;18.19075713;0.015929204;15.74483776;0.331858407;<0,01;<0,01;2.691740413
359;62FS4;2398.9;83.23;NA;2315.67;96.53049314;6;2;4;FS;10;289.926411;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
377;63FS4;214.3;74.25;78;140.05;65.35230985;6;3;4;FS;10;304.4977847;0.2734;46.79;9.59414025;<0,01;<0,01;<0,01;<0,01;0.105595581;4.80E-02;<0,01;9.61E-02;2.425552354;7.865033622;-0.001225985;<0,01;0.156099904;0.014133045;37.80019212;<0,01;8.85E-04;0.408261287;0.144092219;0.003194044;0.456292027;<0,01;<0,01;20.10086455;0.010507925;9.906340058;1.308837656;<0,01;<0,01;2.677713737
395;64FS4;223.4;121.6;75;101.8;45.56848702;6;4;4;FS;10;354.2015583;0.34675;46.995;16.54363517;<0,01;<0,01;<0,01;<0,01;0.414370079;<0,01;<0,01;<0,01;0.976049869;11.22867454;0.043249672;<0,01;<0,01;0.059005906;121.8011811;<0,01;1.19E-03;1.205708661;1.000656168;0.010793963;0.795603675;<0,01;<0,01;121.5551181;0.018339895;25.91863517;1.230314961;10.87598425;<0,01;2.82152231
413;65FS4;287.2;82.82;80;204.38;71.16295265;6;5;4;FS;10;279.2773967;0.2883;47.31;13.27175498;<0,01;<0,01;<0,01;<0,01;0.170515314;2.43E-02;<0,01;<0,01;2.102576568;12.89499271;0.004218522;<0,01;0.170150705;0.017525523;39.98541565;<0,01;1.02E-03;0.960136121;0.692756441;0.006144871;0.607681089;<0,01;<0,01;98.52941176;0.013940204;15.8483228;1.555663588;<0,01;<0,01;6.550802139
4;11FS1;2879.7;1879.84;98;999.86;34.72097788;1;1;1;FS;25;756.8067937;0.1801;47.6;9.713529129;1.528647087;0.240731825;<0,01;<0,01;0.136494945;0.938854117;0.613866153;0.662012518;1.504573905;29.40539239;0.044547424;<0,01;0.601829562;0.017766009;72.44824266;2.3350987;6.26E-05;3.562831006;1.035146846;0.003334136;1.998074145;2.214732788;0.553683197;26.5045739;0.011107366;10.91718825;2.250842561;<0,01;0.228695234;3.731343284
