sample_code;Code;FW..g.;DW..g.;Bark....;Water.content..g.;Water.percentage;Plot;SubPlot;Class;Species;DiamClass;sample_density;Ntotal (g/100g);Ctotal (g/100g);Al (mg/Kg);As (mg/Kg);Be (mg/Kg);Bi (mg/Kg);B (mg/Kg);Ca (g/100g);Cd (mg/Kg);Co (mg/Kg);Cr (mg/Kg);Cu (mg/Kg);Fe (mg/Kg);K (g/100g);La (mg/Kg);Li (mg/Kg);Mg (g/100g);Mn (mg/Kg);Mo (mg/Kg);Na (g/100g);Ni (mg/Kg);Pb (mg/Kg);P (g/100g);Rb (mg/Kg);Sb (mg/Kg);Se (mg/Kg);Si (mg/Kg);S (g/100g);Sr (mg/Kg);Ti (mg/Kg);Tl (mg/Kg);V (mg/Kg);Zn (mg/Kg)
1053;13FS2;9.93;7.9825;100;2.5725;24.53824587;1;3;2;FS;1;676.6761893;0.4317;47.86;14.7199617;7.18E-02;<0,01;<0,01;<0,01;0.374820488;8.38E-02;<0,01;0.263283868;2.549066539;12.85303973;0.088690761;<0,01;0.263283868;0.042592149;126.6156056;<0,01;1.07E-04;1.06510292;0.945428435;0.019327429;3.087601723;<0,01;<0,01;694.1120153;0.022498803;21.75682145;0.933460986;<0,01;<0,01;3.410722834
1054;13FS4;6.8025;6.01;74.5;0.85;11.55759862;1;3;4;FS;1;715.0953696;0.4278;47.27;28.65364493;<0,01;<0,01;<0,01;<0,01;0.408964074;0.165678409;5.23E-02;0.383676317;2.982211371;18.12870596;0.02603767;<0,01;0.313916986;0.032664806;135.5946983;<0,01;<0,01;0.871991629;1.08126962;0.022166027;0.784792466;<0,01;<0,01;424.7471224;0.027633415;21.80851064;0.880711545;<0,01;<0,01;15.15521451
1055;14AA1;7.62;4.9175;98.75;2.7025;34.91474138;1;4;1;AA;1;688.2457224;0.3045;47.43;74.75149105;<0,01;<0,01;<0,01;<0,01;0.141351889;0.467196819;9.94E-03;0.218687873;3.330019881;15.24850895;0.132604374;<0,01;0.168986083;0.024910537;125.7455268;<0,01;6.93E-04;0.318091451;0.367793241;0.018568588;2.753479125;<0,01;<0,01;42.03777336;0.014294235;7.047713718;0.954274354;<0,01;<0,01;13.2306163
1056;14AA2;12.82;9.156666667;97.33333333;3.663333333;29.31936043;1;4;2;AA;1;676.4324136;0.1644;48.19;44.53616352;6.88E-02;<0,01;<0,01;<0,01;0.17413522;0.235849057;9.83E-03;2.201257862;2.682783019;28.71462264;0.070135613;<0,01;0.265330189;0.01778695;72.65133648;<0,01;2.29E-04;0.412735849;0.579795597;0.012244497;1.179245283;<0,01;<0,01;53.48860063;0.012853774;7.822327044;1.41509434;<0,01;<0,01;11.93003145
1057;14AA4;8.175;5.6275;97.66666667;2.5475;31.44404275;1;4;4;AA;1;489.5771473;0.24424;48.616;60.90774439;4.23E-02;<0,01;<0,01;<0,01;0.19953449;0.201015658;<0,01;0.232754972;4.782056708;22.03766399;0.060389336;<0,01;0.148116801;0.034892086;85.2729581;<0,01;1.86E-03;0.35971223;0.402031316;0.009973551;1.047397376;<0,01;<0,01;48.23317816;0.016641981;8.537875582;1.967837495;<0,01;<0,01;14.20863309
1058;14FS1;10.935;7.3975;97.25;3.5375;32.33796458;1;4;1;FS;1;802.5566421;0.31626;46.949;10.05007153;<0,01;<0,01;<0,01;<0,01;0.20910825;0.11921793;2.38E-02;0.39341917;2.587029089;60.07391512;0.096578445;<0,01;0.166905103;0.022865999;70.2074392;<0,01;6.82E-04;0.929899857;0.488793515;0.02486886;2.27706247;<0,01;<0,01;310.3242728;0.017870768;14.09155937;0.536480687;<0,01;<0,01;6.282784931
1059;14FS2;11.795;7.5975;96;4.1975;35.04821641;1;4;2;FS;1;686.4501365;0.4411;47.82;8.920497362;<0,01;<0,01;<0,01;<0,01;0.247550867;<0,01;<0,01;<0,01;1.573097212;9.203089676;0.130463451;<0,01;<0,01;0.030454032;77.65636775;<0,01;3.74E-04;0.42388847;0.951394122;0.016428033;3.438206481;<0,01;<0,01;375.8477769;0.020459683;14.46872645;0.546345139;5.793142427;<0,01;2.825923135
1060;14FS4;9.96;11.085;16;2.22;22.41626292;1;4;4;FS;1;746.8408631;0.2677;46.87;12.94373112;<0,01;<0,01;<0,01;<0,01;0.200811934;9.44E-02;3.78E-02;0.245468278;1.925981873;8.931268882;0.04765861;<0,01;0.122734139;0.037339502;101.9637462;<0,01;2.36E-04;0.670317221;0.528700906;0.019873489;0.953549849;<0,01;<0,01;378.021148;0.017116692;14.1805136;0.59478852;<0,01;<0,01;10.1397281
1013;15AA1;8.3875;5.74;98.75;2.6475;31.34870794;1;5;1;AA;1;552.8474205;0.17292;48.66;51.34680135;9.35E-02;<0,01;<0,01;<0,01;0.108118219;0.346053124;1.87E-02;0.158997381;2.787130565;10.81182192;0.090123457;<0,01;0.168350168;0.017489712;92.56453423;<0,01;3.53E-03;0.158997381;0.346053124;0.010867939;1.328095773;<0,01;<0,01;26.74897119;0.010409652;5.518144407;0.729517396;<0,01;<0,01;11.27946128
1014;15AA2;12.56;7.535;97.75;-4.395;38.13694268;1;5;2;AA;1;566.6398383;0.16843;48.828;27.46344011;4.35E-02;<0,01;<0,01;<0,01;0.112987465;0.165389972;<0,01;0.191504178;2.158774373;12.19533426;0.063849234;<0,01;0.139275766;0.017740251;73.91190808;<0,01;3.65E-04;0.243732591;0.278551532;0.005684192;0.861768802;<0,01;<0,01;26.54073816;0.009670961;4.230501393;0.844359331;<0,01;<0,01;10.21935933
1015;15AA4;0;6.646;99.6;-6.646;0;1;5;4;AA;1;597.6579861;0.27137;48.629;76.81530214;0.134015595;<0,01;<0,01;<0,01;0.168737817;0.304580897;<0,01;0.365497076;3.801169591;32.38304094;0.069761209;<0,01;4.87E-02;0.023806043;64.07163743;<0,01;8.02E-04;0.402046784;0.462962963;0.011617934;1.608187135;<0,01;<0,01;74.54922027;0.015095029;7.858187135;2.351364522;<0,01;<0,01;13.01169591
1016;15FS1;0;5.6075;99.75;-5.6075;0;1;5;1;FS;1;640.2458513;0.3892;43.7;12.05027107;0.20946279;<0,01;<0,01;<0,01;0.208477082;6.16E-02;3.70E-02;9.86E-02;2.587481518;14.47757516;0.08639724;<0,01;0.246426811;0.019627896;82.67619517;<0,01;2.13E-04;0.88713652;0.517496304;0.019825037;2.464268112;<0,01;<0,01;364.834894;0.018592903;14.77328733;1.047313948;<0,01;<0,01;5.556924593
1017;15FS2;0;7.0225;99.25;-7.0225;0;1;5;2;FS;1;691.1064208;0.3654;48.55;10.39122569;3.39E-02;<0,01;<0,01;<0,01;0.300881954;4.52E-02;<0,01;0.271370421;2.10312076;7.813206694;0.150610583;<0,01;0.350520127;0.030178652;71.42695613;<0,01;<0,01;0.52012664;0.667118951;0.021472185;4.34192673;<0,01;<0,01;487.5621891;0.018928087;18.03482587;0.554047942;<0,01;<0,01;3.889642696
1018;15FS4;0;7.6675;37.75;-7.6675;0;1;5;4;FS;1;549.3629912;0.3338;48.34;9.027105518;<0,01;<0,01;<0,01;<0,01;0.230275895;<0,01;<0,01;<0,01;1.33107454;6.340755082;0.04000484;<0,01;<0,01;0.024951597;99.62487899;<0,01;2.24E-04;0.121006776;0.363020329;0.011916747;0.387221684;<0,01;<0,01;180.3000968;0.014351404;13.39545015;0.350919652;5.929332043;<0,01;7.526621491
1019;31AA1;10.21275;7.3;99.75;2.91275;29.26934386;3;1;1;AA;1;721.5241383;0.2506;47.59;134.2691813;0.257179597;<0,01;<0,01;<0,01;0.169845692;0.450064295;6.43E-02;0.428632662;3.279039863;37.85897985;0.166095156;<0,01;0.300042863;0.029950707;139.9485641;<0,01;5.13E-04;0.407201029;0.417916845;0.024335619;3.696956708;<0,01;<0,01;99.95713673;0.017713245;8.540505787;2.9147021;<0,01;<0,01;17.09172739
1020;31AA2;8.434;8.276;96.8;0.158;-11.55786483;3;1;2;AA;1;818.0651242;0.317305;48.488;89.27268582;<0,01;<0,01;<0,01;<0,01;0.1749886;0.490196078;2.28E-02;0.410396717;3.454172367;20.13223894;0.130642955;<0,01;0.205198358;0.030528956;146.9448244;<0,01;<0,01;0.501595987;0.512995896;0.021488828;2.690378477;<0,01;<0,01;39.55768354;0.01621067;8.595531236;1.265389877;<0,01;<0,01;16.10807114
1021;31AA4;11.915;6.9625;91.25;4.9525;41.13574182;3;1;4;AA;1;532.1603154;0.3196;48.54;81.33093525;<0,01;<0,01;<0,01;<0,01;0.250719424;0.20383693;<0,01;<0,01;3.237410072;40.86330935;0.019964029;<0,01;<0,01;0.019388489;114.7122302;<0,01;1.29E-03;6.00E-02;3.393285372;0.008591127;0.395683453;<0,01;<0,01;88.80095923;0.020155875;9.976019185;2.517985612;3.525179856;<0,01;26.49880096
1022;31FS1;11.8425;7.2475;98;4.595;39.34571786;3;1;1;FS;1;547.4233222;0.3721;47.58;15.90621039;0.105618927;<0,01;<0,01;<0,01;0.302809463;9.51E-02;6.34E-02;0.454161386;2.703844529;12.89607098;0.104879594;<0,01;3.17E-02;0.028305872;75.30629489;<0,01;3.73E-04;0.781580059;0.675961132;0.027376426;2.62991128;<0,01;<0,01;546.0498521;0.021387833;20.26827207;0.675961132;<0,01;<0,01;7.266582172
1023;31FS2;18.76;7.4475;93;11.3125;48.73681036;3;1;2;FS;1;695.4360324;0.4016;47.68;9.037095501;2.96E-02;<0,01;<0,01;<0,01;0.198105762;1.97E-02;2.96E-02;8.88E-02;2.318468824;8.218232044;0.088900947;<0,01;0.147987372;0.025276243;66.65351223;<0,01;3.10E-04;0.591949487;0.394632991;0.018192581;2.703235991;<0,01;<0,01;295.4814522;0.019593528;12.14483031;0.394632991;<0,01;<0,01;7.94198895
1024;31FS4;12.0825;7.0075;37.5;5.075;41.39090371;3;1;4;FS;1;442.2296785;0.50585;47.59;40.20247657;<0,01;<0,01;<0,01;<0,01;0.623995984;<0,01;<0,01;5.86E-02;2.727576975;28.62282463;0.048586011;<0,01;<0,01;0.046042503;115.2108434;<0,01;1.82E-03;0.552208835;1.422356091;0.021460843;0.93708166;<0,01;<0,01;412.2322624;0.030036814;40.93038822;1.832329317;8.525769746;<0,01;15.50368139
1061;32AA1;7.4575;5.285;100;2.1725;28.90434051;3;2;1;AA;1;655.3728148;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1062;32AA2;7.6975;5.7925;98;1.905;24.79678191;3;2;2;AA;1;613.2494055;0.22079;48.498;34.7647581;8.88E-02;<0,01;<0,01;<0,01;0.142143808;0.210830004;<0,01;0.299600533;2.65201953;14.03683977;0.101242787;<0,01;0.177541056;0.012705282;54.60497115;<0,01;5.89E-04;0.266311585;0.355082113;0.013925877;1.597869507;<0,01;<0,01;26.27607634;0.012272526;7.157123835;0.787838438;<0,01;<0,01;12.31691079
1063;32AA4;9.895;5.0525;87.5;4.8425;46.51323893;3;2;4;AA;1;453.7818635;0.3049;49.508;102.3957299;<0,01;<0,01;<0,01;<0,01;0.232869911;0.409632572;<0,01;0.459285005;2.855014896;41.53426018;0.014039225;<0,01;9.93E-02;0.018247269;104.2204568;<0,01;1.44E-03;0.322740814;3.438430983;0.007956802;0.620655412;<0,01;<0,01;87.98411122;0.019116187;10.32770606;2.792949355;<0,01;<0,01;19.40168818
1064;32FS1;9.28;6.35;97;2.93;31.23384727;3;2;1;FS;1;620.4968756;0.46021;49.234;10.12747875;3.54E-02;<0,01;<0,01;<0,01;0.165810907;7.08E-02;8.85E-03;0.336402266;25.69936261;13.03116147;0.085809136;<0,01;0.123937677;0.015368272;73.56586402;<0,01;1.20E-03;1.009206799;0.628541076;0.01595255;2.230878187;<0,01;<0,01;351.6288952;0.016873229;11.25177054;1.01805949;<0,01;<0,01;4.780453258
1065;32FS2;10.515;6.4675;97;4.0475;37.65253099;3;2;2;FS;1;625.1405151;0.356465;39.686;9.321164889;<0,01;<0,01;<0,01;<0,01;0.216160788;<0,01;<0,01;<0,01;1.712469237;9.280147662;0.09385767;<0,01;<0,01;0.021134126;60.74651354;<0,01;8.62E-04;0.553732568;0.625512715;0.018591058;1.989335521;<0,01;<0,01;519.585726;0.01892945;12.41796555;0.389663659;3.650533224;<0,01;5.373256768
1066;32FS4;13.4725;6.9;65;6.5725;50.05668644;3;2;4;FS;1;510.2407959;0.42694;47.003;81.53895548;0.224743151;<0,01;<0,01;<0,01;0.83015839;0.224743151;0.139126712;0.492294521;3.403253425;53.76712329;0.047270976;<0,01;0.278253425;0.028938356;122.859589;<0,01;2.82E-03;0.877568493;2.07619863;0.013484589;0.920376712;<0,01;<0,01;508.6686644;0.028007277;58.15496575;3.713613014;<0,01;3.21E-02;15.59289384
1067;33AA1;8.855;6.275;98.75;2.58;29.27649589;3;3;1;AA;1;671.0982834;0.21996;48.551;71.93192713;0.239693193;<0,01;<0,01;<0,01;0.12991371;0.347555129;1.20E-02;1.114573346;3.235858102;24.16107383;0.117521572;<0,01;0.251677852;0.023909396;112.1284756;<0,01;<0,01;0.587248322;0.311601151;0.019990412;2.337008629;<0,01;<0,01;38.38686481;0.013842282;6.771332694;1.210450623;<0,01;<0,01;13.37488015
1068;33AA2;10.2975;6.5875;91.25;3.71;34.37503009;3;3;2;AA;1;582.5989962;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1069;33AA4;10.49;6.01;95;4.48;43.35829854;3;3;4;AA;1;540.5841168;0.224;48.66;66.92482916;0.387243736;<0,01;<0,01;<0,01;0.16833713;0.410022779;6.83E-02;0.865603645;3.394077449;28.30296128;0.009105923;<0,01;0.398633257;0.015535308;81.64009112;<0,01;9.67E-04;0.649202733;1.776765376;0.007299544;0.683371298;<0,01;<0,01;56.16173121;0.017027335;7.813211845;1.765375854;<0,01;1.14E-02;15.09111617
1070;33FS1;10.6625;6.97;98.75;3.6925;34.56852852;3;3;1;FS;1;648.177079;0.3388;47.192;17.18808896;<0,01;<0,01;<0,01;<0,01;0.326328685;8.48E-02;5.65E-02;9.42E-02;2.732755371;11.82623445;0.089342254;<0,01;0.131926121;0.024302676;92.85714286;<0,01;3.36E-04;0.744440256;0.942329438;0.024010554;2.346400302;<0,01;<0,01;491.8017339;0.020147003;20.76894082;0.612514135;<0,01;<0,01;10.83678854
1071;33FS2;12.455;7.7025;96;4.7525;39.34261612;3;3;2;FS;1;608.7843545;0.444;46.94;15.08386778;0.123334978;<0,01;<0,01;<0,01;0.299580661;8.63E-02;<0,01;9.87E-02;2.454366058;9.903798717;0.130365072;<0,01;0.271336951;0.03772817;111.3344845;<0,01;<0,01;0.505673409;1.1100148;0.035458806;3.786383818;<0,01;<0,01;435.6191416;0.023371978;17.15589541;0.481006413;<0,01;<0,01;5.044400592
1072;33FS4;10.0325;5.5075;40;4.525;44.92114497;3;3;4;FS;1;518.551955;0.36249;47.101;34.86995342;<0,01;<0,01;<0,01;<0,01;0.497767857;6.79E-02;4.85E-02;0.310559006;2.736801242;20.65217391;0.040925854;<0,01;0.145574534;0.029473991;129.7554348;<0,01;2.22E-03;0.514363354;1.251940994;0.012121506;0.776397516;<0,01;<0,01;326.2810559;0.022350543;35.63664596;1.513975155;<0,01;<0,01;10.86956522
1025;34AA1;7.223333333;5.48;98.5;-0.0625;28.05821127;3;4;1;AA;1;695.6959711;0.27197;48.412;64.18411695;3.95E-02;<0,01;<0,01;<0,01;0.144310549;0.375345713;1.98E-02;0.187672857;2.943500593;17.08810747;0.110233109;<0,01;0.128407744;0.020160016;101.6396681;<0,01;4.20E-04;0.23706045;0.335835638;0.016930067;2.123666535;<0,01;<0,01;35.92453576;0.013443303;7.259976294;1.135914658;<0,01;<0,01;12.77163177
1026;34AA2;8.185;7.76;98.75;6.245;81.57644824;3;4;2;AA;1;637.118594;0.1945;47.73;32.97750667;<0,01;<0,01;<0,01;<0,01;0.109893252;0.238276782;<0,01;9.53E-02;2.764010675;9.521540221;0.080461304;<0,01;0.152497141;0.013210065;55.09912314;<0,01;<0,01;0.314525353;6.67E-02;0.01352459;1.47731605;<0,01;<0,01;17.27983225;0.011446817;5.928326344;0.428898208;<0,01;<0,01;8.434998094
1027;34AA4;10.435;0;93.75;10.435;100;3;4;4;AA;1;554.0258754;0.2862;47.54;53.70007831;<0,01;<0,01;<0,01;<0,01;0.216033673;7.83E-02;<0,01;<0,01;2.779953015;17.93265466;0.016934221;<0,01;<0,01;0.01660141;86.59945184;<0,01;1.98E-03;<0,01;1.497650744;0.006465348;0.303445576;<0,01;<0,01;89.88841034;0.01509397;8.555207518;1.223570869;4.248238058;<0,01;14.58496476
1028;34FS1;8.95;6.07;100;5.915;65.37027661;3;4;1;FS;1;694.683238;0.2956;47.7;12.54432624;0.124113475;<0,01;<0,01;<0,01;0.23714539;9.75E-02;3.55E-02;7.09E-02;2.420212766;8.803191489;0.108244681;<0,01;0.186170213;0.020567376;94.59219858;<0,01;3.47E-04;0.930851064;0.691489362;0.018874113;2.792553191;<0,01;<0,01;521.5425532;0.017925532;16.09929078;0.540780142;<0,01;<0,01;6.25
1029;34FS2;11.005;7.47;97;5.4025;51.84404521;3;4;2;FS;1;711.5567378;0.50205;49.05;17.02871175;<0,01;<0,01;<0,01;<0,01;0.491688704;<0,01;<0,01;<0,01;2.191159804;13.43974311;0.140347563;<0,01;<0,01;0.039998111;94.63543634;<0,01;5.38E-04;0.406120136;1.142803173;0.025916131;2.956176804;<0,01;<0,01;515.5836796;0.02514167;26.07669059;0.604457877;7.499055535;<0,01;6.186248583
1030;34FS4;11.785;6.74;61.25;5.045;42.75179003;3;4;4;FS;1;585.1411506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1031;35AA1;7.3675;5.225;99.5;2.1425;28.91286941;3;5;1;AA;1;666.8236187;0.2285;48.75;56.08793687;<0,01;<0,01;<0,01;<0,01;0.117718903;0.338218715;2.82E-02;0.441563322;2.837279218;14.20518602;0.077123262;<0,01;0.178504322;0.019804585;96.67418264;<0,01;<0,01;0.112739572;0.32882375;0.012551672;1.662908681;<0,01;<0,01;29.49079293;0.011264562;5.90003758;0.948891394;<0,01;<0,01;11.01089816
1032;35AA2;9.255;6.01;96.25;3.245;34.69224609;3;5;2;AA;1;600.9097051;0.2066;48.19;48.18099136;<0,01;<0,01;<0,01;<0,01;0.138926785;0.204638472;3.41E-02;0.375170532;3.06957708;22.18053661;0.040757162;<0,01;0.159163256;0.020259209;68.04229195;<0,01;1.24E-03;0.545702592;0.159163256;0.008183265;0.79581628;<0,01;<0,01;56.16189177;0.011448386;5.843565257;1.671214188;<0,01;<0,01;9.129149613
1033;35AA4;9.885;5.775;82.5;4.11;41.5785961;3;5;4;AA;1;521.3432143;0.40125;48.435;96.98959366;<0,01;<0,01;<0,01;<0,01;0.239469772;7.43E-02;<0,01;<0,01;2.775024777;47.94350842;0.02234886;<0,01;<0,01;0.020676412;101.796333;<0,01;2.37E-03;7.43E-02;2.502477701;0.008930872;0.483151635;<0,01;<0,01;69.58622398;0.021233895;9.811694747;2.056491576;4.125371655;<0,01;18.05004955
1034;35FS1;10.14;6.9875;100;3.1525;30.92359698;3;5;1;FS;1;701.1196865;0.45773;48.146;15.30978466;0.273894975;<0,01;<0,01;<0,01;0.360974688;0.179448432;0.103891198;0.292784284;3.485077446;12.27805062;0.111163581;<0,01;0.170003778;0.023328296;94.5409898;<0,01;5.67E-03;0.91613147;1.237249717;0.022449943;2.483944088;<0,01;<0,01;445.9765773;0.024159426;22.46883264;0.661125803;<0,01;<0,01;9.557990178
1035;35FS2;10.98;6.2425;96.25;4.7375;42.96091183;3;5;2;FS;1;651.6122406;0.598;49.42;11.70565302;3.90E-02;<0,01;<0,01;<0,01;0.184307992;0.116959064;5.85E-02;0.175438596;2.270955166;9.522417154;0.10380117;<0,01;0.263157895;0.021276803;58.38206628;<0,01;6.73E-04;0.516569201;0.360623782;0.026978558;2.670565302;<0,01;<0,01;344.0545809;0.019580897;10.84795322;0.497076023;<0,01;<0,01;4.230019493
1036;35FS4;8.925;5.675;73.75;3.25;36.24158869;3;5;4;FS;1;574.2140341;0.4978;49.03;46.11089342;9.80E-03;<0,01;<0,01;<0,01;0.783013323;0.156739812;4.90E-02;0.186128527;3.125;29.02625392;0.045523119;<0,01;0.22531348;0.035041144;97.29623824;<0,01;8.91E-04;0.480015674;1.782915361;0.019778605;1.547805643;<0,01;<0,01;695.3369906;0.027360893;60.46238245;1.998432602;<0,01;<0,01;17.52547022
1073;61AA1;7.6675;5.815;98;1.8525;24.26411594;6;1;1;AA;1;916.5966028;0.3745;47.29;44.98473615;<0,01;<0,01;<0,01;<0,01;0.137701701;0.119930222;<0,01;<0,01;3.12908853;12.98517226;0.129742695;<0,01;<0,01;0.02345181;110.1177497;<0,01;7.41E-04;8.72E-02;0.30527693;0.019733973;2.213257741;<0,01;<0,01;28.57610118;0.014108155;6.083733101;0.708678587;2.442215438;<0,01;11.5023986
1074;61AA2;8.025;5.6875;98;2.3375;29.32281095;6;1;2;AA;1;583.8102076;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1075;61AA4;6.9575;5.305;97.5;1.6525;24.24563997;6;1;4;AA;1;526.6274887;0.2584;48.62;112.5894988;<0,01;<0,01;<0,01;<0,01;0.301073986;0.53699284;<0,01;0.656324582;3.639618138;60.22673031;0.006102625;<0,01;0.22673031;0.017840095;73.18615752;<0,01;1.29E-04;0.560859189;5.119331742;0.008745823;0.560859189;<0,01;<0,01;117.7923628;0.021980907;13.93794749;3.436754177;<0,01;<0,01;22.20763723
1076;61FS1;10.1075;7.065;100;3.0425;29.81505356;6;1;1;FS;1;586.5400277;0.40451;47.604;10.8420418;3.01E-02;<0,01;<0,01;<0,01;0.2664791;9.04E-02;3.01E-02;0.20096463;1.909163987;7.77733119;0.088434486;<0,01;0.301446945;0.020478296;71.99557878;<0,01;<0,01;0.743569132;1.155546624;0.014348875;2.331189711;<0,01;<0,01;333.8022508;0.018137058;16.68006431;0.40192926;<0,01;<0,01;8.249598071
1077;61FS2;9.965;6.6;93.75;3.365;33.04306222;6;1;2;FS;1;660.1676754;0.3619;49.23;9.444973797;0.107193902;<0,01;<0,01;<0,01;0.231062411;8.34E-02;<0,01;0.131014769;2.596474512;9.159123392;0.120652692;<0,01;0.131014769;0.042532158;91.91281563;<0,01;<0,01;0.750357313;0.690805145;0.038006193;3.394473559;<0,01;<0,01;429.9666508;0.021557885;14.51881848;0.464506908;<0,01;<0,01;7.062887089
1078;61FS4;7.968;5.778;28;2.19;27.04456437;6;1;4;FS;1;492.2702583;0.3399;47.629;22.54505333;<0,01;<0,01;<0,01;<0,01;0.265538801;<0,01;<0,01;0.137918352;1.894078705;9.05663847;0.024402354;<0,01;<0,01;0.030948878;122.1956602;<0,01;3.91E-04;0.358587716;0.698786318;0.009406032;0.478116955;<0,01;<0,01;193.9132034;0.018196028;13.78264068;0.395365943;5.342037514;<0,01;7.153365208
1079;62AA1;8.07325;5.815;100;2.25825;27.22494327;6;2;1;AA;1;705.6690242;0.2112;48.46;43.79753712;2.72E-02;<0,01;<0,01;<0,01;0.203821079;0.2806954;<0,01;0.516117349;3.169141615;18.56211518;0.092720029;<0,01;0.190148497;0.020961608;68.30858385;<0,01;9.33E-04;0.26258602;0.751539297;0.01579138;1.838102137;<0,01;<0,01;31.94494748;0.014967403;10.91090185;0.932633104;<0,01;<0,01;15.22998913
1080;62AA2;8.86075;5.675;98.75;6.02325;67.69180938;6;2;2;AA;1;559.5973169;0.2126;47.54;15.65346535;<0,01;<0,01;<0,01;<0,01;0.091158416;0.148514851;<0,01;6.93E-02;2.069306931;7.564356436;0.018940594;<0,01;0.188118812;0.01970297;34.66336634;<0,01;9.11E-05;<0,01;0.316831683;0.003566337;0.485148515;<0,01;<0,01;23.88118812;0.007122772;4.514851485;0.633663366;<0,01;<0,01;8.287128713
1081;62AA4;7.177;6.016666667;85.5;2.6645;37.87999631;6;2;4;AA;1;615.2496354;0.2304;48.29;38.24091778;<0,01;<0,01;<0,01;<0,01;0.233867113;1.20E-02;<0,01;0.286806883;2.461759082;20.20793499;0.015152964;<0,01;<0,01;0.022860899;57.30162524;<0,01;3.81E-04;<0,01;2.354206501;0.006177103;0.203154876;<0,01;<0,01;39.62715105;0.016336042;10.30114723;0.920172084;3.310229446;<0,01;14.8542065
1082;62FS1;8.6255;5.1675;98.75;3.458;36.79390057;6;2;1;FS;1;611.949347;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1083;62FS2;11.261;7.436666667;100;5.6835;48.9759793;6;2;2;FS;1;675.0914326;0.4282;46.83;14.90578735;<0,01;<0,01;<0,01;<0,01;0.184948407;3.36E-02;2.24E-02;0.257963212;2.400179453;16.13952445;0.110845671;<0,01;0.168236878;0.022498878;58.07537012;<0,01;8.41E-05;1.716016151;0.616868551;0.023362494;3.465679677;<0,01;<0,01;432.705249;0.022151189;12.66262898;0.695379094;<0,01;<0,01;2.99461642
1084;62FS4;10.45625;7.09;55;5.13875;48.47972977;6;2;4;FS;1;605.7450254;0.1754;47.23;25.21367521;9.29E-02;<0,01;<0,01;<0,01;0.302675585;0.148643627;2.79E-02;0.260126347;5.053883315;11.46413973;0.02130249;<0,01;0.241545894;0.027331847;124.5819398;<0,01;<0,01;0.492382014;1.384243776;0.013415087;0.538833148;<0,01;<0,01;463.4894091;0.019435154;18.02303976;0.724637681;<0,01;<0,01;9.615384615
1037;63AA1;8.65775;0;98.75;8.65775;100;6;3;1;AA;1;690.7409647;0.1706;48.09;71.04823305;<0,01;<0,01;<0,01;<0,01;0.192215855;0.191021968;<0,01;<0,01;2.578796562;19.16189112;0.052913085;<0,01;<0,01;0.025811843;127.6265521;<0,01;3.35E-04;<0,01;0.895415473;0.011815903;0.64469914;<0,01;<0,01;50.46561605;0.014684814;8.512416428;1.074498567;4.274116523;<0,01;16.39207259
1038;63AA2;9.793;7.85;100;7.8305;81.16060286;6;3;2;AA;1;658.6949194;0.1554;47.59;92.81443756;<0,01;<0,01;<0,01;<0,01;0.340788308;0.476085031;1.11E-02;5.845881311;2.922940655;54.1408326;0.072752436;<0,01;0.287865368;0.038319309;103.29938;<0,01;4.43E-04;0.620017715;1.959698849;0.012632861;1.461470328;<0,01;<0,01;52.90079717;0.018954827;15.73294951;1.76040744;<0,01;<0,01;31.16696191
1039;63AA4;9.18225;5.98;93.75;3.20225;35.24069008;6;3;4;AA;1;499.9798608;0.350365;49.685;96.79428044;0.288284133;<0,01;<0,01;<0,01;0.308118081;0.691881919;<0,01;0.276752768;3.586254613;52.65221402;0.011750461;<0,01;0.115313653;0.018173432;105.8809963;<0,01;3.99E-04;0.36900369;5.039206642;0.0075369;0.484317343;<0,01;<0,01;109.2250923;0.019695572;15.10608856;3.021217712;<0,01;<0,01;23.63929889
1040;63FS1;8.13175;5.865;99.2;2.26675;27.62271449;6;3;1;FS;1;767.960323;0.3629;47.194;11.3302139;0.1114082;<0,01;<0,01;<0,01;0.292446524;6.68E-02;3.34E-02;<0,01;4.278074866;7.141265597;0.099643494;<0,01;0.15597148;0.021590909;66.26559715;<0,01;1.86E-03;0.534759358;1.102941176;0.014527629;1.960784314;<0,01;<0,01;385.583779;0.016143048;21.65775401;0.545900178;<0,01;<0,01;8.166221034
