"","Class","Bark(%)_mean","Waterpercentage_mean","T3_mean","Soil_moist_mean","RespCorrectedArea_mean","Bark(%)_sd","Waterpercentage_sd","T3_sd","Soil_moist_sd","RespCorrectedArea_sd","Bark(%)_n","Waterpercentage_n","T3_n","Soil_moist_n","RespCorrectedArea_n"
"1",1,98.9444444444444,35.3859611090293,21.9388888888889,2346.2,0.716508316720861,1.43504126572842,18.1528867189682,1.06262439854058,333.199066898181,0.608298254763602,45,45,45,45,45
"2",2,97.2236842105263,36.1057539135294,21.9523026315789,2281.68421052632,1.95589565836888,2.80370741143457,12.9942831651915,1.01835293316187,344.493212208119,1.35320676729679,38,38,38,38,38
"3",4,49.3625,31.3709004760817,21.715625,2252.375,0.185986461698315,17.7446226957742,12.2730540588383,1.17251424872431,307.092793751919,0.288627472740557,40,40,40,40,40
