"","Class","Bark(%)_mean","Waterpercentage_mean","T3_mean","Soil_moist_mean","RespCorrectedArea_mean","Bark(%)_sd","Waterpercentage_sd","T3_sd","Soil_moist_sd","RespCorrectedArea_sd","Bark(%)_n","Waterpercentage_n","T3_n","Soil_moist_n","RespCorrectedArea_n"
"1",1,96.9230769230769,41.3369343188693,21.8762019230769,2209.73076923077,5.31362472749046,4.02368553056384,14.8571818492849,1.20916703730869,381.567361790432,2.32415517549817,52,52,52,52,52
"2",2,98.2678571428571,33.9344315876414,21.9263392857143,2228.44642857143,8.55483957182335,1.71083256104975,16.455802572105,1.10840712534677,377.87659936896,4.6328498327177,56,56,56,56,56
"3",4,78.175,61.8975655774328,21.803125,2196.95,5.64787674609305,8.69095462579873,19.2291428685237,1.08729090975502,360.912230966946,3.0242322862213,40,40,40,40,40
