"","Class","Bark(%)_mean","Waterpercentage_mean","T3_mean","Soil_moist_mean","RespCorrectedArea_mean","Bark(%)_sd","Waterpercentage_sd","T3_sd","Soil_moist_sd","RespCorrectedArea_sd","Bark(%)_n","Waterpercentage_n","T3_n","Soil_moist_n","RespCorrectedArea_n"
"1",1,97.15625,45.3822915587982,22.109375,2364,1.48383268043175,2.11155614532001,19.6947300091834,1.1925296709638,267.494588428831,0.6035231308404,32,32,32,32,32
"2",2,98.0625,40.9750783878087,21.833984375,2189.34375,1.42131150207632,1.43543856398236,27.4030013379544,0.99793251181384,266.8147369068,0.837891034460124,32,32,32,32,32
"3",4,91.0322580645161,44.6865831761146,22.1129032258065,2218.22580645161,2.80091246013554,4.22282583876202,7.94131620766362,1.05245488754748,366.828725672479,1.13101523357981,31,31,31,31,31
