"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","Code_sens","sensornumber","Serial","Plot","Subplot"
"223",222,"222","29-7-21 7:15","4","15.375","18.5","22.5","2637","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"224",223,"223","29-7-21 7:30","4","15.375","18.6875","22.75","2637","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"225",224,"224","29-7-21 7:45","4","15.375","18.8125","23","2637","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"226",225,"225","29-7-21 8:00","4","15.375","18.875","23","2637","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"227",226,"226","29-7-21 8:15","4","15.4375","19","23.375","2637","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"228",227,"227","29-7-21 8:30","4","15.4375","19.125","23.625","2637","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"229",228,"228","29-7-21 8:45","4","15.4375","19.125","23.5","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"230",229,"229","29-7-21 9:00","4","15.5","19.25","23.75","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"231",230,"230","29-7-21 9:15","4","15.5","19.25","23.75","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"232",231,"231","29-7-21 9:30","4","15.5","19.375","23.8125","2637","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"233",232,"232","29-7-21 9:45","4","15.5","19.375","23.5625","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"234",233,"233","29-7-21 10:00","4","15.5","19.5","23.75","2637","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"235",234,"234","29-7-21 10:15","4","15.5625","19.375","23.4375","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"236",235,"235","29-7-21 10:30","4","15.5625","19.125","22.9375","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"237",236,"236","29-7-21 10:45","4","15.625","19","22.5","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"238",237,"237","29-7-21 11:00","4","15.625","19.125","22.875","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"239",238,"238","29-7-21 11:15","4","15.625","19.375","23.4375","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"240",239,"239","29-7-21 11:30","4","15.625","19.3125","23.1875","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"241",240,"240","29-7-21 11:45","4","15.6875","19.25","23.0625","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"242",241,"241","29-7-21 12:00","4","15.75","19.25","22.875","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"243",242,"242","29-7-21 12:15","4","15.75","19.1875","22.875","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"244",243,"243","29-7-21 12:30","4","15.75","19.25","23","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"245",244,"244","29-7-21 12:45","4","15.75","19.25","22.875","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"246",245,"245","29-7-21 13:00","4","15.75","19.25","22.8125","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"247",246,"246","29-7-21 13:15","4","15.8125","19.25","22.9375","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"248",247,"247","29-7-21 13:30","4","15.8125","19.375","23","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"249",248,"248","29-7-21 13:45","4","15.875","19.375","23.0625","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"250",249,"249","29-7-21 14:00","4","15.875","19.375","23","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
"251",250,"250","29-7-21 14:15","4","15.875","19.375","22.9375","2636","202","0",NA,"94206486",11,"TMS-94206486",1,"2"
