"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","1","25-P1S1C1AA",27.3,26.4,24.2,24.8,102,1658.2,1050.18,100,608.02,36.6674707514172,NA,"25","1","1","1","AA",9265.55224872127,52846.2340635168,1,"1_1_7_29",9.76923076923075,0.997413972419454,7,29,9,19,1,0,0.8862362
"2","2","25-P1S1C2AA",25.6,25.8,25.4,25.2,99.2,1519.4,918.18,98,601.22,39.5695669343162,NA,"25","1","1","2","AA",8968.46207118898,50662.9902702905,2,"2_2_7_29",12.6833333333333,0.998805937543117,7,29,9,22,2,0,0.8862362
"3","3","25-P1S1C4AA",23.1,21.2,24.1,19.5,99.1,1283.5,791.79,86,491.71,38.3100895987534,NA,"25","1","1","4","AA",7600.11430836216,37586.3786050469,3,"3_3_7_29",9.79020979020976,0.998661318280495,7,29,9,24,3,0,0.8862362
"4","4","25-P1S1C1FS",27.3,24.4,26.1,22.8,99.6,2879.7,1879.84,98,999.86,34.7209778796402,NA,"25","1","1","1","FS",8864.02916360187,49492.2650341554,4,"4_4_7_29",6.13626373626373,0.998228220921745,7,29,9,27,4,0,0.8862362
"5","5","25-P1S1C2FS",29.4,29.3,30.4,29.8,99.7,3243,2073.36,94,1169.64,36.0666049953747,NA,"25","1","1","2","FS",10698.5731075912,69191.3502170752,5,"5_5_7_29",9.44755244755243,0.999267467051073,7,29,9,30,5,0,0.8862362
"6","6","25-P1S1C4FS",32.2,32.4,29.9,31.9,99.9,2639.3,1230.34,85,1408.96,53.3838517788808,NA,"25","1","1","4","FS",11487.0528854233,78361.1076270435,6,"6_6_7_29",23.2857142857143,0.994142929483166,7,29,9,33,6,0,0.8862362
"7","37","25-P1S2C1AA",22.9,22.3,25.2,22.2,99.7,1257,786.22,95,470.78,37.4526650755768,NA,"25","1","2","1","AA",8093.37922347635,41972.8766313564,7,"7_37_7_29",3.68571428571428,0.989154340321437,7,29,9,39,37,0,0.8862362
"8","38","25-P1S2C2AA",24.5,23.8,26.1,25.4,100,1686.9,1030.61,95,656.29,38.9050921809236,NA,"25","1","2","2","AA",8817.35444152072,48907.9871818512,8,"8_38_7_29",5.0087912087912,0.99324101174466,7,29,9,42,38,0,0.8862362
"9","39","25-P1S2C4AA",22.2,19.1,21.1,19.4,100.8,1042.8,538.46,90,504.34,48.3640199462984,NA,"25","1","2","4","AA",7132.93996223768,33109.3674982963,9,"9_39_7_29",3.59120879120877,0.984097895396409,7,29,9,45,39,0,0.8862362
"10","40","25-P1S2C1FS",25.6,23.9,24.3,25.6,99.8,2369.3,1553.37,95,815.93,34.4375976026675,NA,"25","1","2","1","FS",8761.26572260916,48403.3648039778,10,"10_40_7_29",10.2272727272727,0.998347426876597,7,29,9,48,40,0,0.8862362
"11","41","25-P1S2C2FS",21.6,24.8,20.4,21.6,101.5,2261.7,1486.56,99,775.14,34.272449927046,NA,"25","1","2","2","FS",7816.57068533447,38967.1790657847,11,"11_41_7_29",6.74725274725274,0.994366078305181,7,29,9,51,41,0,0.8862362
"12","42","25-P1S2C4FS",28.8,26.8,29.3,26.5,99.4,1912.6,932.61,60,979.99,51.2386280455924,NA,"25","1","2","4","FS",9915.18952824486,60551.8102639278,12,"12_42_7_29",5.83956043956043,0.99575499541944,7,29,9,54,42,0,0.8862362
"13","73","25-P1S3C1AA",20.9,20.3,20.3,18.6,100.5,1419.3,1025.24,100,394.06,27.764390896921,NA,"25","1","3","1","AA",6953.00761907536,31660.6870377914,13,"13_73_7_29",2.73186813186811,0.934318014833715,7,29,9,58,73,0,0.8862362
"14","74","25-P1S3C2AA",22.4,22.4,24.8,23.3,99.4,1323.5,795.13,96,528.37,39.9221760483566,NA,"25","1","3","2","AA",8101.17828639439,42127.9512734244,14,"14_74_7_29",2.47252747252747,0.960258117381952,7,29,10,1,74,0,0.8862362
"15","75","25-P1S3C4AA",22.2,18.9,21.4,18.5,100.5,823.3,443.65,82,379.65,46.1132029636827,NA,"25","1","3","4","AA",7037.82827483559,32369.6325804683,15,"15_75_7_29",6.93846153846152,0.990235794106762,7,29,10,4,75,0,0.8862362
"16","76","25-P1S3C1FS",23.4,24.1,24.6,23.4,100.6,1710.1,1010.26,100,699.84,40.923922577627,NA,"25","1","3","1","FS",8440.96459372182,45037.9475491873,16,"16_76_7_29",3.01098901098901,0.961359189485438,7,29,10,7,76,0,0.8862362
"17","77","25-P1S3C2FS",24.1,22.9,26.4,20.8,100.3,1864.3,1216.11,90,648.19,34.7685458348978,NA,"25","1","3","2","FS",8291.81847016382,43689.1192732345,17,"17_77_7_29",14.3571428571429,0.996989364064852,7,29,10,10,77,0,0.8862362
"18","78","25-P1S3C4FS",24.3,25.6,26.8,27.1,97.2,1843.6,1165.82,80,677.78,36.7639401171621,NA,"25","1","3","4","FS",8983.9331363749,51433.4661303828,18,"18_78_7_29",10.0181818181818,0.995788576020467,7,29,10,12,78,0,0.8862362
"19","109","25-P1S4C1AA",23.9,24.7,23.8,23.4,100.6,1692.6,1162.31,94,530.29,31.3299066524873,NA,"25","1","4","1","AA",8470.51002457012,45324.1650967861,19,"19_109_7_29",1.55164835164836,0.941582288045944,7,29,10,15,109,0,0.8862362
"20","110","25-P1S4C2AA",21.7,21.2,22,22.8,98.8,1086.1,679.01,96,407.09,37.4818156707485,NA,"25","1","4","2","AA",7560.81027914107,37307.3130894734,20,"20_110_7_29",1.14945054945054,0.959666695903866,7,29,10,18,110,0,0.8862362
"21","111","25-P1S4C4AA",23.5,23.5,22.2,21.2,100,1312.8,645.64,90,667.16,50.8196221815966,NA,"25","1","4","4","AA",7903.85921816433,40136.2023440998,21,"21_111_7_29",1.75017421602787,0.939624314569048,7,29,10,21,111,0,0.8862362
"22","112","25-P1S4C1FS",23.8,23.9,22.2,23.1,100.4,2361.5,1577.14,88,784.36,33.214482320559,NA,"25","1","4","1","FS",8183.22975803137,42634.9646651065,22,"22_112_7_29",1.52087912087912,0.967832167832166,7,29,10,25,112,0,0.8862362
"23","113","25-P1S4C2FS",25.2,22.8,24.2,20.2,101,1966.9,1344.21,77,622.69,31.6584473028624,NA,"25","1","4","2","FS",8169.4057889635,42350.1455189376,23,"23_113_7_29",4.77142857142857,0.99503794272227,7,29,10,28,113,0,0.8862362
"24","114","25-P1S4C4FS",19.8,16.3,21.8,19.8,100.2,1040.3,304.92,75,735.38,70.689224262232,NA,"25","1","4","4","FS",6711.00386612648,29744.3443824841,24,"24_114_7_29",14.5595238095238,0.99778925621213,7,29,10,31,114,0,0.8862362
"25","122","25-P1S5C2AA",23.6,23.2,24.4,23.4,99.4,1265.2,765.03,100,500.17,39.5328801770471,NA,"25","1","5","2","AA",8263.99068769675,43667.1383348355,25,"26_122_7_29",4.1120879120879,0.987585780804565,7,29,10,38,122,0,0.8872231
"26","123","25-P1S5C4AA",20.8,20.1,18.9,20.8,99.6,900.9,446.72,90,454.18,50.4140304140304,NA,"25","1","5","4","AA",6942.93658419069,31763.7236191971,26,"27_123_7_29",5.15164835164834,0.993141344978923,7,29,10,41,123,0,0.8872231
"27","124","25-P1S5C1FS",28.1,24.6,26.2,22.6,100.4,2083.3,1260.38,100,822.92,39.5007920126722,NA,"25","1","5","1","FS",9016.97018149604,50798.3224896249,27,"28_124_7_29",2.11428571428571,0.989822024471635,7,29,10,44,124,0,0.8872231
"28","125","25-P1S5C2FS",19.8,22.2,20.1,19.8,100.1,1279.7,811.14,100,468.56,36.6148316011565,NA,"25","1","5","2","FS",7097.88294926561,32966.052557479,28,"29_125_7_29",6.02857142857142,0.992196459949428,7,29,10,47,125,0,0.8872231
"29","126","25-P1S5C4FS",22.5,21.3,22.4,20.8,99.7,1608.3,447.08,40,1161.22,72.2017036622521,NA,"25","1","5","4","FS",7555.5930199657,37043.3664230956,29,"35_126_7_29",4.41208791208791,0.996016299344442,7,29,10,52,126,0,0.8862362
"30","1","25-P1S1C1AA",27.3,26.4,24.2,24.8,102,1658.2,1050.18,100,608.02,36.6674707514172,NA,"25","1","1","1","AA",9265.55224872127,52846.2340635168,30,"36_1_7_29",29.3,0.997919282094202,7,29,11,59,1,0,0.8862362
"31","1","25-P1S1C1AA",27.3,26.4,24.2,24.8,102,1658.2,1050.18,100,608.02,36.6674707514172,NA,"25","1","1","1","AA",9265.55224872127,52846.2340635168,31,"37_1_7_29",14.3690476190476,0.997107609123419,7,29,12,1,1,0,0.8862362
"32","2","25-P1S1C2AA",25.6,25.8,25.4,25.2,99.2,1519.4,918.18,98,601.22,39.5695669343162,NA,"25","1","1","2","AA",8968.46207118898,50662.9902702905,32,"38_2_7_29",10.2636363636364,0.998230871642259,7,29,12,6,2,0,0.8862362
"33","4","25-P1S1C1FS",27.3,24.4,26.1,22.8,99.6,2879.7,1879.84,98,999.86,34.7209778796402,NA,"25","1","1","1","FS",8864.02916360187,49492.2650341554,33,"39_4_7_29",6.41978021978021,0.996782162168793,7,29,12,8,4,0,0.8872231
"34","5","25-P1S1C2FS",29.4,29.3,30.4,29.8,99.7,3243,2073.36,94,1169.64,36.0666049953747,NA,"25","1","1","2","FS",10698.5731075912,69191.3502170752,34,"48_5_7_29",7.26373626373626,0.997871431736222,7,29,12,12,5,0,0.8862362
"35","6","25-P1S1C4FS",32.2,32.4,29.9,31.9,99.9,2639.3,1230.34,85,1408.96,53.3838517788808,NA,"25","1","1","4","FS",11487.0528854233,78361.1076270435,35,"49_6_7_29",5.31868131868132,0.970094120531263,7,29,12,15,6,0,0.8862362
"36","37","25-P1S2C1AA",22.9,22.3,25.2,22.2,99.7,1257,786.22,95,470.78,37.4526650755768,NA,"25","1","2","1","AA",8093.37922347635,41972.8766313564,36,"50_37_7_29",3.21758241758241,0.98241522510382,7,29,12,21,37,0,0.8862362
"37","38","25-P1S2C2AA",24.5,23.8,26.1,25.4,100,1686.9,1030.61,95,656.29,38.9050921809236,NA,"25","1","2","2","AA",8817.35444152072,48907.9871818512,37,"51_38_7_29",4.04835164835164,0.966012401988417,7,29,12,24,38,0,0.8862362
"38","39","25-P1S2C4AA",22.2,19.1,21.1,19.4,100.8,1042.8,538.46,90,504.34,48.3640199462984,NA,"25","1","2","4","AA",7132.93996223768,33109.3674982963,38,"52_39_7_29",3.81318681318681,0.990634106529634,7,29,12,27,39,0,0.8862362
"39","40","25-P1S2C1FS",25.6,23.9,24.3,25.6,99.8,2369.3,1553.37,95,815.93,34.4375976026675,NA,"25","1","2","1","FS",8761.26572260916,48403.3648039778,39,"53_40_7_29",11.1727272727273,0.996977597655476,7,29,12,30,40,0,0.8862362
"40","41","25-P1S2C2FS",21.6,24.8,20.4,21.6,101.5,2261.7,1486.56,99,775.14,34.272449927046,NA,"25","1","2","2","FS",7816.57068533447,38967.1790657847,40,"54_41_7_29",5.53186813186812,0.997349548379479,7,29,12,33,41,0,0.8862362
