"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","126","25-P1S5C4FS",22.5,21.3,22.4,20.8,99.7,1608.3,447.08,40,1161.22,72.2017036622521,NA,"25","1","5","4","FS",7555.5930199657,37043.3664230956,1,"90_126_4_27",0.481656804733729,0.927973110185216,4,27,16,39,126,0,0.88821
"2","111","25-P1S4C4AA",23.5,23.5,22.2,21.2,100,1312.8,645.64,90,667.16,50.8196221815966,NA,"25","1","4","4","AA",7903.85921816433,40136.2023440998,2,"21_111_4_27",0,0.0416666666666648,4,27,9,55,111,0,0.8872231
"3","112","25-P1S4C1FS",23.8,23.9,22.2,23.1,100.4,2361.5,1577.14,88,784.36,33.214482320559,NA,"25","1","4","1","FS",8183.22975803137,42634.9646651065,3,"22_112_4_27",0.210989010988997,0.864540337711052,4,27,9,56,112,0,0.8862362
"4","113","25-P1S4C2FS",25.2,22.8,24.2,20.2,101,1966.9,1344.21,77,622.69,31.6584473028624,NA,"25","1","4","2","FS",8169.4057889635,42350.1455189376,4,"23_113_4_27",0.753846153846152,0.991772391991571,4,27,9,59,113,0,0.8872231
"5","114","25-P1S4C4FS",19.8,16.3,21.8,19.8,100.2,1040.3,304.92,75,735.38,70.689224262232,NA,"25","1","4","4","FS",6711.00386612648,29744.3443824841,5,"24_114_4_27",4.70549450549451,0.886780838149589,4,27,10,2,114,0,0.8872231
"6","121","25-P1S5C1AA",22.3,21.9,21.2,19.8,100.5,1330.4,882.69,100,447.71,33.6522850270595,NA,"25","1","5","1","AA",7438.92327131174,35827.731858178,6,"25_121_4_27",0.760439560439558,0.955282476859242,4,27,10,6,121,0,0.88821
"7","122","25-P1S5C2AA",23.6,23.2,24.4,23.4,99.4,1265.2,765.03,100,500.17,39.5328801770471,NA,"25","1","5","2","AA",8263.99068769675,43667.1383348355,7,"26_122_4_27",0.973626373626375,0.992836364556193,4,27,10,8,122,0,0.88821
"8","123","25-P1S5C4AA",20.8,20.1,18.9,20.8,99.6,900.9,446.72,90,454.18,50.4140304140304,NA,"25","1","5","4","AA",6942.93658419069,31763.7236191971,8,"27_123_4_27",1.29450549450549,0.997057006136028,4,27,10,10,123,0,0.88821
"9","124","25-P1S5C1FS",28.1,24.6,26.2,22.6,100.4,2083.3,1260.38,100,822.92,39.5007920126722,NA,"25","1","5","1","FS",9016.97018149604,50798.3224896249,9,"28_124_4_27",0.329670329670325,0.901442307692312,4,27,10,13,124,0,0.88821
"10","125","25-P1S5C2FS",19.8,22.2,20.1,19.8,100.1,1279.7,811.14,100,468.56,36.6148316011565,NA,"25","1","5","2","FS",7097.88294926561,32966.052557479,10,"29_125_4_27",0.56703296703296,0.97715795654727,4,27,10,15,125,0,0.88821
"11","126","25-P1S5C4FS",22.5,21.3,22.4,20.8,99.7,1608.3,447.08,40,1161.22,72.2017036622521,NA,"25","1","5","4","FS",7555.5930199657,37043.3664230956,11,"30_126_4_27",0.501098901098902,0.925641025641026,4,27,10,18,126,0,0.88821
"12","1","25-P1S1C1AA",27.3,26.4,24.2,24.8,102,1658.2,1050.18,100,608.02,36.6674707514172,NA,"25","1","1","1","AA",9265.55224872127,52846.2340635168,12,"31_1_4_27",0.31648351648352,0.848445171849421,4,27,11,43,1,0,0.88821
"13","2","25-P1S1C2AA",25.6,25.8,25.4,25.2,99.2,1519.4,918.18,98,601.22,39.5695669343162,NA,"25","1","1","2","AA",8968.46207118898,50662.9902702905,13,"32_2_4_27",1.96043956043955,0.996498259148861,4,27,11,46,2,0,0.88821
"14","3","25-P1S1C4AA",23.1,21.2,24.1,19.5,99.1,1283.5,791.79,86,491.71,38.3100895987534,NA,"25","1","1","4","AA",7600.11430836216,37586.3786050469,14,"33_3_4_27",0.901098901098895,0.985576923076925,4,27,11,48,3,0,0.88821
"15","4","25-P1S1C1FS",27.3,24.4,26.1,22.8,99.6,2879.7,1879.84,98,999.86,34.7209778796402,NA,"25","1","1","1","FS",8864.02916360187,49492.2650341554,15,"34_4_4_27",0.191208791208779,0.76108597285066,4,27,11,51,4,0,0.88821
"16","5","25-P1S1C2FS",29.4,29.3,30.4,29.8,99.7,3243,2073.36,94,1169.64,36.0666049953747,NA,"25","1","1","2","FS",10698.5731075912,69191.3502170752,16,"35_5_4_27",2.03147235905857,0.90114041403515,4,27,11,53,5,0,0.88821
"17","6","25-P1S1C4FS",32.2,32.4,29.9,31.9,99.9,2639.3,1230.34,85,1408.96,53.3838517788808,NA,"25","1","1","4","FS",11487.0528854233,78361.1076270435,17,"36_6_4_27",1.21758241758242,0.995317161758983,4,27,11,58,6,0,0.88821
"18","37","25-P1S2C1AA",22.9,22.3,25.2,22.2,99.7,1257,786.22,95,470.78,37.4526650755768,NA,"25","1","2","1","AA",8093.37922347635,41972.8766313564,18,"37_37_4_27",0.586813186813178,0.922417027883807,4,27,12,2,37,0,0.8872231
"19","38","25-P1S2C2AA",24.5,23.8,26.1,25.4,100,1686.9,1030.61,95,656.29,38.9050921809236,NA,"25","1","2","2","AA",8817.35444152072,48907.9871818512,19,"38_38_4_27",0.747252747252757,0.96655518394649,4,27,12,4,38,0,0.8872231
"20","39","25-P1S2C4AA",22.2,19.1,21.1,19.4,100.8,1042.8,538.46,90,504.34,48.3640199462984,NA,"25","1","2","4","AA",7132.93996223768,33109.3674982963,20,"39_39_4_27",0.492307692307686,0.960122464600078,4,27,12,7,39,0,0.88821
"21","40","25-P1S2C1FS",25.6,23.9,24.3,25.6,99.8,2369.3,1553.37,95,815.93,34.4375976026675,NA,"25","1","2","1","FS",8761.26572260916,48403.3648039778,21,"40_40_4_27",0.826373626373615,0.939125813737209,4,27,12,9,40,0,0.8872231
"22","41","25-P1S2C2FS",21.6,24.8,20.4,21.6,101.5,2261.7,1486.56,99,775.14,34.272449927046,NA,"25","1","2","2","FS",7816.57068533447,38967.1790657847,22,"41_41_4_27",2.61318681318681,0.995630755145518,4,27,12,12,41,0,0.8872231
"23","42","25-P1S2C4FS",28.8,26.8,29.3,26.5,99.4,1912.6,932.61,60,979.99,51.2386280455924,NA,"25","1","2","4","FS",9915.18952824486,60551.8102639278,23,"42_42_4_27",1.1098901098901,0.983570202672734,4,27,12,15,42,0,0.8872231
