"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","457","01-P6S1C2FS-F",1.2,1.3,0.9,1,37.3,10.515,6.71,92.5,3.805,35.0585579629385,NA,"01","6","1","2","FS",257.322787871155,68.7940068796867,2,"2_457+456_7_30",1.35733081507382,0.999462419029969,7,30,9,3,457,456,0.8793279
"2","462","01-P6S1C4FS-W",1.1,1,0.9,0.8,40.6,6.17,4.365,20,1.805,28.5791485646137,NA,"01","6","1","4","FS",285.858251532245,77.2888079651466,3,"3_462+461_7_30",0.0712763709401119,0.941971686188747,7,30,9,7,462,461,0.8793279
"3","450","01-P6S1C2AA-W",1.3,1.2,1,1.1,36.1,7.515,5.2,98.5,2.315,30.9224168181963,NA,"01","6","1","2","AA",252.027379041842,68.5973300896026,4,"5_450+449_7_30",0.132639961205192,0.975236431322343,7,30,9,9,450,449,0.8793279
"4","453","01-P6S1C4AA-F",1.2,1.1,1,0.9,37.8,6.96,4.96,100,2,29.0851614853213,NA,"01","6","1","4","AA",263.101058413398,66.6303003893737,6,"7_453+452_7_30",0.039070163487736,0.686540817046354,7,30,9,15,453,452,0.8793279
"5","476","01-P6S2C1FS-S",1.1,0.9,0.8,0.8,39.2,6.6425,4.655,97.5,1.9875,29.5118945058291,NA,"01","6","2","1","FS",236.708315670442,53.0345345821883,7,"8_476+477_7_30",0.0579175990522508,0.914215016430241,7,30,9,19,476,477,0.87952528
"6","484","01-P6S2C2FS-S",1.2,1.1,0.9,0.9,39.4,12.5655,7.765,100,4.8005,37.4348377006901,NA,"01","6","2","2","FS",302.712128727554,94.817062376463,8,"9_484+485_7_30",0.0877179894375251,0.967280307501055,7,30,9,22,484,485,0.87952528
"7","488","01-P6S2C4FS-S",1.4,1.5,0.8,0.9,48.3,10.6825,7.57,62.5,3.1125,29.1548376845708,NA,"01","6","2","4","FS",344.733090933733,103.175073281798,9,"10_488+489_7_30",0.0302890226737707,0.93990202166217,7,30,9,25,488,489,0.87952528
"8","472","01-P6S2C4AA-S",1.2,1.1,1,1,35.5,6.533,4.765,83.5,1.768,26.8636394554863,NA,"01","6","2","4","AA",250.23208026077,67.8647499526936,10,"11_472+473_7_30",0,0.710094418431236,7,30,9,29,472,473,0.87952528
"9","468","01-P6S2C2AA-S",1.3,1.4,1.2,1.2,41.8,9.3675,5.84,97.5,6.4475,68.936170212766,NA,"01","6","2","2","AA",331.931262711561,105.221362746683,11,"12_468+469_7_30",0.0825613079019052,0.932913529527417,7,30,9,32,468,469,0.87952528
"10","464","01-P6S2C1AA-S",0.8,0.8,1.3,1.3,35.9,8.4365,5.655,100,2.7815,32.4448067294826,NA,"01","6","2","1","AA",237.959663452392,59.3454706244746,12,"13_464+465_7_30",0.228498352321041,0.991680143527755,7,30,9,34,464,465,0.87952528
