"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Code_sens","sensornumber","Serial","Plot","Subplot"
"1",1,"2021.07.28 00:00",4,15.125,18.125,19.875,2406,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"2",2,"2021.07.28 00:15",4,15.125,18.0625,19.8125,2406,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"3",3,"2021.07.28 00:30",4,15.125,18,19.75,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"4",4,"2021.07.28 00:45",4,15.125,18,19.875,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"5",5,"2021.07.28 01:00",4,15.125,18,19.75,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"6",6,"2021.07.28 01:15",4,15.125,18,19.875,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"7",7,"2021.07.28 01:30",4,15.125,18,19.75,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"8",8,"2021.07.28 01:45",4,15.125,17.875,19.625,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"9",9,"2021.07.28 02:00",4,15.125,17.8125,19.375,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"10",10,"2021.07.28 02:15",4,15.125,17.75,19.5,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"11",11,"2021.07.28 02:30",4,15.125,17.75,19.5625,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"12",12,"2021.07.28 02:45",4,15.125,17.8125,19.625,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"13",13,"2021.07.28 03:00",4,15.125,17.8125,19.5625,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"14",14,"2021.07.28 03:15",4,15.125,17.75,19.5,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"15",15,"2021.07.28 03:30",4,15.125,17.75,19.5,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"16",16,"2021.07.28 03:45",4,15.0625,17.75,19.4375,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"17",17,"2021.07.28 04:00",4,15.125,17.75,19.5,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"18",18,"2021.07.28 04:15",4,15.0625,17.75,19.375,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"19",19,"2021.07.28 04:30",4,15.0625,17.75,19.5,2407,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"20",20,"2021.07.28 04:45",4,15.0625,17.75,19.5,2408,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"21",21,"2021.07.28 05:00",4,15.0625,17.875,19.625,2408,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"22",22,"2021.07.28 05:15",4,15.0625,17.875,19.75,2408,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"23",23,"2021.07.28 05:30",4,15.0625,18,19.875,2408,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"24",24,"2021.07.28 05:45",4,15.0625,18,20,2408,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"25",25,"2021.07.28 06:00",4,15.0625,18.125,20.125,2408,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"26",26,"2021.07.28 06:15",4,15.0625,18.1875,20.25,2408,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"27",27,"2021.07.28 06:30",4,15.0625,18.25,20.5,2408,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"28",28,"2021.07.28 06:45",4,15.0625,18.375,20.625,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"29",29,"2021.07.28 07:00",4,15.0625,18.5,20.875,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"30",30,"2021.07.28 07:15",4,15.0625,18.5,20.75,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"31",31,"2021.07.28 07:30",4,15.0625,18.5625,20.8125,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"32",32,"2021.07.28 07:45",4,15.125,18.6875,21,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"33",33,"2021.07.28 08:00",4,15.125,18.8125,21.25,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"34",34,"2021.07.28 08:15",4,15.125,19,21.4375,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"35",35,"2021.07.28 08:30",4,15.125,19.125,21.75,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
"36",36,"2021.07.28 08:45",4,15.125,19.3125,22.0625,2409,202,0,NA,"94206478",28,"TMS-94206478",6,"2"
