"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Code_sens","sensornumber","Serial","Plot","Subplot"
"1",1,"2021.07.25 00:00",4,13.1875,13.9375,14.625,2088,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"2",2,"2021.07.25 00:15",4,13.125,13.875,14.625,2088,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"3",3,"2021.07.25 00:30",4,13.125,13.875,14.6875,2088,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"4",4,"2021.07.25 00:45",4,13.125,13.875,14.625,2088,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"5",5,"2021.07.25 01:00",4,13.125,13.8125,14.625,2087,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"6",6,"2021.07.25 01:15",4,13.125,13.75,14.625,2087,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"7",7,"2021.07.25 01:30",4,13.125,13.75,14.625,2087,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"8",8,"2021.07.25 01:45",4,13.125,13.75,14.625,2086,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"9",9,"2021.07.25 02:00",4,13.125,13.75,14.625,2086,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"10",10,"2021.07.25 02:15",4,13.125,13.75,14.625,2086,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"11",11,"2021.07.25 02:30",4,13.0625,13.75,14.6875,2086,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"12",12,"2021.07.25 02:45",4,13.0625,13.75,14.6875,2086,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"13",13,"2021.07.25 03:00",4,13.0625,13.75,14.75,2086,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"14",14,"2021.07.25 03:15",4,13.0625,13.75,14.75,2085,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"15",15,"2021.07.25 03:30",4,13,13.75,14.8125,2085,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
"16",16,"2021.07.25 03:45",4,13,13.75,14.9375,2086,202,0,NA,"94206500",10,"TMS-94206500",3,"2"
