"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Code_sens","sensornumber","Serial","Plot","Subplot"
"1",1,"2021.07.25 00:00",4,13.75,14.1875,14.6875,2611,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"2",2,"2021.07.25 00:15",4,13.75,14.125,14.625,2611,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"3",3,"2021.07.25 00:30",4,13.75,14.125,14.625,2611,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"4",4,"2021.07.25 00:45",4,13.75,14.125,14.625,2611,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"5",5,"2021.07.25 01:00",4,13.75,14.125,14.625,2611,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"6",6,"2021.07.25 01:15",4,13.6875,14.125,14.625,2611,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"7",7,"2021.07.25 01:30",4,13.6875,14.125,14.625,2611,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"8",8,"2021.07.25 01:45",4,13.6875,14.0625,14.5625,2611,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"9",9,"2021.07.25 02:00",4,13.6875,14,14.5625,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"10",10,"2021.07.25 02:15",4,13.625,14,14.5,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"11",11,"2021.07.25 02:30",4,13.625,14,14.625,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"12",12,"2021.07.25 02:45",4,13.625,14,14.6875,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"13",13,"2021.07.25 03:00",4,13.625,14,14.75,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"14",14,"2021.07.25 03:15",4,13.625,14.0625,14.75,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"15",15,"2021.07.25 03:30",4,13.625,14.0625,14.8125,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"16",16,"2021.07.25 03:45",4,13.625,14.0625,14.8125,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"17",17,"2021.07.25 04:00",4,13.625,14.125,14.875,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"18",18,"2021.07.25 04:15",4,13.625,14.125,15.125,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"19",19,"2021.07.25 04:30",4,13.625,14.25,15.1875,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"20",20,"2021.07.25 04:45",4,13.625,14.375,15.4375,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"21",21,"2021.07.25 05:00",4,13.625,14.5,15.625,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"22",22,"2021.07.25 05:15",4,13.5625,14.625,15.875,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"23",23,"2021.07.25 05:30",4,13.5625,14.75,16.125,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"24",24,"2021.07.25 05:45",4,13.625,14.875,16.3125,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"25",25,"2021.07.25 06:00",4,13.625,15,16.5,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"26",26,"2021.07.25 06:15",4,13.625,15.0625,16.625,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"27",27,"2021.07.25 06:30",4,13.625,15.125,16.75,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"28",28,"2021.07.25 06:45",4,13.625,15.25,16.875,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"29",29,"2021.07.25 07:00",4,13.625,15.25,16.8125,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
"30",30,"2021.07.25 07:15",4,13.625,15.25,16.8125,2610,202,0,NA,"94206499",9,"TMS-94206499",3,"3"
