"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Code_sens","sensornumber","Serial","Plot","Subplot"
"1",1,"2021.07.28 00:00",4,14.25,17.875,19.625,2010,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"2",2,"2021.07.28 00:15",4,14.25,17.8125,19.5,2010,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"3",3,"2021.07.28 00:30",4,14.25,17.75,19.375,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"4",4,"2021.07.28 00:45",4,14.25,17.75,19.375,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"5",5,"2021.07.28 01:00",4,14.25,17.75,19.375,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"6",6,"2021.07.28 01:15",4,14.25,17.75,19.375,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"7",7,"2021.07.28 01:30",4,14.25,17.6875,19.375,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"8",8,"2021.07.28 01:45",4,14.25,17.625,19.25,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"9",9,"2021.07.28 02:00",4,14.25,17.5625,19.0625,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"10",10,"2021.07.28 02:15",4,14.25,17.5,19,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"11",11,"2021.07.28 02:30",4,14.25,17.5,19,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"12",12,"2021.07.28 02:45",4,14.25,17.5,19,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"13",13,"2021.07.28 03:00",4,14.25,17.5,19,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"14",14,"2021.07.28 03:15",4,14.25,17.5,19,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"15",15,"2021.07.28 03:30",4,14.25,17.5,19,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"16",16,"2021.07.28 03:45",4,14.25,17.4375,19,2009,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"17",17,"2021.07.28 04:00",4,14.25,17.4375,18.9375,2008,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"18",18,"2021.07.28 04:15",4,14.25,17.4375,19,2008,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"19",19,"2021.07.28 04:30",4,14.25,17.4375,19,2008,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"20",20,"2021.07.28 04:45",4,14.25,17.5,19.125,2008,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"21",21,"2021.07.28 05:00",4,14.25,17.5,19.125,2008,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"22",22,"2021.07.28 05:15",4,14.25,17.5,19.25,2008,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"23",23,"2021.07.28 05:30",4,14.25,17.625,19.375,2007,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"24",24,"2021.07.28 05:45",4,14.25,17.625,19.5,2007,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"25",25,"2021.07.28 06:00",4,14.25,17.75,19.625,2007,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"26",26,"2021.07.28 06:15",4,14.25,17.75,19.6875,2007,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"27",27,"2021.07.28 06:30",4,14.25,17.875,19.75,2006,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"28",28,"2021.07.28 06:45",4,14.25,17.875,19.875,2006,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"29",29,"2021.07.28 07:00",4,14.25,18,20.0625,2006,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"30",30,"2021.07.28 07:15",4,14.25,18,20,2005,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"31",31,"2021.07.28 07:30",4,14.25,18.0625,20.125,2005,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"32",32,"2021.07.28 07:45",4,14.25,18.125,20.375,2004,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"33",33,"2021.07.28 08:00",4,14.25,18.25,20.5,2004,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"34",34,"2021.07.28 08:15",4,14.25,18.375,20.75,2003,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"35",35,"2021.07.28 08:30",4,14.25,18.5,20.875,2003,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"36",36,"2021.07.28 08:45",4,14.25,18.5625,21.125,2002,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"37",37,"2021.07.28 09:00",4,14.25,18.75,21.375,2002,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"38",38,"2021.07.28 09:15",4,14.25,18.75,21.5,2001,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"39",39,"2021.07.28 09:30",4,14.3125,18.8125,21.5,2001,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"40",40,"2021.07.28 09:45",4,14.3125,18.875,21.625,2000,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"41",41,"2021.07.28 10:00",4,14.3125,19.125,22.125,2000,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"42",42,"2021.07.28 10:15",4,14.375,19.25,22.3125,1999,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
"43",43,"2021.07.28 10:30",4,14.375,19.25,22.125,1999,202,0,NA,"94206480",30,"TMS-94206480",6,"5"
