"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Code_sens","sensornumber","Serial","Plot","Subplot"
"1",1,"2021.07.27 00:00",4,15.375,19.25,20.375,1465,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"2",2,"2021.07.27 00:15",4,15.375,19.25,20.375,1465,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"3",3,"2021.07.27 00:30",4,15.3125,19.375,20.5,1464,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"4",4,"2021.07.27 00:45",4,15.3125,19.3125,20.375,1464,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"5",5,"2021.07.27 01:00",4,15.3125,19.3125,20.375,1464,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"6",6,"2021.07.27 01:15",4,15.3125,19.25,20.3125,1464,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"7",7,"2021.07.27 01:30",4,15.3125,19.25,20.25,1463,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"8",8,"2021.07.27 01:45",4,15.3125,19.25,20.25,1463,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"9",9,"2021.07.27 02:00",4,15.25,19.25,20.25,1464,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"10",10,"2021.07.27 02:15",4,15.25,19.25,20.25,1463,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"11",11,"2021.07.27 02:30",4,15.25,19.25,20.25,1463,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"12",12,"2021.07.27 02:45",4,15.25,19.25,20.25,1463,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"13",13,"2021.07.27 03:00",4,15.25,19.25,20.25,1462,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"14",14,"2021.07.27 03:15",4,15.25,19.25,20.25,1462,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"15",15,"2021.07.27 03:30",4,15.25,19.25,20.25,1462,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"16",16,"2021.07.27 03:45",4,15.25,19.25,20.3125,1462,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"17",17,"2021.07.27 04:00",4,15.25,19.375,20.375,1462,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"18",18,"2021.07.27 04:15",4,15.25,19.5,20.5,1462,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"19",19,"2021.07.27 04:30",4,15.25,19.5625,20.5625,1462,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"20",20,"2021.07.27 04:45",4,15.25,19.625,20.625,1462,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"21",21,"2021.07.27 05:00",4,15.3125,19.75,20.75,1461,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"22",22,"2021.07.27 05:15",4,15.3125,19.8125,20.8125,1461,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"23",23,"2021.07.27 05:30",4,15.375,19.8125,20.75,1461,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"24",24,"2021.07.27 05:45",4,15.375,19.875,20.875,1461,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"25",25,"2021.07.27 06:00",4,15.375,19.875,20.8125,1461,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"26",26,"2021.07.27 06:15",4,15.375,20,20.75,1461,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"27",27,"2021.07.27 06:30",4,15.375,20,20.8125,1460,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"28",28,"2021.07.27 06:45",4,15.4375,20,20.75,1461,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"29",29,"2021.07.27 07:00",4,15.4375,20.125,20.75,1460,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"30",30,"2021.07.27 07:15",4,15.5,20.125,20.8125,1459,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"31",31,"2021.07.27 07:30",4,15.5,20.3125,21.125,1459,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
"32",32,"2021.07.27 07:45",4,15.5,20.5,21.25,1459,202,0,NA,"94206488",13,"TMS-94206488",1,"5"
