"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Code_sens","sensornumber","Serial","Plot","Subplot"
"1",1,"2021.07.28 00:00",4,14.75,17.5,19.625,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"2",2,"2021.07.28 00:15",4,14.75,17.4375,19.625,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"3",3,"2021.07.28 00:30",4,14.75,17.375,19.5,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"4",4,"2021.07.28 00:45",4,14.75,17.375,19.625,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"5",5,"2021.07.28 01:00",4,14.75,17.375,19.5625,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"6",6,"2021.07.28 01:15",4,14.75,17.375,19.625,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"7",7,"2021.07.28 01:30",4,14.75,17.375,19.5,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"8",8,"2021.07.28 01:45",4,14.75,17.25,19.375,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"9",9,"2021.07.28 02:00",4,14.75,17.25,19.25,2693,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"10",10,"2021.07.28 02:15",4,14.75,17.25,19.25,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"11",11,"2021.07.28 02:30",4,14.6875,17.125,19.25,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"12",12,"2021.07.28 02:45",4,14.6875,17.125,19.25,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"13",13,"2021.07.28 03:00",4,14.75,17.1875,19.25,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"14",14,"2021.07.28 03:15",4,14.6875,17.125,19.25,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"15",15,"2021.07.28 03:30",4,14.6875,17.125,19.25,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"16",16,"2021.07.28 03:45",4,14.6875,17.125,19.125,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"17",17,"2021.07.28 04:00",4,14.6875,17.125,19.125,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"18",18,"2021.07.28 04:15",4,14.6875,17.125,19.125,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"19",19,"2021.07.28 04:30",4,14.6875,17.125,19.25,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"20",20,"2021.07.28 04:45",4,14.6875,17.1875,19.375,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"21",21,"2021.07.28 05:00",4,14.6875,17.25,19.375,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"22",22,"2021.07.28 05:15",4,14.6875,17.25,19.5,2692,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"23",23,"2021.07.28 05:30",4,14.625,17.3125,19.625,2691,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"24",24,"2021.07.28 05:45",4,14.625,17.375,19.75,2691,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"25",25,"2021.07.28 06:00",4,14.625,17.375,19.875,2691,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"26",26,"2021.07.28 06:15",4,14.6875,17.4375,19.875,2691,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"27",27,"2021.07.28 06:30",4,14.625,17.5,20.0625,2690,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"28",28,"2021.07.28 06:45",4,14.6875,17.625,20.125,2690,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"29",29,"2021.07.28 07:00",4,14.6875,17.625,20.375,2690,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"30",30,"2021.07.28 07:15",4,14.6875,17.75,20.375,2690,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"31",31,"2021.07.28 07:30",4,14.6875,17.8125,20.5,2689,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"32",32,"2021.07.28 07:45",4,14.6875,17.875,20.5625,2689,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"33",33,"2021.07.28 08:00",4,14.6875,18,20.8125,2689,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"34",34,"2021.07.28 08:15",4,14.75,18,20.875,2689,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"35",35,"2021.07.28 08:30",4,14.75,18.125,21,2688,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"36",36,"2021.07.28 08:45",4,14.75,18.25,21.375,2688,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"37",37,"2021.07.28 09:00",4,14.75,18.375,21.625,2688,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"38",38,"2021.07.28 09:15",4,14.75,18.5,21.6875,2688,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"39",39,"2021.07.28 09:30",4,14.75,18.625,21.75,2688,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"40",40,"2021.07.28 09:45",4,14.75,18.75,21.875,2687,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"41",41,"2021.07.28 10:00",4,14.75,18.875,22.25,2687,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"42",42,"2021.07.28 10:15",4,14.8125,18.875,22.125,2687,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"43",43,"2021.07.28 10:30",4,14.8125,18.875,22,2687,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"44",44,"2021.07.28 10:45",4,14.875,18.875,22.0625,2686,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"45",45,"2021.07.28 11:00",4,14.875,19,22.3125,2686,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"46",46,"2021.07.28 11:15",4,14.875,19,22,2686,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"47",47,"2021.07.28 11:30",4,14.875,18.875,21.625,2685,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"48",48,"2021.07.28 11:45",4,14.9375,18.75,21.375,2685,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"49",49,"2021.07.28 12:00",4,14.9375,18.6875,21.0625,2685,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"50",50,"2021.07.28 12:15",4,15,18.625,21.125,2685,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"51",51,"2021.07.28 12:30",4,15,18.6875,21.6875,2684,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"52",52,"2021.07.28 12:45",4,15,18.75,21.6875,2684,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"53",53,"2021.07.28 13:00",4,15,18.75,21.75,2684,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"54",54,"2021.07.28 13:15",4,15,18.75,21.625,2683,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"55",55,"2021.07.28 13:30",4,15,18.625,21.375,2683,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"56",56,"2021.07.28 13:45",4,15.0625,18.625,21.5,2683,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"57",57,"2021.07.28 14:00",4,15.0625,18.625,21.75,2682,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"58",58,"2021.07.28 14:15",4,15.0625,18.625,21.6875,2681,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"59",59,"2021.07.28 14:30",4,15.125,18.5625,21.375,2681,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"60",60,"2021.07.28 14:45",4,15.125,18.5,21.625,2681,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"61",61,"2021.07.28 15:00",4,15.125,18.5625,21.8125,2680,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"62",62,"2021.07.28 15:15",4,15.125,18.5,21.75,2680,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"63",63,"2021.07.28 15:30",4,15.125,18.3125,20.3125,2680,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"64",64,"2021.07.28 15:45",4,15.125,17.9375,19.75,2679,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"65",65,"2021.07.28 16:00",4,15.125,17.9375,20.5,2679,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"66",66,"2021.07.28 16:15",4,15.125,18,20.75,2679,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"67",67,"2021.07.28 16:30",4,15.125,18,20.125,2679,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"68",68,"2021.07.28 16:45",4,15.125,17.8125,19.5625,2678,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"69",69,"2021.07.28 17:00",4,15.125,17.625,19.375,2678,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"70",70,"2021.07.28 17:15",4,15.125,17.5,19.125,2678,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"71",71,"2021.07.28 17:30",4,15.125,17.375,18.8125,2678,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"72",72,"2021.07.28 17:45",4,15.125,17.25,18.5,2677,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"73",73,"2021.07.28 18:00",4,15.125,17.125,18.625,2677,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"74",74,"2021.07.28 18:15",4,15.0625,17.0625,18.6875,2677,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
"75",75,"2021.07.28 18:30",4,15.0625,17,18.4375,2677,202,0,NA,"94206479",29,"TMS-94206479",6,"4"
