"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Code_sens","sensornumber","Serial","Plot","Subplot"
"1",1,"2021.07.27 00:00",4,14.625,17.4375,20.5625,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"2",2,"2021.07.27 00:15",4,14.625,17.4375,20.5,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"3",3,"2021.07.27 00:30",4,14.625,17.375,20.5,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"4",4,"2021.07.27 00:45",4,14.625,17.4375,20.5,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"5",5,"2021.07.27 01:00",4,14.6875,17.375,20.5,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"6",6,"2021.07.27 01:15",4,14.625,17.375,20.5,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"7",7,"2021.07.27 01:30",4,14.625,17.375,20.3125,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"8",8,"2021.07.27 01:45",4,14.625,17.375,20.3125,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"9",9,"2021.07.27 02:00",4,14.625,17.375,20.3125,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"10",10,"2021.07.27 02:15",4,14.625,17.25,20.25,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"11",11,"2021.07.27 02:30",4,14.625,17.25,20.125,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"12",12,"2021.07.27 02:45",4,14.625,17.3125,20.3125,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"13",13,"2021.07.27 03:00",4,14.625,17.3125,20.3125,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"14",14,"2021.07.27 03:15",4,14.625,17.3125,20.375,2563,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"15",15,"2021.07.27 03:30",4,14.625,17.25,20.25,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"16",16,"2021.07.27 03:45",4,14.625,17.375,20.375,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"17",17,"2021.07.27 04:00",4,14.625,17.3125,20.375,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"18",18,"2021.07.27 04:15",4,14.625,17.375,20.5625,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"19",19,"2021.07.27 04:30",4,14.625,17.375,20.625,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"20",20,"2021.07.27 04:45",4,14.625,17.375,20.625,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"21",21,"2021.07.27 05:00",4,14.625,17.5,20.75,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"22",22,"2021.07.27 05:15",4,14.625,17.5,20.75,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"23",23,"2021.07.27 05:30",4,14.625,17.5,20.875,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"24",24,"2021.07.27 05:45",4,14.625,17.5625,20.8125,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"25",25,"2021.07.27 06:00",4,14.625,17.5,20.6875,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"26",26,"2021.07.27 06:15",4,14.625,17.5,20.75,2562,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"27",27,"2021.07.27 06:30",4,14.6875,17.5,20.8125,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"28",28,"2021.07.27 06:45",4,14.6875,17.5,20.75,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"29",29,"2021.07.27 07:00",4,14.6875,17.625,20.6875,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"30",30,"2021.07.27 07:15",4,14.6875,17.625,20.6875,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"31",31,"2021.07.27 07:30",4,14.75,17.6875,21.0625,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"32",32,"2021.07.27 07:45",4,14.75,17.75,21.1875,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"33",33,"2021.07.27 08:00",4,14.75,17.8125,21.3125,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"34",34,"2021.07.27 08:15",4,14.75,18,21.625,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"35",35,"2021.07.27 08:30",4,14.75,18.125,21.875,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"36",36,"2021.07.27 08:45",4,14.75,18.125,21.9375,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"37",37,"2021.07.27 09:00",4,14.75,18.125,21.8125,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"38",38,"2021.07.27 09:15",4,14.75,18.1875,21.875,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"39",39,"2021.07.27 09:30",4,14.8125,18.3125,21.9375,2561,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"40",40,"2021.07.27 09:45",4,14.8125,18.375,22,2560,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"41",41,"2021.07.27 10:00",4,14.875,18.375,22.125,2560,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"42",42,"2021.07.27 10:15",4,14.875,18.4375,22.125,2560,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"43",43,"2021.07.27 10:30",4,14.875,18.4375,22.25,2560,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"44",44,"2021.07.27 10:45",4,14.875,18.5,22.3125,2560,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"45",45,"2021.07.27 11:00",4,14.9375,18.625,22.5625,2560,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"46",46,"2021.07.27 11:15",4,14.9375,18.75,22.8125,2560,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"47",47,"2021.07.27 11:30",4,15,18.75,22.75,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"48",48,"2021.07.27 11:45",4,15,18.875,22.8125,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"49",49,"2021.07.27 12:00",4,15,19,23,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"50",50,"2021.07.27 12:15",4,15,18.875,22.6875,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"51",51,"2021.07.27 12:30",4,15.0625,18.875,22.5,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"52",52,"2021.07.27 12:45",4,15.125,18.875,22.5625,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"53",53,"2021.07.27 13:00",4,15.125,19,22.8125,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"54",54,"2021.07.27 13:15",4,15.125,18.9375,22.5,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"55",55,"2021.07.27 13:30",4,15.125,18.75,22.0625,2559,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"56",56,"2021.07.27 13:45",4,15.1875,18.75,22,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"57",57,"2021.07.27 14:00",4,15.1875,18.6875,22,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"58",58,"2021.07.27 14:15",4,15.25,18.75,22.125,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"59",59,"2021.07.27 14:30",4,15.25,18.75,22.125,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"60",60,"2021.07.27 14:45",4,15.25,18.625,22,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"61",61,"2021.07.27 15:00",4,15.25,18.625,22.125,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"62",62,"2021.07.27 15:15",4,15.25,18.625,21.9375,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"63",63,"2021.07.27 15:30",4,15.25,18.625,22,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"64",64,"2021.07.27 15:45",4,15.25,18.625,21.75,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"65",65,"2021.07.27 16:00",4,15.25,18.5625,21.625,2558,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"66",66,"2021.07.27 16:15",4,15.3125,18.5,21.5,2557,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"67",67,"2021.07.27 16:30",4,15.3125,18.5,21.5625,2557,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"68",68,"2021.07.27 16:45",4,15.375,18.625,21.875,2557,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"69",69,"2021.07.27 17:00",4,15.375,18.625,21.875,2557,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"70",70,"2021.07.27 17:15",4,15.375,18.625,22,2557,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"71",71,"2021.07.27 17:30",4,15.375,18.625,21.75,2557,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"72",72,"2021.07.27 17:45",4,15.375,18.5625,21.5625,2557,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"73",73,"2021.07.27 18:00",4,15.375,18.5,21.5,2557,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"74",74,"2021.07.27 18:15",4,15.375,18.5,21.5625,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"75",75,"2021.07.27 18:30",4,15.375,18.5,21.5,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"76",76,"2021.07.27 18:45",4,15.375,18.5,21.5,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"77",77,"2021.07.27 19:00",4,15.375,18.375,21.5,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"78",78,"2021.07.27 19:15",4,15.375,18.375,21.5,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"79",79,"2021.07.27 19:30",4,15.375,18.375,21.5,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"80",80,"2021.07.27 19:45",4,15.375,18.375,21.375,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"81",81,"2021.07.27 20:00",4,15.375,18.375,21.375,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"82",82,"2021.07.27 20:15",4,15.375,18.3125,21.25,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"83",83,"2021.07.27 20:30",4,15.375,18.3125,21.25,2556,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"84",84,"2021.07.27 20:45",4,15.375,18.3125,21.25,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"85",85,"2021.07.27 21:00",4,15.375,18.25,21.125,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"86",86,"2021.07.27 21:15",4,15.375,18.25,21,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"87",87,"2021.07.27 21:30",4,15.375,18.25,20.875,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"88",88,"2021.07.27 21:45",4,15.375,18.1875,20.75,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"89",89,"2021.07.27 22:00",4,15.375,18.125,20.875,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"90",90,"2021.07.27 22:15",4,15.375,18.125,20.875,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"91",91,"2021.07.27 22:30",4,15.375,18.1875,20.875,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"92",92,"2021.07.27 22:45",4,15.375,18.125,20.875,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"93",93,"2021.07.27 23:00",4,15.375,18.125,20.8125,2555,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"94",94,"2021.07.27 23:15",4,15.375,18.125,20.75,2554,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"95",95,"2021.07.27 23:30",4,15.375,18.125,20.625,2554,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"96",96,"2021.07.27 23:45",4,15.375,18,20.625,2554,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"97",97,"2021.07.28 00:00",4,15.375,18,20.625,2554,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"98",98,"2021.07.28 00:15",4,15.375,18,20.625,2554,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"99",99,"2021.07.28 00:30",4,15.375,18,20.625,2554,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"100",100,"2021.07.28 00:45",4,15.375,18,20.5,2554,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"101",101,"2021.07.28 01:00",4,15.375,17.9375,20.4375,2553,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"102",102,"2021.07.28 01:15",4,15.375,17.875,20.375,2553,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"103",103,"2021.07.28 01:30",4,15.375,17.875,20.25,2553,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"104",104,"2021.07.28 01:45",4,15.375,17.875,20.25,2553,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
"105",105,"2021.07.28 02:00",4,15.375,17.8125,20.25,2553,202,0,NA,"94206487",12,"TMS-94206487",1,"3"
