"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","Code_sens","sensornumber","Serial","Plot","Subplot"
"1",1,"2021.07.25 00:00",4,13.375,14.25,14.8125,2605,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"2",2,"2021.07.25 00:15",4,13.375,14.25,14.8125,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"3",3,"2021.07.25 00:30",4,13.375,14.25,14.875,2605,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"4",4,"2021.07.25 00:45",4,13.375,14.1875,14.75,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"5",5,"2021.07.25 01:00",4,13.375,14.125,14.6875,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"6",6,"2021.07.25 01:15",4,13.375,14.125,14.625,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"7",7,"2021.07.25 01:30",4,13.375,14.125,14.75,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"8",8,"2021.07.25 01:45",4,13.375,14.125,14.75,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"9",9,"2021.07.25 02:00",4,13.375,14.125,14.75,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"10",10,"2021.07.25 02:15",4,13.3125,14.125,14.75,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"11",11,"2021.07.25 02:30",4,13.3125,14.125,14.875,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"12",12,"2021.07.25 02:45",4,13.3125,14.125,14.875,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"13",13,"2021.07.25 03:00",4,13.3125,14.125,14.875,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"14",14,"2021.07.25 03:15",4,13.3125,14.125,14.875,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"15",15,"2021.07.25 03:30",4,13.25,14.125,15,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"16",16,"2021.07.25 03:45",4,13.25,14.125,15.125,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"17",17,"2021.07.25 04:00",4,13.25,14.125,15.125,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"18",18,"2021.07.25 04:15",4,13.25,14.1875,15.25,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"19",19,"2021.07.25 04:30",4,13.25,14.25,15.5,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"20",20,"2021.07.25 04:45",4,13.25,14.3125,15.625,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"21",21,"2021.07.25 05:00",4,13.25,14.375,15.75,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"22",22,"2021.07.25 05:15",4,13.25,14.5,16,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"23",23,"2021.07.25 05:30",4,13.25,14.5625,16.25,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"24",24,"2021.07.25 05:45",4,13.25,14.625,16.4375,2604,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"25",25,"2021.07.25 06:00",4,13.25,14.75,16.625,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"26",26,"2021.07.25 06:15",4,13.25,14.75,16.625,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"27",27,"2021.07.25 06:30",4,13.25,14.8125,16.875,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"28",28,"2021.07.25 06:45",4,13.25,14.8125,16.875,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"29",29,"2021.07.25 07:00",4,13.25,14.875,16.75,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"30",30,"2021.07.25 07:15",4,13.25,14.875,16.75,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"31",31,"2021.07.25 07:30",4,13.3125,14.875,16.875,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"32",32,"2021.07.25 07:45",4,13.3125,15,17,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"33",33,"2021.07.25 08:00",4,13.3125,15,17.0625,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"34",34,"2021.07.25 08:15",4,13.375,15.125,17.25,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"35",35,"2021.07.25 08:30",4,13.375,15.125,17.375,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"36",36,"2021.07.25 08:45",4,13.375,15.1875,17.4375,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"37",37,"2021.07.25 09:00",4,13.375,15.3125,17.75,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"38",38,"2021.07.25 09:15",4,13.375,15.5,18.25,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"39",39,"2021.07.25 09:30",4,13.375,15.5,18.375,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"40",40,"2021.07.25 09:45",4,13.375,15.75,18.8125,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"41",41,"2021.07.25 10:00",4,13.4375,15.8125,18.625,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"42",42,"2021.07.25 10:15",4,13.5,15.8125,18.4375,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"43",43,"2021.07.25 10:30",4,13.5,15.75,18.375,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"44",44,"2021.07.25 10:45",4,13.5,15.875,18.5,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"45",45,"2021.07.25 11:00",4,13.5,15.9375,18.8125,2603,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"46",46,"2021.07.25 11:15",4,13.5,16,18.75,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"47",47,"2021.07.25 11:30",4,13.5625,16.0625,19,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"48",48,"2021.07.25 11:45",4,13.625,16.125,19,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"49",49,"2021.07.25 12:00",4,13.625,16.125,19,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"50",50,"2021.07.25 12:15",4,13.625,16.1875,19.25,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"51",51,"2021.07.25 12:30",4,13.625,16.25,19.25,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"52",52,"2021.07.25 12:45",4,13.625,16.25,19.1875,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"53",53,"2021.07.25 13:00",4,13.6875,16.25,19.125,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"54",54,"2021.07.25 13:15",4,13.6875,16.1875,19,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"55",55,"2021.07.25 13:30",4,13.6875,16.25,19.125,2602,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"56",56,"2021.07.25 13:45",4,13.75,16.25,19.125,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"57",57,"2021.07.25 14:00",4,13.75,16.25,19.0625,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"58",58,"2021.07.25 14:15",4,13.75,16.25,18.9375,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"59",59,"2021.07.25 14:30",4,13.75,16.25,18.875,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"60",60,"2021.07.25 14:45",4,13.75,16.25,18.875,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"61",61,"2021.07.25 15:00",4,13.75,16.125,18.75,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"62",62,"2021.07.25 15:15",4,13.75,16.125,18.5,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"63",63,"2021.07.25 15:30",4,13.75,16.0625,18.3125,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"64",64,"2021.07.25 15:45",4,13.8125,16,18.1875,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"65",65,"2021.07.25 16:00",4,13.8125,16,18.125,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"66",66,"2021.07.25 16:15",4,13.8125,16,18.125,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"67",67,"2021.07.25 16:30",4,13.8125,15.9375,18.0625,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"68",68,"2021.07.25 16:45",4,13.8125,15.875,18.0625,2601,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"69",69,"2021.07.25 17:00",4,13.875,15.875,17.875,2600,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"70",70,"2021.07.25 17:15",4,13.875,15.8125,17.75,2600,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"71",71,"2021.07.25 17:30",4,13.875,15.75,17.625,2600,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"72",72,"2021.07.25 17:45",4,13.875,15.6875,17.375,2600,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"73",73,"2021.07.25 18:00",4,13.875,15.625,17.1875,2600,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"74",74,"2021.07.25 18:15",4,13.875,15.5625,17,2600,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"75",75,"2021.07.25 18:30",4,13.875,15.5,16.9375,2600,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"76",76,"2021.07.25 18:45",4,13.875,15.4375,16.75,2600,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"77",77,"2021.07.25 19:00",4,13.875,15.375,16.6875,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"78",78,"2021.07.25 19:15",4,13.875,15.375,16.625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"79",79,"2021.07.25 19:30",4,13.875,15.375,16.5625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"80",80,"2021.07.25 19:45",4,13.875,15.3125,16.5625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"81",81,"2021.07.25 20:00",4,13.875,15.3125,16.5625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"82",82,"2021.07.25 20:15",4,13.8125,15.3125,16.625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"83",83,"2021.07.25 20:30",4,13.8125,15.25,16.625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"84",84,"2021.07.25 20:45",4,13.8125,15.25,16.625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"85",85,"2021.07.25 21:00",4,13.8125,15.25,16.625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"86",86,"2021.07.25 21:15",4,13.8125,15.25,16.625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"87",87,"2021.07.25 21:30",4,13.8125,15.25,16.625,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"88",88,"2021.07.25 21:45",4,13.8125,15.1875,16.5,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"89",89,"2021.07.25 22:00",4,13.75,15.1875,16.4375,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"90",90,"2021.07.25 22:15",4,13.75,15.125,16.375,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"91",91,"2021.07.25 22:30",4,13.75,15.125,16.4375,2599,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"92",92,"2021.07.25 22:45",4,13.75,15.125,16.375,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"93",93,"2021.07.25 23:00",4,13.75,15.125,16.3125,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"94",94,"2021.07.25 23:15",4,13.75,15.0625,16.25,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"95",95,"2021.07.25 23:30",4,13.75,15.0625,16.25,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"96",96,"2021.07.25 23:45",4,13.75,15,16.125,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"97",97,"2021.07.26 00:00",4,13.75,15,16.125,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"98",98,"2021.07.26 00:15",4,13.75,15,16,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"99",99,"2021.07.26 00:30",4,13.75,15,16.0625,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"100",100,"2021.07.26 00:45",4,13.75,14.9375,16.0625,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"101",101,"2021.07.26 01:00",4,13.75,14.875,16,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"102",102,"2021.07.26 01:15",4,13.75,14.875,15.875,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"103",103,"2021.07.26 01:30",4,13.75,14.8125,15.75,2598,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"104",104,"2021.07.26 01:45",4,13.75,14.8125,15.75,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"105",105,"2021.07.26 02:00",4,13.75,14.75,15.625,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"106",106,"2021.07.26 02:15",4,13.6875,14.75,15.625,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"107",107,"2021.07.26 02:30",4,13.6875,14.75,15.625,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"108",108,"2021.07.26 02:45",4,13.6875,14.75,15.6875,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"109",109,"2021.07.26 03:00",4,13.6875,14.75,15.75,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"110",110,"2021.07.26 03:15",4,13.625,14.75,15.6875,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"111",111,"2021.07.26 03:30",4,13.625,14.75,15.75,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"112",112,"2021.07.26 03:45",4,13.625,14.75,15.875,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"113",113,"2021.07.26 04:00",4,13.625,14.75,16,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
"114",114,"2021.07.26 04:15",4,13.625,14.875,16.125,2597,202,0,NA,"94206498",8,"TMS-94206498",3,"4"
