"","Class","Bark(%)_mean","Waterpercentage_mean","T3_mean","Soil_moist_mean","RespCorrectedArea_mean","Bark(%)_sd","Waterpercentage_sd","T3_sd","Soil_moist_sd","RespCorrectedArea_sd","Bark(%)_n","Waterpercentage_n","T3_n","Soil_moist_n","RespCorrectedArea_n"
"1",1,98.9861111111111,30.5123650401827,5.74652777777778,2336.66666666667,0.00102077194780352,1.33890206145137,3.92207184702324,0.808429977040546,308.036825256796,0.000546186005990294,36,36,36,36,36
"2",2,96.8714285714286,37.8104451941391,5.8625,2257.57142857143,0.00118849948161351,3.99142989479234,15.9399950739145,1.11914325162021,301.869984256398,0.000776151922375261,35,35,35,35,35
"3",4,49.6785714285714,33.7314355940676,5.60044642857143,2258.5,0.00116761555807017,22.4050317950109,11.1002257526273,1.1407512659329,301.21218065971,0.000836512499631836,28,28,28,28,28
