"","Class","Bark(%)_mean","Waterpercentage_mean","T3_mean","Soil_moist_mean","RespCorrectedArea_mean","Bark(%)_sd","Waterpercentage_sd","T3_sd","Soil_moist_sd","RespCorrectedArea_sd","Bark(%)_n","Waterpercentage_n","T3_n","Soil_moist_n","RespCorrectedArea_n"
"1",1,97.24,33.7606517008253,5.8625,2501.68,0.237417584438884,3.7,4.59906508714677,1.10691481906544,198.010462686529,0.3194058766657,25,25,25,25,25
"2",2,96.3684210526316,38.8047999502549,5.88815789473684,2564.10526315789,0.1348160804633,1.34207659641441,1.09245024339166,0.838934030193998,177.377467796424,0.155269983480117,19,19,19,19,19
"3",4,85.4583333333333,47.5822661442822,5.71354166666667,2395,0.123598384217233,5.77083496834592,7.64485573979111,1.04451151383612,292.757504637779,0.128365564876979,24,24,24,24,24
