"","Class","Bark(%)_mean","Waterpercentage_mean","T3_mean","Soil_moist_mean","RespCorrectedArea_mean","Bark(%)_sd","Waterpercentage_sd","T3_sd","Soil_moist_sd","RespCorrectedArea_sd","Bark(%)_n","Waterpercentage_n","T3_n","Soil_moist_n","RespCorrectedArea_n"
"1",1,99.4347826086957,24.9419180712569,5.85054347826087,2358.04347826087,0.000758154127349562,0.882974670517056,5.61435505661077,0.818539426954048,243.24930687762,0.000364145825212299,23,23,23,23,23
"2",2,97.2380952380952,30.9693342753855,5.25297619047619,2296.85714285714,0.000811969047603857,2.57205680156489,8.36116168256435,0.896276191753838,341.133007156195,0.000377325469726075,21,21,21,21,21
"3",4,94.765625,34.9889496222621,5.716796875,2300.53125,0.000863355512321162,6.48445333707053,13.185739521722,0.927566238477939,310.511023582302,0.000540980369784351,32,32,32,32,32
