"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Collar and code","sample_code","...4","Species","Class"
"1","M3","08/09/21","11:46:49",1,835,419,915.5,403,0,0,0,50,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","46","134",134,NA,NA,NA
"2","M3","08/09/21","11:46:54",1,840,428,915.6,403,0,0,0,24,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","46","134",134,NA,NA,NA
"3","M3","08/09/21","11:46:59",1,845,431,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","46","134",134,NA,NA,NA
"4","M3","08/09/21","11:47:04",1,850,434,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"5","M3","08/09/21","11:47:09",1,855,434,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"6","M3","08/09/21","11:47:14",1,860,433,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"7","M3","08/09/21","11:47:19",1,865,433,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"8","M3","08/09/21","11:47:24",1,870,432,915.8,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"9","M3","08/09/21","11:47:29",1,875,430,915.8,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"10","M3","08/09/21","11:47:34",1,880,429,915.8,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"11","M3","08/09/21","11:47:39",1,885,428,915.8,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"12","M3","08/09/21","11:47:44",1,890,428,915.8,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"13","M3","08/09/21","11:47:49",1,895,427,915.8,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"14","M3","08/09/21","11:47:54",1,900,427,915.8,402,0,0,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"15","M3","08/09/21","11:47:59",1,905,427,915.8,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","47","134",134,NA,NA,NA
"16","M3","08/09/21","11:48:04",1,910,426,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"17","M3","08/09/21","11:48:09",1,915,426,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"18","M3","08/09/21","11:48:14",1,920,426,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"19","M3","08/09/21","11:48:19",1,925,426,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"20","M3","08/09/21","11:48:24",1,930,425,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"21","M3","08/09/21","11:48:29",1,935,425,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"22","M3","08/09/21","11:48:34",1,940,425,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"23","M3","08/09/21","11:48:39",1,945,425,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"24","M3","08/09/21","11:48:44",1,950,426,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"25","M3","08/09/21","11:48:49",1,955,426,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","48","134",134,NA,NA,NA
"26","Zero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","M3","08/09/21","11:49:20",1,986,367,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","49","134",134,NA,NA,NA
"28","M3","08/09/21","11:49:25",1,991,394,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","49","134",134,NA,NA,NA
"29","M3","08/09/21","11:49:30",1,996,400,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","49","134",134,NA,NA,NA
"30","M3","08/09/21","11:49:35",1,1001,401,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","49","134",134,NA,NA,NA
"31","M3","08/09/21","11:49:40",1,1006,404,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","49","134",134,NA,NA,NA
"32","M3","08/09/21","11:49:45",1,1011,405,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","49","134",134,NA,NA,NA
"33","M3","08/09/21","11:49:50",1,1016,406,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","49","134",134,NA,NA,NA
"34","M3","08/09/21","11:49:55",1,1021,408,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","49","134",134,NA,NA,NA
"35","M3","08/09/21","11:50:00",1,1026,409,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"36","M3","08/09/21","11:50:05",1,1031,411,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"37","M3","08/09/21","11:50:10",1,1036,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"38","M3","08/09/21","11:50:15",1,1041,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"39","M3","08/09/21","11:50:20",1,1046,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"40","M3","08/09/21","11:50:25",1,1051,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"41","M3","08/09/21","11:50:30",1,1056,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"42","M3","08/09/21","11:50:35",1,1061,413,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"43","M3","08/09/21","11:50:40",1,1066,413,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"44","M3","08/09/21","11:50:45",1,1071,413,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"45","M3","08/09/21","11:50:50",1,1076,413,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"46","M3","08/09/21","11:50:55",1,1081,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","50","134",134,NA,NA,NA
"47","M3","08/09/21","11:51:00",1,1086,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"48","M3","08/09/21","11:51:05",1,1091,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"49","M3","08/09/21","11:51:10",1,1096,411,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"50","M3","08/09/21","11:51:15",1,1101,411,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"51","M3","08/09/21","11:51:20",1,1106,411,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"52","M3","08/09/21","11:51:25",1,1111,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"53","M3","08/09/21","11:51:30",1,1116,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"54","M3","08/09/21","11:51:35",1,1121,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"55","M3","08/09/21","11:51:40",1,1126,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"56","M3","08/09/21","11:51:45",1,1131,413,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"57","M3","08/09/21","11:51:50",1,1136,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"58","M3","08/09/21","11:51:55",1,1141,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","51","134",134,NA,NA,NA
"59","M3","08/09/21","11:52:00",1,1146,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"60","M3","08/09/21","11:52:05",1,1151,413,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"61","M3","08/09/21","11:52:10",1,1156,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"62","M3","08/09/21","11:52:15",1,1161,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"63","M3","08/09/21","11:52:20",1,1166,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"64","M3","08/09/21","11:52:25",1,1171,412,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"65","M3","08/09/21","11:52:30",1,1176,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"66","M3","08/09/21","11:52:35",1,1181,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"67","M3","08/09/21","11:52:40",1,1186,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"68","M3","08/09/21","11:52:45",1,1191,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"69","M3","08/09/21","11:52:50",1,1196,412,915.7,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"70","M3","08/09/21","11:52:55",1,1201,413,915.7,404,0,0,0,24,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","52","134",134,NA,NA,NA
"71","M3","08/09/21","11:53:00",1,1206,3957,915.7,406,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"72","M3","08/09/21","11:53:05",1,1211,9091,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"73","M3","08/09/21","11:53:10",1,1216,7811,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"74","M3","08/09/21","11:53:15",1,1221,8423,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"75","M3","08/09/21","11:53:20",1,1226,8309,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"76","M3","08/09/21","11:53:25",1,1231,8236,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"77","M3","08/09/21","11:53:30",1,1236,8412,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"78","M3","08/09/21","11:53:35",1,1241,8027,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"79","M3","08/09/21","11:53:40",1,1246,7577,915.7,406,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"80","M3","08/09/21","11:53:45",1,1251,7547,915.7,406,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"81","M3","08/09/21","11:53:50",1,1256,7301,915.7,406,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"82","M3","08/09/21","11:53:55",1,1261,6815,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","53","134",134,NA,NA,NA
"83","M3","08/09/21","11:54:00",1,1266,6515,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"84","M3","08/09/21","11:54:05",1,1271,6198,915.7,405,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"85","M3","08/09/21","11:54:10",1,1276,5331,915.7,404,0,0,0,12,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"86","M3","08/09/21","11:54:15",1,1281,4983,915.7,404,0,0,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"87","M3","08/09/21","11:54:20",1,1286,4882,915.7,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"88","M3","08/09/21","11:54:25",1,1291,4480,915.7,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"89","M3","08/09/21","11:54:31",1,1296,3771,915.7,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"90","M3","08/09/21","11:54:36",1,1301,3362,915.7,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"91","M3","08/09/21","11:54:41",1,1306,3084,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"92","M3","08/09/21","11:54:46",1,1311,1813,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"93","M3","08/09/21","11:54:51",1,1316,1380,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","54","134",134,NA,NA,NA
"94","Zero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","M3","08/09/21","11:55:22",1,1347,533,915.5,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","55","134",134,NA,NA,NA
"96","M3","08/09/21","11:55:27",1,1352,511,915.5,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","55","134",134,NA,NA,NA
"97","M3","08/09/21","11:55:32",1,1357,479,915.5,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","55","134",134,NA,NA,NA
"98","M3","08/09/21","11:55:37",1,1362,487,915.5,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","55","134",134,NA,NA,NA
"99","M3","08/09/21","11:55:42",1,1367,496,915.5,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","55","134",134,NA,NA,NA
"100","M3","08/09/21","11:55:47",1,1372,476,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","55","134",134,NA,NA,NA
"101","M3","08/09/21","11:55:52",1,1377,466,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","55","134",134,NA,NA,NA
"102","M3","08/09/21","11:55:57",1,1382,458,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","55","134",134,NA,NA,NA
"103","M3","08/09/21","11:56:02",1,1387,456,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"104","M3","08/09/21","11:56:07",1,1392,454,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"105","M3","08/09/21","11:56:12",1,1397,450,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"106","M3","08/09/21","11:56:17",1,1402,440,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"107","M3","08/09/21","11:56:22",1,1407,436,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"108","M3","08/09/21","11:56:27",1,1412,437,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"109","M3","08/09/21","11:56:32",1,1417,435,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"110","M3","08/09/21","11:56:37",1,1422,430,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"111","M3","08/09/21","11:56:42",1,1427,424,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"112","M3","08/09/21","11:56:47",1,1432,419,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"113","M3","08/09/21","11:56:52",1,1437,418,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"114","M3","08/09/21","11:56:57",1,1442,421,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","56","134",134,NA,NA,NA
"115","M3","08/09/21","11:57:02",1,1447,423,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"116","M3","08/09/21","11:57:07",1,1452,422,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"117","M3","08/09/21","11:57:12",1,1457,421,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"118","M3","08/09/21","11:57:17",1,1462,420,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"119","M3","08/09/21","11:57:22",1,1467,421,915.6,405,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"120","M3","08/09/21","11:57:27",1,1472,420,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"121","M3","08/09/21","11:57:32",1,1477,421,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"122","M3","08/09/21","11:57:37",1,1482,420,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"123","M3","08/09/21","11:57:42",1,1487,420,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"124","M3","08/09/21","11:57:47",1,1492,420,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"125","M3","08/09/21","11:57:52",1,1497,420,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"126","M3","08/09/21","11:57:57",1,1502,420,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","57","134",134,NA,NA,NA
"127","M3","08/09/21","11:58:02",1,1507,419,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"128","M3","08/09/21","11:58:07",1,1512,419,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"129","M3","08/09/21","11:58:12",1,1517,418,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"130","M3","08/09/21","11:58:17",1,1522,418,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"131","M3","08/09/21","11:58:22",1,1527,419,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"132","M3","08/09/21","11:58:27",1,1532,418,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"133","M3","08/09/21","11:58:32",1,1537,419,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"134","M3","08/09/21","11:58:37",1,1542,419,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"135","M3","08/09/21","11:58:42",1,1547,419,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"136","M3","08/09/21","11:58:47",1,1552,420,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"137","M3","08/09/21","11:58:52",1,1557,420,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"138","M3","08/09/21","11:58:57",1,1562,421,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","58","134",134,NA,NA,NA
"139","M3","08/09/21","11:59:02",1,1567,421,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"140","M3","08/09/21","11:59:07",1,1572,420,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"141","M3","08/09/21","11:59:12",1,1577,421,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"142","M3","08/09/21","11:59:17",1,1582,421,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"143","M3","08/09/21","11:59:22",1,1587,421,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"144","M3","08/09/21","11:59:27",1,1592,420,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"145","M3","08/09/21","11:59:32",1,1597,420,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"146","M3","08/09/21","11:59:37",1,1602,420,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"147","M3","08/09/21","11:59:42",1,1607,420,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"148","M3","08/09/21","11:59:47",1,1612,420,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"149","M3","08/09/21","11:59:52",1,1617,419,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"150","M3","08/09/21","11:59:57",1,1622,419,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","11","59","134",134,NA,NA,NA
"151","M3","08/09/21","12:00:02",1,1627,419,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"152","M3","08/09/21","12:00:07",1,1632,419,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"153","M3","08/09/21","12:00:12",1,1637,418,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"154","M3","08/09/21","12:00:17",1,1642,417,915.6,402,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"155","M3","08/09/21","12:00:22",1,1647,417,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"156","M3","08/09/21","12:00:27",1,1652,416,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"157","M3","08/09/21","12:00:32",1,1657,416,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"158","M3","08/09/21","12:00:37",1,1662,416,915.6,403,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"159","M3","08/09/21","12:00:42",1,1667,416,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
"160","M3","08/09/21","12:00:47",1,1672,415,915.6,404,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","00","134",134,NA,NA,NA
