"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Collar and code","sample_code","...4","Species","Class"
"996","M5","08/09/21","12:20:37",8,2860,440,915.5,405,0,0,0,21,0,0,0,0,0,25,-12,45,-0.0241,-0.2594,"21","09","12","20","138",138,NA,NA,NA
"997","M5","08/09/21","12:20:38",8,2861,440,915.5,406,0,0,0,21,0,0,0,0,0,25,-12,46,-0.0201,-0.2497,"21","09","12","20","138",138,NA,NA,NA
"998","M5","08/09/21","12:20:39",8,2862,439,915.5,405,0,0,0,21,0,0,0,0,0,25,-12,47,-0.0174,-0.2361,"21","09","12","20","138",138,NA,NA,NA
"999","M5","08/09/21","12:20:40",8,2863,439,915.5,405,0,0,0,21,0,0,0,0,0,25,-12,48,-0.0158,-0.2206,"21","09","12","20","138",138,NA,NA,NA
"1000","M5","08/09/21","12:20:41",8,2864,439,915.5,405,0,0,0,21,0,0,0,0,0,25,-12,49,-0.0146,-0.2052,"21","09","12","20","138",138,NA,NA,NA
"1001","M5","08/09/21","12:20:42",8,2865,439,915.5,405,0,0,0,21,0,0,0,0,0,25,-12,50,-0.0128,-0.1939,"21","09","12","20","138",138,NA,NA,NA
"1002","M5","08/09/21","12:20:43",8,2866,440,915.5,405,0,0,0,21,0,0,0,0,0,25,-12,51,-0.0099,-0.1883,"21","09","12","20","138",138,NA,NA,NA
"1003","M5","08/09/21","12:20:44",8,2867,440,915.5,404,0,0,0,21,0,0,0,0,0,25,-12,52,-0.0064,-0.185,"21","09","12","20","138",138,NA,NA,NA
"1004","M5","08/09/21","12:20:45",8,2868,440,915.5,405,0,0,0,21,0,0,0,0,0,25,-12,53,-0.0032,-0.181,"21","09","12","20","138",138,NA,NA,NA
"1005","M5","08/09/21","12:20:46",8,2869,440,915.5,405,0,0,0,21,0,0,0,0,0,25,-11,54,1e-04,-0.178,"21","09","12","20","138",138,NA,NA,NA
"1006","M5","08/09/21","12:20:47",8,2870,440,915.5,405,0,0,0,21,0,0,0,0,0,25,-11,55,0.0036,-0.1761,"21","09","12","20","138",138,NA,NA,NA
"1007","M5","08/09/21","12:20:48",8,2871,441,915.5,405,0,0,0,21,0,0,0,0,0,25,-11,56,0.0074,-0.1755,"21","09","12","20","138",138,NA,NA,NA
"1008","M5","08/09/21","12:20:49",8,2872,441,915.5,405,0,0,0,21,0,0,0,0,0,25,-11,57,0.0108,-0.1732,"21","09","12","20","138",138,NA,NA,NA
"1009","M5","08/09/21","12:20:50",8,2873,441,915.5,405,0,0,0,21,0,0,0,0,0,25,-11,58,0.0138,-0.1697,"21","09","12","20","138",138,NA,NA,NA
"1010","M5","08/09/21","12:20:51",8,2874,441,915.5,405,0,0,0,21,0,0,0,0,0,25,-11,59,0.0163,-0.1651,"21","09","12","20","138",138,NA,NA,NA
"1011","M5","08/09/21","12:20:52",8,2875,441,915.5,405,0,0,0,21,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","20","138",138,NA,NA,NA
"1012","M5","08/09/21","12:20:53",8,2876,441,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","20","138",138,NA,NA,NA
"1013","M5","08/09/21","12:20:54",8,2877,441,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","20","138",138,NA,NA,NA
"1014","M5","08/09/21","12:20:55",8,2878,441,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","20","138",138,NA,NA,NA
"1015","M5","08/09/21","12:20:56",8,2879,441,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","20","138",138,NA,NA,NA
"1016","M5","08/09/21","12:20:57",8,2880,441,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","20","138",138,NA,NA,NA
"1017","M5","08/09/21","12:20:58",8,2881,441,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","20","138",138,NA,NA,NA
"1018","M5","08/09/21","12:20:59",8,2882,442,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","20","138",138,NA,NA,NA
"1019","M5","08/09/21","12:21:00",8,2883,442,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1020","M5","08/09/21","12:21:01",8,2884,442,915.5,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1021","M5","08/09/21","12:21:02",8,2885,442,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1022","M5","08/09/21","12:21:03",8,2886,443,915.5,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1023","M5","08/09/21","12:21:04",8,2887,443,915.5,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1024","M5","08/09/21","12:21:05",8,2888,445,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1025","M5","08/09/21","12:21:06",8,2889,446,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1026","M5","08/09/21","12:21:07",8,2890,446,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1027","M5","08/09/21","12:21:08",8,2891,446,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1028","M5","08/09/21","12:21:09",8,2892,446,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1029","M5","08/09/21","12:21:10",8,2893,446,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1030","M5","08/09/21","12:21:11",8,2894,446,915.5,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1031","M5","08/09/21","12:21:12",8,2895,446,915.5,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1032","M5","08/09/21","12:21:13",8,2896,446,915.5,403,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1033","M5","08/09/21","12:21:14",8,2897,445,915.5,402,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1034","M5","08/09/21","12:21:15",8,2898,445,915.5,403,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1035","M5","08/09/21","12:21:16",8,2899,444,915.5,403,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1036","M5","08/09/21","12:21:17",8,2900,444,915.5,402,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1037","M5","08/09/21","12:21:18",8,2901,445,915.4,402,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1038","M5","08/09/21","12:21:19",8,2902,445,915.4,403,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1039","M5","08/09/21","12:21:20",8,2903,445,915.4,403,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1040","M5","08/09/21","12:21:21",8,2904,444,915.4,403,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1041","M5","08/09/21","12:21:22",8,2905,443,915.4,403,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1042","M5","08/09/21","12:21:23",8,2906,443,915.4,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1043","M5","08/09/21","12:21:24",8,2907,442,915.4,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1044","M5","08/09/21","12:21:25",8,2908,441,915.4,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1045","M5","08/09/21","12:21:26",8,2909,439,915.4,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1046","M5","08/09/21","12:21:27",8,2910,437,915.4,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1047","M5","08/09/21","12:21:28",8,2911,435,915.4,405,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1048","M5","08/09/21","12:21:29",8,2912,434,915.4,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1049","M5","08/09/21","12:21:30",8,2913,434,915.4,404,0,0,0,20,0,0,0,0,0,25,-11,60,0.0191,-0.1614,"21","09","12","21","138",138,NA,NA,NA
"1050","M3","08/09/21","12:46:38",0,480,410,906.1,401,0,0,0,24,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","46",NA,NA,NA,NA,NA
"1051","M3","08/09/21","12:46:43",0,485,410,906.1,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","46",NA,NA,NA,NA,NA
"1052","M3","08/09/21","12:46:48",0,490,410,906.2,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","46",NA,NA,NA,NA,NA
"1053","M3","08/09/21","12:46:53",0,495,413,906.2,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","46",NA,NA,NA,NA,NA
"1054","M3","08/09/21","12:46:58",0,500,417,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","46",NA,NA,NA,NA,NA
"1055","M3","08/09/21","12:47:03",0,505,420,906.3,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1056","M3","08/09/21","12:47:08",0,510,421,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1057","M3","08/09/21","12:47:13",0,515,423,906.3,401,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1058","M3","08/09/21","12:47:18",0,520,424,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1059","M3","08/09/21","12:47:23",0,525,427,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1060","M3","08/09/21","12:47:28",0,530,429,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1061","M3","08/09/21","12:47:33",0,535,429,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1062","M3","08/09/21","12:47:38",0,540,430,906.4,400,0,0,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1063","M3","08/09/21","12:47:43",0,545,432,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1064","M3","08/09/21","12:47:48",0,550,433,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1065","M3","08/09/21","12:47:53",0,555,432,906.4,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1066","M3","08/09/21","12:47:58",0,560,432,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","47",NA,NA,NA,NA,NA
"1067","M3","08/09/21","12:48:03",0,565,432,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","48",NA,NA,NA,NA,NA
"1068","M3","08/09/21","12:48:08",0,570,432,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","48",NA,NA,NA,NA,NA
"1069","M3","08/09/21","12:48:13",0,575,433,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","48",NA,NA,NA,NA,NA
"1070","M3","08/09/21","12:48:18",0,580,434,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","48",NA,NA,NA,NA,NA
"1071","M3","08/09/21","12:48:23",0,585,434,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","48",NA,NA,NA,NA,NA
"1072","M3","08/09/21","12:48:28",0,590,434,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","48",NA,NA,NA,NA,NA
"1073","M3","08/09/21","12:48:33",0,595,435,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","48",NA,NA,NA,NA,NA
"1074","Zero",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1075","M3","08/09/21","12:49:04",0,626,391,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1076","M3","08/09/21","12:49:09",0,631,398,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1077","M3","08/09/21","12:49:14",0,636,396,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1078","M3","08/09/21","12:49:19",0,641,399,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1079","M3","08/09/21","12:49:24",0,646,401,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1080","M3","08/09/21","12:49:29",0,651,405,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1081","M3","08/09/21","12:49:34",0,656,411,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1082","M3","08/09/21","12:49:39",0,661,412,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1083","M3","08/09/21","12:49:44",0,666,412,906.4,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1084","M3","08/09/21","12:49:49",0,671,413,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1085","M3","08/09/21","12:49:54",0,676,415,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1086","M3","08/09/21","12:49:59",0,681,416,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","49",NA,NA,NA,NA,NA
"1087","M3","08/09/21","12:50:04",0,686,416,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1088","M3","08/09/21","12:50:09",0,691,417,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1089","M3","08/09/21","12:50:14",0,696,418,906.4,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1090","M3","08/09/21","12:50:19",0,701,418,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1091","M3","08/09/21","12:50:24",0,706,417,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1092","M3","08/09/21","12:50:29",0,711,418,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1093","M3","08/09/21","12:50:35",0,716,418,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1094","M3","08/09/21","12:50:40",0,721,420,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1095","M3","08/09/21","12:50:45",0,726,420,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1096","M3","08/09/21","12:50:50",0,731,420,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1097","M3","08/09/21","12:50:55",0,736,421,906.4,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","50",NA,NA,NA,NA,NA
"1098","M3","08/09/21","12:51:00",0,741,421,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1099","M3","08/09/21","12:51:05",0,746,421,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1100","M3","08/09/21","12:51:10",0,751,422,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1101","M3","08/09/21","12:51:15",0,756,421,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1102","M3","08/09/21","12:51:20",0,761,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1103","M3","08/09/21","12:51:25",0,766,421,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1104","M3","08/09/21","12:51:30",0,771,421,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1105","M3","08/09/21","12:51:35",0,776,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1106","M3","08/09/21","12:51:40",0,781,422,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1107","M3","08/09/21","12:51:45",0,786,422,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1108","M3","08/09/21","12:51:50",0,791,422,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1109","M3","08/09/21","12:51:55",0,796,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","51",NA,NA,NA,NA,NA
"1110","M3","08/09/21","12:52:00",0,801,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1111","M3","08/09/21","12:52:05",0,806,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1112","M3","08/09/21","12:52:10",0,811,421,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1113","M3","08/09/21","12:52:15",0,816,421,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1114","M3","08/09/21","12:52:20",0,821,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1115","M3","08/09/21","12:52:25",0,826,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1116","M3","08/09/21","12:52:30",0,831,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1117","M3","08/09/21","12:52:35",0,836,420,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1118","M3","08/09/21","12:52:40",0,841,421,906.3,399,0,0,0,24,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1119","M3","08/09/21","12:52:45",0,846,421,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1120","M3","08/09/21","12:52:50",0,851,422,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1121","M3","08/09/21","12:52:55",0,856,422,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","52",NA,NA,NA,NA,NA
"1122","M3","08/09/21","12:53:00",0,861,421,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1123","M3","08/09/21","12:53:05",0,866,422,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1124","M3","08/09/21","12:53:10",0,871,423,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1125","M3","08/09/21","12:53:15",0,876,427,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1126","M3","08/09/21","12:53:20",0,881,429,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1127","M3","08/09/21","12:53:25",0,886,432,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1128","M3","08/09/21","12:53:30",0,891,435,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1129","M3","08/09/21","12:53:35",0,896,435,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1130","M3","08/09/21","12:53:40",0,901,432,906.3,399,0,0,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1131","M3","08/09/21","12:53:45",0,906,431,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1132","M3","08/09/21","12:53:50",0,911,432,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1133","M3","08/09/21","12:53:55",0,916,431,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","53",NA,NA,NA,NA,NA
"1134","M3","08/09/21","12:54:00",0,921,431,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","54",NA,NA,NA,NA,NA
"1135","M3","08/09/21","12:54:05",0,926,432,906.3,398,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","54",NA,NA,NA,NA,NA
"1136","M3","08/09/21","12:54:10",0,931,432,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","54",NA,NA,NA,NA,NA
"1137","M3","08/09/21","12:54:15",0,936,430,906.3,400,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","54",NA,NA,NA,NA,NA
"1138","M3","08/09/21","12:54:20",0,941,429,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","54",NA,NA,NA,NA,NA
"1139","M3","08/09/21","12:54:25",0,946,429,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","54",NA,NA,NA,NA,NA
"1140","M3","08/09/21","12:54:30",0,951,429,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","54",NA,NA,NA,NA,NA
"1141","M3","08/09/21","12:54:35",0,956,429,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","54",NA,NA,NA,NA,NA
"1142","Zero",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","M3","08/09/21","12:55:06",0,987,404,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","55",NA,NA,NA,NA,NA
"1144","M3","08/09/21","12:55:11",0,992,408,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","55",NA,NA,NA,NA,NA
"1145","M3","08/09/21","12:55:16",0,997,408,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","55",NA,NA,NA,NA,NA
"1146","M3","08/09/21","12:55:21",0,1002,410,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","55",NA,NA,NA,NA,NA
"1147","M3","08/09/21","12:55:26",0,1007,412,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","55",NA,NA,NA,NA,NA
"1148","M3","08/09/21","12:55:31",0,1012,413,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","55",NA,NA,NA,NA,NA
"1149","M3","08/09/21","12:55:36",0,1017,415,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","55",NA,NA,NA,NA,NA
"1150","M3","08/09/21","12:55:41",0,1022,417,906.3,399,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"21","09","12","55",NA,NA,NA,NA,NA
