"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","25","11","60","0.2006","0.1983","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2","(subplot)"
"1","M5",2022-04-28,1899-12-31 08:11:08,181,1381,487,906.7,407,0,0,0,20,0,0,0,0,0,25,11,60,0.2006,0.1983,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"2","M5",2022-04-28,1899-12-31 08:11:09,181,1382,487,906.6,410,0,0,0,20,0,0,0,0,0,25,11,60,0.2006,0.1983,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"3","M5",2022-04-28,1899-12-31 08:11:10,181,1383,487,906.5,410,0,0,0,20,0,0,0,0,0,25,11,60,0.2006,0.1983,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"4","R5",2022-04-28,1899-12-31 08:11:02,181,1375,486,906.3,399,0,0,0,0,0,0,0,0,0,25,11,60,0.2006,0.1983,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"5","End",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","M3",2022-04-28,1899-12-31 08:11:14,181,1387,487,906.2,410,0,0,0,50,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"7","M3",2022-04-28,1899-12-31 08:11:19,181,1392,488,906.1,410,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"8","M3",2022-04-28,1899-12-31 08:11:24,181,1397,488,906,408,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"9","M3",2022-04-28,1899-12-31 08:11:29,181,1402,489,906,409,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"10","M3",2022-04-28,1899-12-31 08:11:34,181,1407,490,905.9,408,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"11","M3",2022-04-28,1899-12-31 08:11:39,181,1412,491,905.9,409,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"12","M3",2022-04-28,1899-12-31 08:11:44,181,1417,491,905.9,408,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"13","Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","M5",2022-04-28,1899-12-31 08:11:48,181,1421,492,905.9,409,0,0,0,0,0,0,0,0,0,20,0,1,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"15","M5",2022-04-28,1899-12-31 08:11:49,181,1422,492,905.9,410,0,0,0,0,0,0,0,0,0,20,0,2,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"16","M5",2022-04-28,1899-12-31 08:11:50,181,1423,492,906,409,0,0,0,0,0,0,0,0,0,20,0,3,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"17","M5",2022-04-28,1899-12-31 08:11:51,181,1424,492,906,408,0,0,0,0,0,0,0,0,0,20,0,4,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"18","M5",2022-04-28,1899-12-31 08:11:52,181,1425,492,906,408,0,0,0,0,0,0,0,0,0,20,0,5,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"19","M5",2022-04-28,1899-12-31 08:11:53,181,1426,492,906,407,0,0,0,0,0,0,0,0,0,20,1,6,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"20","M5",2022-04-28,1899-12-31 08:11:54,181,1427,493,906,407,0,0,0,0,0,0,0,0,0,20,2,7,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"21","M5",2022-04-28,1899-12-31 08:11:55,181,1428,496,906,407,0,0,0,0,0,0,0,0,0,20,4,8,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"22","M5",2022-04-28,1899-12-31 08:11:56,181,1429,497,906,408,0,0,0,0,0,0,0,0,0,20,5,9,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"23","M5",2022-04-28,1899-12-31 08:11:57,181,1430,498,906,408,0,0,0,0,0,0,0,0,0,25,6,10,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"24","M5",2022-04-28,1899-12-31 08:11:58,181,1431,498,906,408,0,0,0,0,0,0,0,0,0,25,6,11,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"25","M5",2022-04-28,1899-12-31 08:11:59,181,1432,497,906,408,0,0,0,0,0,0,0,0,0,25,5,12,0,0,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"26","M5",2022-04-28,1899-12-31 08:12:00,181,1433,496,905.9,408,0,0,0,0,0,0,0,0,0,25,4,13,-0.6414,0.0291,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"27","M5",2022-04-28,1899-12-31 08:12:01,181,1434,496,905.9,408,0,0,0,0,0,0,0,0,0,25,4,14,-0.6732,-0.3269,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"28","M5",2022-04-28,1899-12-31 08:12:02,181,1435,495,905.9,408,0,0,0,21,0,0,0,0,0,25,4,15,-0.6334,-0.5953,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"29","M5",2022-04-28,1899-12-31 08:12:03,181,1436,495,905.9,408,0,0,0,21,0,0,0,0,0,25,3,16,-0.5788,-0.7405,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"30","M5",2022-04-28,1899-12-31 08:12:04,181,1437,495,905.9,408,0,0,0,21,0,0,0,0,0,25,3,17,-0.5426,-0.7635,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"31","M5",2022-04-28,1899-12-31 08:12:05,181,1438,495,905.9,408,0,0,0,21,0,0,0,0,0,25,3,18,-0.5106,-0.7648,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"32","M5",2022-04-28,1899-12-31 08:12:06,181,1439,495,905.9,407,0,0,0,21,0,0,0,0,0,25,3,19,-0.4685,-0.7933,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"33","M5",2022-04-28,1899-12-31 08:12:07,181,1440,495,905.9,407,0,0,0,21,0,0,0,0,0,25,3,20,-0.4145,-0.8442,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"34","M5",2022-04-28,1899-12-31 08:12:08,181,1441,495,905.9,407,0,0,0,21,0,0,0,0,0,25,3,21,-0.3545,-0.894,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"35","M5",2022-04-28,1899-12-31 08:12:09,181,1442,495,905.9,408,0,0,0,21,0,0,0,0,0,25,3,22,-0.3003,-0.9095,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"36","M5",2022-04-28,1899-12-31 08:12:10,181,1443,495,906,407,0,0,0,21,0,0,0,0,0,25,3,23,-0.264,-0.8654,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"37","M5",2022-04-28,1899-12-31 08:12:11,181,1444,495,906,407,0,0,0,21,0,0,0,0,0,25,3,24,-0.2302,-0.8265,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"38","M5",2022-04-28,1899-12-31 08:12:12,181,1445,496,906,407,0,0,0,21,0,0,0,0,0,25,4,25,-0.1928,-0.8102,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"39","M5",2022-04-28,1899-12-31 08:12:13,181,1446,496,906,407,0,0,0,21,0,0,0,0,0,25,4,26,-0.155,-0.7994,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"40","M5",2022-04-28,1899-12-31 08:12:14,181,1447,496,906,407,0,0,0,21,0,0,0,0,0,25,4,27,-0.1241,-0.769,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"41","M5",2022-04-28,1899-12-31 08:12:15,181,1448,496,906.1,407,0,0,0,21,0,0,0,0,0,25,4,28,-0.1001,-0.723,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"42","M5",2022-04-28,1899-12-31 08:12:16,181,1449,496,906.1,407,0,0,0,21,0,0,0,0,0,25,4,29,-0.0784,-0.6804,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"43","M5",2022-04-28,1899-12-31 08:12:17,181,1450,496,906.1,407,0,0,0,21,0,0,0,0,0,25,5,30,-0.0583,-0.6414,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"44","M5",2022-04-28,1899-12-31 08:12:18,181,1451,497,906.1,407,0,0,0,21,0,0,0,0,0,25,5,31,-0.0393,-0.6072,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"45","M5",2022-04-28,1899-12-31 08:12:19,181,1452,497,906.1,407,0,0,0,21,0,0,0,0,0,25,5,32,-0.015,-0.5979,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"46","M5",2022-04-28,1899-12-31 08:12:20,181,1453,498,906.1,406,0,0,0,21,0,0,0,0,0,25,6,33,0.0111,-0.5967,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"47","M5",2022-04-28,1899-12-31 08:12:21,181,1454,498,906.2,407,0,0,0,21,0,0,0,0,0,25,6,34,0.0293,-0.5684,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"48","M5",2022-04-28,1899-12-31 08:12:22,181,1455,497,906.2,407,0,0,0,21,0,0,0,0,0,25,5,35,0.0385,-0.5138,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"49","M5",2022-04-28,1899-12-31 08:12:23,181,1456,497,906.2,407,0,0,0,21,0,0,0,0,0,25,5,36,0.0441,-0.4565,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"50","M5",2022-04-28,1899-12-31 08:12:24,181,1457,497,906.2,406,0,0,0,21,0,0,0,0,0,25,5,37,0.0486,-0.4046,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"51","M5",2022-04-28,1899-12-31 08:12:25,181,1458,497,906.2,406,0,0,0,21,0,0,0,0,0,25,5,38,0.0518,-0.357,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"52","M5",2022-04-28,1899-12-31 08:12:26,181,1459,497,906.2,405,0,0,0,21,0,0,0,0,0,25,5,39,0.0553,-0.318,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"53","M5",2022-04-28,1899-12-31 08:12:27,181,1460,497,906.2,406,0,0,0,21,0,0,0,0,0,25,6,40,0.0582,-0.2825,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"54","M5",2022-04-28,1899-12-31 08:12:28,181,1461,497,906.2,406,0,0,0,21,0,0,0,0,0,25,6,41,0.0616,-0.254,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"55","M5",2022-04-28,1899-12-31 08:12:29,181,1462,497,906.2,405,0,0,0,21,0,0,0,0,0,25,6,42,0.064,-0.2264,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"56","M5",2022-04-28,1899-12-31 08:12:30,181,1463,497,906.2,405,0,0,0,21,0,0,0,0,0,25,6,43,0.0657,-0.2001,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"57","M5",2022-04-28,1899-12-31 08:12:31,181,1464,497,906.2,406,0,0,0,21,0,0,0,0,0,25,6,44,0.0669,-0.1752,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"58","M5",2022-04-28,1899-12-31 08:12:32,181,1465,497,906.2,406,0,0,0,21,0,0,0,0,0,25,6,45,0.0675,-0.1519,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"59","M5",2022-04-28,1899-12-31 08:12:33,181,1466,498,906.2,406,0,0,0,21,0,0,0,0,0,25,6,46,0.0687,-0.1333,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"60","M5",2022-04-28,1899-12-31 08:12:34,181,1467,498,906.2,406,0,0,0,21,0,0,0,0,0,25,6,47,0.0701,-0.1181,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"61","M5",2022-04-28,1899-12-31 08:12:35,181,1468,498,906.2,406,0,0,0,21,0,0,0,0,0,25,6,48,0.0721,-0.1068,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"62","M5",2022-04-28,1899-12-31 08:12:36,181,1469,498,906.2,406,0,0,0,21,0,0,0,0,0,25,6,49,0.0743,-0.0979,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"63","M5",2022-04-28,1899-12-31 08:12:37,181,1470,498,906.2,405,0,0,0,21,0,0,0,0,0,25,7,50,0.0768,-0.091,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"64","M5",2022-04-28,1899-12-31 08:12:38,181,1471,499,906.2,405,0,0,0,21,0,0,0,0,0,25,7,51,0.0798,-0.0865,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"65","M5",2022-04-28,1899-12-31 08:12:39,181,1472,499,906.2,406,0,0,0,21,0,0,0,0,0,25,7,52,0.083,-0.0833,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"66","M5",2022-04-28,1899-12-31 08:12:40,181,1473,499,906.2,406,0,0,0,21,0,0,0,0,0,25,7,53,0.0856,-0.0782,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"67","M5",2022-04-28,1899-12-31 08:12:41,181,1474,499,906.2,406,0,0,0,21,0,0,0,0,0,25,7,54,0.0869,-0.0691,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"68","M5",2022-04-28,1899-12-31 08:12:42,181,1475,499,906.2,405,0,0,0,21,0,0,0,0,0,25,7,55,0.0877,-0.0591,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"69","M5",2022-04-28,1899-12-31 08:12:43,181,1476,499,906.2,405,0,0,0,21,0,0,0,0,0,25,7,56,0.0888,-0.0511,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"70","M5",2022-04-28,1899-12-31 08:12:44,181,1477,499,906.2,406,0,0,0,21,0,0,0,0,0,25,7,57,0.0902,-0.0448,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"71","M5",2022-04-28,1899-12-31 08:12:45,181,1478,500,906.2,406,0,0,0,21,0,0,0,0,0,25,8,58,0.0925,-0.0427,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"72","M5",2022-04-28,1899-12-31 08:12:46,181,1479,500,906.2,405,0,0,0,21,0,0,0,0,0,25,8,59,0.0959,-0.0449,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"73","M5",2022-04-28,1899-12-31 08:12:47,181,1480,501,906.2,405,0,0,0,21,0,0,0,0,0,25,9,60,0.0998,-0.0487,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"74","M5",2022-04-28,1899-12-31 08:12:48,181,1481,501,906.2,405,0,0,0,20,0,0,0,0,0,25,9,60,0.0998,-0.0487,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"75","M5",2022-04-28,1899-12-31 08:12:49,181,1482,501,906.2,405,0,0,0,20,0,0,0,0,0,25,9,60,0.0998,-0.0487,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"76","M5",2022-04-28,1899-12-31 08:12:50,181,1483,501,906.2,405,0,0,0,20,0,0,0,0,0,25,9,60,0.0998,-0.0487,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"77","M5",2022-04-28,1899-12-31 08:12:51,181,1484,501,906.2,405,0,0,0,20,0,0,0,0,0,25,9,60,0.0998,-0.0487,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"78","M5",2022-04-28,1899-12-31 08:12:52,181,1485,501,906.2,405,0,0,0,20,0,0,0,0,0,25,9,60,0.0998,-0.0487,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"79","R5",2022-04-28,1899-12-31 08:12:47,181,1480,501,906.2,405,0,0,0,21,0,0,0,0,0,25,9,60,0.0998,-0.0487,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"80","End",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","M3",2022-04-28,1899-12-31 08:12:57,181,1490,501,906.9,393,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"82","M3",2022-04-28,1899-12-31 08:13:02,181,1495,501,907.4,392,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"198+199",2022-04-28,3,NA,198,199,NA
"83","M3",2022-04-28,1899-12-31 08:13:07,182,1500,500,907.9,391,0,0,0,24,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"84","M3",2022-04-28,1899-12-31 08:13:12,182,1505,499,907.2,406,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"85","M3",2022-04-28,1899-12-31 08:13:17,182,1510,496,906.6,407,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"86","M3",2022-04-28,1899-12-31 08:13:22,182,1515,498,906.3,407,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"87","M3",2022-04-28,1899-12-31 08:13:27,182,1520,500,906.2,406,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"88","M3",2022-04-28,1899-12-31 08:13:32,182,1525,498,906.1,406,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"89","M3",2022-04-28,1899-12-31 08:13:37,182,1530,498,906.1,407,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"90","Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","M5",2022-04-28,1899-12-31 08:13:43,182,1536,499,906.1,407,0,0,0,0,0,0,0,0,0,20,0,1,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"92","M5",2022-04-28,1899-12-31 08:13:44,182,1537,499,906.1,407,0,0,0,0,0,0,0,0,0,20,0,2,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"93","M5",2022-04-28,1899-12-31 08:13:45,182,1538,499,906.1,407,0,0,0,0,0,0,0,0,0,20,1,3,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"94","M5",2022-04-28,1899-12-31 08:13:46,182,1539,499,906.1,406,0,0,0,0,0,0,0,0,0,20,1,4,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"95","M5",2022-04-28,1899-12-31 08:13:47,182,1540,499,906.1,406,0,0,0,0,0,0,0,0,0,20,1,5,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"96","M5",2022-04-28,1899-12-31 08:13:48,182,1541,500,906.1,407,0,0,0,0,0,0,0,0,0,20,1,6,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"97","M5",2022-04-28,1899-12-31 08:13:49,182,1542,500,906.1,407,0,0,0,0,0,0,0,0,0,20,1,7,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"98","M5",2022-04-28,1899-12-31 08:13:50,182,1543,500,906.1,406,0,0,0,0,0,0,0,0,0,20,1,8,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"99","M5",2022-04-28,1899-12-31 08:13:51,182,1544,500,906.1,406,0,0,0,0,0,0,0,0,0,20,1,9,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"100","M5",2022-04-28,1899-12-31 08:13:52,182,1545,500,906.1,406,0,0,0,0,0,0,0,0,0,25,1,10,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"101","M5",2022-04-28,1899-12-31 08:13:53,182,1546,500,906.1,406,0,0,0,0,0,0,0,0,0,25,1,11,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"102","M5",2022-04-28,1899-12-31 08:13:54,182,1547,500,906.1,406,0,0,0,0,0,0,0,0,0,25,1,12,0,0,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"103","M5",2022-04-28,1899-12-31 08:13:55,182,1548,500,906.1,406,0,0,0,21,0,0,0,0,0,25,1,13,-0.1765,-0.2828,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"104","M5",2022-04-28,1899-12-31 08:13:56,182,1549,500,906.1,407,0,0,0,21,0,0,0,0,0,25,1,14,-0.0865,-0.3841,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"105","M5",2022-04-28,1899-12-31 08:13:57,182,1550,500,906.1,407,0,0,0,21,0,0,0,0,0,25,1,15,-0.0445,-0.3152,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"106","M5",2022-04-28,1899-12-31 08:13:58,182,1551,500,906.1,407,0,0,0,21,0,0,0,0,0,25,1,16,-0.0478,-0.1813,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"107","M5",2022-04-28,1899-12-31 08:13:59,182,1552,500,906.1,406,0,0,0,21,0,0,0,0,0,25,1,17,-0.0465,-0.1288,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"108","M5",2022-04-28,1899-12-31 08:14:00,182,1553,500,906.1,406,0,0,0,21,0,0,0,0,0,25,1,18,-0.0284,-0.1457,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"109","M5",2022-04-28,1899-12-31 08:14:01,182,1554,500,906.1,406,0,0,0,21,0,0,0,0,0,25,1,19,-0.0152,-0.1415,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"110","M5",2022-04-28,1899-12-31 08:14:02,182,1555,500,906.1,406,0,0,0,21,0,0,0,0,0,25,1,20,-8e-04,-0.1426,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"111","M5",2022-04-28,1899-12-31 08:14:03,182,1556,500,906.1,406,0,0,0,21,0,0,0,0,0,25,2,21,0.0169,-0.1528,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"112","M5",2022-04-28,1899-12-31 08:14:04,182,1557,500,906.1,406,0,0,0,21,0,0,0,0,0,25,2,22,0.0395,-0.1745,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"113","M5",2022-04-28,1899-12-31 08:14:05,182,1558,501,906.1,406,0,0,0,21,0,0,0,0,0,25,2,23,0.0604,-0.1838,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"114","M5",2022-04-28,1899-12-31 08:14:06,182,1559,501,906.1,406,0,0,0,21,0,0,0,0,0,25,2,24,0.0787,-0.1823,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"115","M5",2022-04-28,1899-12-31 08:14:07,182,1560,501,906,406,0,0,0,21,0,0,0,0,0,25,3,25,0.0973,-0.1823,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"116","M5",2022-04-28,1899-12-31 08:14:08,182,1561,502,906,406,0,0,0,21,0,0,0,0,0,25,3,26,0.1172,-0.1862,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"117","M5",2022-04-28,1899-12-31 08:14:09,182,1562,502,906,406,0,0,0,21,0,0,0,0,0,25,3,27,0.1312,-0.17,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"118","M5",2022-04-28,1899-12-31 08:14:10,182,1563,501,906,406,0,0,0,21,0,0,0,0,0,25,3,28,0.1334,-0.119,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"119","M5",2022-04-28,1899-12-31 08:14:11,182,1564,501,906,406,0,0,0,21,0,0,0,0,0,25,3,29,0.1283,-0.0555,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"120","M5",2022-04-28,1899-12-31 08:14:12,182,1565,501,906,405,0,0,0,21,0,0,0,0,0,25,2,30,0.1196,0.0058,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"121","M5",2022-04-28,1899-12-31 08:14:13,182,1566,501,906.1,405,0,0,0,21,0,0,0,0,0,25,2,31,0.1112,0.0536,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"122","M5",2022-04-28,1899-12-31 08:14:14,182,1567,501,906.1,406,0,0,0,0,0,0,0,0,0,25,2,32,0.105,0.0838,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"123","M5",2022-04-28,1899-12-31 08:14:15,182,1568,501,906.1,406,0,0,0,0,0,0,0,0,0,25,2,33,0.1002,0.1036,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"124","M5",2022-04-28,1899-12-31 08:14:16,182,1569,501,906.1,406,0,0,0,0,0,0,0,0,0,25,3,34,0.0983,0.1096,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"125","M5",2022-04-28,1899-12-31 08:14:17,182,1570,501,906.1,406,0,0,0,0,0,0,0,0,0,25,3,35,0.0976,0.1105,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"126","M5",2022-04-28,1899-12-31 08:14:18,182,1571,501,906,406,0,0,0,0,0,0,0,0,0,25,3,36,0.0964,0.1126,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
"127","M5",2022-04-28,1899-12-31 08:14:19,182,1572,501,906,406,0,0,0,0,0,0,0,0,0,25,3,37,0.0932,0.122,"20","2-","18","9-",2,"218+219",2022-04-28,3,NA,218,219,NA
