"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","29","01-P1S1C4FS-S",1.5,1.5,1.3,1.3,42,8.735,7.76,61,0.975,11.3128976962455,NA,"01","1","1","4","FS",198.588230331761,66.8161779547111,2,"66_29+30_12_9",0.0856807019016795,0.970809172914905,12,9,10,42,29,30,0.08743934
"2","33","01-P1S1C4AA-S",1.1,1.1,1,1,40,6.255,5.62,90,0.635,10.1781528363807,NA,"01","1","1","4","AA",281.286259136533,81.171292886208,4,"67_33+34_12_9",0.0999941123400138,0.954792892933948,12,9,10,45,33,34,0.08743934
"3","13","01-P1S1C1AA-S",1.3,1.4,1,1,39,8.05,6.65,100,1.4,17.3970219839754,NA,"01","1","1","1","AA",294.39083449101,85.0723655638031,5,"68_13+14_12_9",0.0918396240043871,0.914986717191338,12,9,10,47,13,14,0.08743934
"4","25","01-P1S1C2FS-S",1.5,1.5,1.3,1.2,39.5,9.165,7.775,98,1.39,15.1790842041298,NA,"01","1","1","2","FS",192.210074780442,64.1893483473814,6,"69_25+26_12_9",0.0725770988832962,0.883962461310954,12,9,10,51,25,26,0.087449209
"5","21","01-P1S1C1FS-S",1.3,1.2,1,1,38,11.87,8.61,100,3.26,27.6917006256098,NA,"01","1","1","1","FS",260.131124257717,75.9290873947648,7,"70_21+22_12_9",0.114741144414171,0.946288599937441,12,9,10,53,21,22,0.087449209
"6","17","01-P1S1C2AA-S",0.9,1,1.2,1.3,35.5,8.46,7.39,97.5,1.07,12.6808810750224,NA,"01","1","1","2","AA",278.717376069227,81.7194353544125,8,"71_17+18_12_9",0.0804552661573649,0.934762972946979,12,9,10,56,17,18,0.087449209
"7","12","10-P1S1C4FS",12.5,12.4,12.8,12.3,39.8,537.1,123.23,65,413.87,77.0564140755911,NA,"10","1","1","4","FS",1808.38443156434,4884.22087766697,9,"72_12_12_9",0.286726319376,0.986419725462128,12,9,11,2,12,0,0.087459078
"8","133","10-P1S1C1FS",9.5,9,8.8,8.2,39.3,362,221.02,98,140.98,38.9447513812155,NA,"10","1","1","1","FS",1219.74377783974,2432.63827518352,10,"73_133_12_9",0.212486376021801,0.983337417252381,12,9,11,5,133,0,0.087459078
"9","8","10-P1S1C2AA",13.8,14,13.6,13.4,44,426.4,328.04,100,98.36,23.0675422138837,NA,"10","1","1","2","AA",2188.65720946633,6486.56154359748,11,"74_8_12_9",0.216949619028306,0.993628901314454,12,9,11,8,8,0,0.087459078
"10","9","10-P1S1C4AA",13.5,13.5,12.6,12.8,39.4,337.7,236.85,91,100.85,29.863784424045,NA,"10","1","1","4","AA",1891.40087829947,5312.06822887375,12,"75_9_12_9",0.343354741653647,0.996544902631849,12,9,11,10,9,0,0.087449209
"11","11","10-P1S1C2FS",8.6,9.3,8.6,8.4,38.8,245.9,177.81,100,68.09,27.6901179341196,NA,"10","1","1","2","FS",1183.19861666272,2320.32457067182,13,"76_11_12_9",0.19930642951708,0.978303118503027,12,9,11,13,11,0,0.087459078
"12","7","10-P1S1C1AA",13,12.7,12.2,12.1,39.7,3126.7,201.76,96,2924.94,93.5471903284613,NA,"10","1","1","1","AA",1804.70528822369,4873.19617819751,14,"77_7_12_9",0.206955533511187,0.98603366189509,12,9,11,16,7,0,0.087459078
"13","44","10-P1S2C2AA",11.8,12.3,10.8,10.9,40,373.9,265.26,94,108.64,29.055897298743,NA,"10","1","2","2","AA",1645.51210891268,4122.47641985687,15,"78_44_12_9",0.158131964442212,0.975369552522011,12,9,11,21,44,0,0.087419602
"14","48","10-P1S2C4FS",10.5,10.7,12.6,10.8,40,377.1,131.32,78,245.78,65.1763457968709,NA,"10","1","2","4","FS",1597.04326195952,3908.87429935154,16,"79_48_12_9",0.173773841961852,0.976210241895368,12,9,11,23,48,0,0.087419602
"15","46","10-P1S2C1FS",10,9.5,9.3,8.9,39.9,359.5,218.97,100,140.53,39.0904033379694,NA,"10","1","2","1","FS",1321.15940528286,2784.82298532247,17,"80_46_12_9",0.189336016096577,0.963764366982063,12,9,11,26,46,0,0.087419602
"16","47","10-P1S2C2FS",10,10.1,9.2,9.6,39.5,266.2,187.26,94,78.94,29.6543951915853,NA,"10","1","2","2","FS",1355.56935577555,2935.13340213133,18,"81_47_12_9",0.325860672336978,0.995611605623655,12,9,11,28,47,0,0.087419602
"17","45","10-P1S2C4AA",9.5,9,9.2,8.9,39.8,216.8,154.65,92,62.15,28.6669741697417,NA,"10","1","2","4","AA",1275.60411133831,2617.17300601105,19,"82_45_12_9",0.143269665194172,0.986671282028055,12,9,11,31,45,0,0.087419602
