"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","331","10-P6S1C1AA-b",12.2,12.2,11.7,12,39.3,509.2,294.14,97,215.06,42.2348782403771,NA,"10","6","1","1","AA",1711.86266572772,4463.57935825982,3,"163_331_12_10",0.206255854603044,0.984097163482232,12,10,10,55,331,0,0.086639951
"2","337","10-P6S1C1FS-b",12.6,11.6,12.1,14.6,38,579.2,338.31,95,240.89,41.5901243093923,NA,"10","6","1","1","FS",1774.28835571818,4836.57744697803,4,"164_337_12_10",0.667371016363125,0.99613005536601,12,10,10,59,337,0,0.086630082
"3","341","10-P6S1C4FS-b",10.3,9.8,11.2,11.3,39.2,310.1,170.22,80,139.88,45.1080296678491,NA,"10","6","1","4","FS",1490.43485857493,3495.70198192815,5,"165_341_12_10",0.172851426442238,0.971854336677376,12,10,11,2,341,0,0.086630082
"4","338","10-P6S1C2FS",10.4,10,10.2,8.4,36.2,357.8,234.24,98,123.56,34.533258803801,NA,"10","6","1","2","FS",1258.55270825044,2704.68036768077,6,"166_338_12_10",0.381924434415321,0.987236374799755,12,10,11,5,338,0,0.086639951
"5","333","10-P6S1C2AA-b",11.1,10.2,10.4,11,39.7,320.2,236.2,98,84,26.2336039975016,NA,"10","6","1","2","AA",1510.40143550881,3553.1778776745,7,"167_333_12_10",0.0868043353048634,0.991049967313428,12,10,11,8,333,0,0.086630082
"6","332","10-P6S1C2AA",10.1,9.2,10.1,9.6,39.4,212.5,NA,97,212.5,100,NA,"10","6","1","2","AA",1356.18623877236,2941.78251753281,8,"168_332_12_10",0.0760978996701959,0.906557587375382,12,10,11,13,332,0,0.086630082
"7","330","10-P6S1C1AA",11.9,11.8,11.8,12,39.7,371.9,219.4,98,152.5,41.0056466792148,NA,"10","6","1","1","AA",1702.57268780389,4396.91698744544,9,"169_330_12_10",0.152443539429841,0.985894670579638,12,10,11,15,330,0,0.086639951
"8","336","10-P6S1C1FS",11,10.5,10.5,12.5,39.4,427.8,272.35,99,155.45,36.3370733987845,NA,"10","6","1","1","FS",1571.73245234232,3831.33913816247,11,"170_336_12_10",0.23702462103455,0.955222124576021,12,10,11,18,336,0,0.086639951
"9","339","10-P6S1C2FS-b",11.1,10.5,10.6,11.1,40.7,427.5,NA,98,427.5,100,NA,"10","6","1","2","FS",1568.18317552211,3745.76797931507,12,"171_339_12_10",0.13915112057093,0.959047489378065,12,10,11,20,339,0,0.086630082
"10","340","10-P6S1C4FS",8.1,8,7.5,7.9,39,116.2,NA,70,116.2,100,NA,"10","6","1","4","FS",1062.33337891461,1899.88404774465,13,"172_340_12_10",0.152616393506166,0.984299961138053,12,10,11,23,340,0,0.086639951
"11","359","10-P6S2C4FS-b",7.9,10.1,8.2,8,40.8,2398.9,83.23,NA,2315.67,96.5304931426904,NA,"10","6","2","4","FS",1211.12706176852,2344.67741152428,14,"173_359_12_10",0.0840696352025188,0.959121558929767,12,10,11,27,359,0,0.086659689
"12","356","10-P6S2C2FS",10.8,10,10.7,10.1,40,275.1,200.33,98,74.77,27.179207560887,NA,"10","6","2","2","FS",1476.79987459949,3397.94661412272,15,"174_356_12_10",0.181161695447406,0.985393477446319,12,10,11,30,356,0,0.086659689
"13","355","10-P6S2C1FS-b",11.2,10.5,10.5,12.4,40,466.4,292.54,NA,173.86,37.2770154373928,NA,"10","6","2","1","FS",1596.61642830712,3906.64900455525,16,"175_355_12_10",0.344741966893867,0.994714640710473,12,10,11,33,355,0,0.086669558
"14","352","10-P6S2C4AA",11.2,10.3,10.9,10.8,39.1,175,95.33,90,79.67,45.5257142857143,NA,"10","6","2","4","AA",1509.85444099874,3581.93130443648,17,"176_352_12_10",0.131099572451989,0.968263802401404,12,10,11,36,352,0,0.086669558
"15","351","10-P6S2C2AA-b",10,9.4,10.3,10.5,39.5,193.2,140.37,98,52.83,27.3447204968944,NA,"10","6","2","2","AA",1406.02947938749,3134.69031273047,18,"177_351_12_10",0.0891525652261794,0.967110311467653,12,10,11,38,351,0,0.086669558
"16","348","10-P6S2C1AA",9.8,9.9,9.6,9.3,39.7,266,150.43,98,115.57,43.4473684210526,NA,"10","6","2","1","AA",1349.91443898167,2904.00388412569,19,"178_348_12_10",0.113821498396431,0.919121691123351,12,10,11,40,348,0,0.086669558
"17","358","10-P6S2C4FS",9.9,9.7,9.8,9.4,38.9,309.8,111.99,65,197.81,63.8508715300194,"Heavier Bag (-4g)","10","6","2","4","FS",1333.23300721969,2874.73844321102,20,"179_358_12_10",0.118602365972869,0.965241049492672,12,10,11,43,358,0,0.086679427
"18","357","10-P6S2C2FS-b",10.3,10.5,10.1,11.2,39,337.6,239.66,NA,97.94,29.010663507109,NA,"10","6","2","2","FS",1463.58235665665,3393.27545854591,21,"180_357_12_10",0.272411900106892,0.991734526189779,12,10,11,46,357,0,0.086669558
"19","354","10-P6S2C1FS",9.2,9.5,12,10.5,40,364.4,214.94,99,149.46,41.0153677277717,NA,"10","6","2","1","FS",1462.76459106018,3342.36660409296,22,"181_354_12_10",0.468081949361844,0.99530000303932,12,10,11,48,354,0,0.086669558
"20","353","10-P6S2C4AA-b",9.8,9.9,10.1,10.1,40,185.5,95.19,85,90.31,48.6846361185984,NA,"10","6","2","4","AA",1409.82134930713,3126.0679498933,23,"182_353_12_10",0.120085523591221,0.973578195489287,12,10,11,51,353,0,0.086669558
"21","350","10-P6S2C2AA",10.2,10,10.1,10.2,39.7,261.2,197.81,100,63.39,24.2687595712098,NA,"10","6","2","2","AA",1423.83483633811,3196.47516460061,24,"183_350_12_10",0.0954828279317363,0.941035751862549,12,10,11,53,350,0,0.086669558
"22","349","10-P6S2C1AA-b",11.7,11.8,11.7,12.2,39.2,417.5,249.48,98,168.02,40.2443113772455,NA,"10","6","2","1","AA",1679.92822305361,4323.3755104674,25,"184_349_12_10",0.15284895643442,0.987251542610519,12,10,11,57,349,0,0.086679427
"23","376","10-P6S3C4FS",9.4,8.6,8,8.5,40,220.7,NA,88,220.7,100,NA,"10","6","3","4","FS",1200.97050827686,2338.5230315159,26,"185_376_12_10",0.227981450407725,0.991847194048649,12,10,12,1,376,0,0.086669558
"24","375","10-P6S3C2FS-b",9.6,9.1,8.5,8.7,39.5,270.8,176.93,98,93.87,34.6639586410635,NA,"10","6","3","2","FS",1240.53357387736,2500.39457473982,27,"186_375_12_10",0.498623725091706,0.994894055556379,12,10,12,3,375,0,0.086669558
"25","370","10-P6S3C4AA",9.1,9.2,9.2,9,40,141.1,66.08,90,75.02,53.1679659815734,NA,"10","6","3","4","AA",1277.47586216743,2615.87330295032,28,"187_370_12_10",0.173812929772047,0.98821799530489,12,10,12,5,370,0,0.086669558
