"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"1","Zero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","M3","09/12/21","10:32:26",1,1274,435,885.7,417,0,0,0,24,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","32",NA,NA,NA,NA,NA,NA,NA
"3","M3","09/12/21","10:32:31",1,1279,437,885.7,418,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","32",NA,NA,NA,NA,NA,NA,NA
"4","M3","09/12/21","10:32:36",1,1284,437,885.7,417,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","32",NA,NA,NA,NA,NA,NA,NA
"5","M3","09/12/21","10:32:41",1,1289,439,885.8,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","32",NA,NA,NA,NA,NA,NA,NA
"6","M3","09/12/21","10:32:46",1,1294,440,885.8,417,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","32",NA,NA,NA,NA,NA,NA,NA
"7","M3","09/12/21","10:32:51",1,1299,441,885.8,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","32",NA,NA,NA,NA,NA,NA,NA
"8","M3","09/12/21","10:32:56",1,1304,441,885.8,417,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","32",NA,NA,NA,NA,NA,NA,NA
"9","M3","09/12/21","10:33:01",1,1309,442,885.9,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"10","M3","09/12/21","10:33:06",1,1314,442,885.9,417,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"11","M3","09/12/21","10:33:11",1,1319,443,885.9,416,0,0,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"12","M3","09/12/21","10:33:16",1,1324,444,885.9,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"13","M3","09/12/21","10:33:21",1,1329,445,885.9,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"14","M3","09/12/21","10:33:26",1,1334,444,885.9,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"15","M3","09/12/21","10:33:31",1,1339,444,885.9,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"16","M3","09/12/21","10:33:36",1,1344,444,886,417,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"17","M3","09/12/21","10:33:41",1,1349,444,885.9,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
"18","M3","09/12/21","10:33:46",1,1354,444,885.9,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"09","12","10","33",NA,NA,NA,NA,NA,NA,NA
