"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"1","M3","10/12/21","10:47:08",1,1650,442,877.8,419,0,0,0,50,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"2","M3","10/12/21","10:47:13",1,1655,443,877.8,419,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"3","M3","10/12/21","10:47:18",1,1660,443,877.8,419,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"4","M3","10/12/21","10:47:24",1,1665,443,877.8,418,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"5","M3","10/12/21","10:47:29",1,1670,444,877.8,417,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"6","M3","10/12/21","10:47:34",1,1675,444,877.7,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"7","M3","10/12/21","10:47:39",1,1680,444,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"8","M3","10/12/21","10:47:44",1,1685,444,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"9","M3","10/12/21","10:47:49",1,1690,444,877.7,413,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"10","M3","10/12/21","10:47:54",1,1695,444,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"11","M3","10/12/21","10:47:59",1,1700,445,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","47",NA,NA,NA,NA,NA,NA,NA
"12","M3","10/12/21","10:48:04",1,1705,443,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",NA,NA,NA,NA,NA,NA,NA
"13","M3","10/12/21","10:48:09",162,1710,443,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"14","M3","10/12/21","10:48:14",162,1715,443,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"15","M3","10/12/21","10:48:19",162,1720,443,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"16","M3","10/12/21","10:48:24",162,1725,443,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"17","M3","10/12/21","10:48:29",162,1730,442,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"18","M3","10/12/21","10:48:34",162,1735,441,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"19","M3","10/12/21","10:48:39",162,1740,441,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"20","M3","10/12/21","10:48:44",162,1745,448,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"21","M3","10/12/21","10:48:49",162,1750,449,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"22","M3","10/12/21","10:48:54",162,1755,449,877.7,416,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"23","M3","10/12/21","10:48:59",162,1760,445,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","48",2,334,2021-12-10,6,NA,334,NA
"24","M3","10/12/21","10:49:04",162,1765,443,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","49",2,334,2021-12-10,6,NA,334,NA
"25","M3","10/12/21","10:49:09",162,1770,444,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","49",2,334,2021-12-10,6,NA,334,NA
"26","M3","10/12/21","10:49:14",162,1775,444,877.7,414,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","49",2,334,2021-12-10,6,NA,334,NA
"27","M3","10/12/21","10:49:19",162,1780,444,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","49",2,334,2021-12-10,6,NA,334,NA
"28","M3","10/12/21","10:49:24",162,1785,443,877.7,415,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"10","12","10","49",2,334,2021-12-10,6,NA,334,NA
