"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"1","M5","26/10/21","09:01:06",1,1400,451,911.5,430,0,0,0,21,0,0,0,0,0,25,-5,46,0.097,-0.1764,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"2","M5","26/10/21","09:01:07",1,1401,450,911.5,430,0,0,0,21,0,0,0,0,0,25,-5,47,0.0968,-0.148,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"3","M5","26/10/21","09:01:08",1,1402,449,911.5,430,0,0,0,21,0,0,0,0,0,25,-6,48,0.0927,-0.109,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"4","M5","26/10/21","09:01:09",1,1403,449,911.5,430,0,0,0,21,0,0,0,0,0,25,-7,49,0.0859,-0.065,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"5","M5","26/10/21","09:01:10",1,1404,449,911.5,430,0,0,0,21,0,0,0,0,0,25,-7,50,0.0798,-0.0286,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"6","M5","26/10/21","09:01:11",1,1405,449,911.5,430,0,0,0,21,0,0,0,0,0,25,-6,51,0.0762,-0.0056,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"7","M5","26/10/21","09:01:12",1,1406,450,911.5,431,0,0,0,21,0,0,0,0,0,25,-6,52,0.0752,0.0056,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"8","M5","26/10/21","09:01:13",1,1407,450,911.5,431,0,0,0,21,0,0,0,0,0,25,-6,53,0.0742,0.0152,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"9","M5","26/10/21","09:01:14",1,1408,449,911.5,430,0,0,0,21,0,0,0,0,0,25,-6,54,0.07,0.0356,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"10","M5","26/10/21","09:01:15",1,1409,448,911.5,430,0,0,0,0,0,0,0,0,0,25,-8,55,0.0622,0.0675,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"11","M5","26/10/21","09:01:16",1,1410,447,911.5,431,0,0,0,0,0,0,0,0,0,25,-8,56,0.0526,0.1025,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"12","M5","26/10/21","09:01:17",1,1411,446,911.5,431,0,0,0,0,0,0,0,0,0,25,-9,57,0.0419,0.1379,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"13","M5","26/10/21","09:01:18",1,1412,446,911.5,431,0,0,0,0,0,0,0,0,0,25,-10,58,0.0305,0.1728,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"14","M5","26/10/21","09:01:19",1,1413,445,911.6,431,0,0,0,0,0,0,0,0,0,25,-10,59,0.0193,0.2035,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"15","M5","26/10/21","09:01:20",1,1414,445,911.6,432,0,0,0,0,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"16","M5","26/10/21","09:01:21",1,1415,444,911.6,432,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"17","M5","26/10/21","09:01:22",1,1416,444,911.6,431,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"18","M5","26/10/21","09:01:23",1,1417,444,911.6,431,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"19","M5","26/10/21","09:01:24",1,1418,444,911.6,432,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"20","M5","26/10/21","09:01:25",1,1419,443,911.6,432,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"21","M5","26/10/21","09:01:26",1,1420,443,911.6,432,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"22","M5","26/10/21","09:01:27",1,1421,442,911.6,432,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"23","M5","26/10/21","09:01:28",1,1422,442,911.6,432,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
"24","M5","26/10/21","09:01:29",1,1423,442,911.6,431,0,0,0,20,0,0,0,0,0,25,-11,60,0.0082,0.2305,"26","10","09","01",2,"194+195",2021-10-26,3,NA,194,195
