"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"1","Zero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","M3","27/10/21","09:36:27",0,1082,451,902.7,419,0,0,0,24,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","36",NA,NA,NA,NA,NA,NA,NA
"3","M3","27/10/21","09:36:32",0,1087,450,902.7,420,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","36",NA,NA,NA,NA,NA,NA,NA
"4","M3","27/10/21","09:36:37",0,1092,448,902.8,421,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","36",NA,NA,NA,NA,NA,NA,NA
"5","M3","27/10/21","09:36:42",0,1097,447,902.8,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","36",NA,NA,NA,NA,NA,NA,NA
"6","M3","27/10/21","09:36:47",0,1102,448,902.8,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","36",NA,NA,NA,NA,NA,NA,NA
"7","M3","27/10/21","09:36:52",0,1107,452,902.9,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","36",NA,NA,NA,NA,NA,NA,NA
"8","M3","27/10/21","09:36:57",0,1112,454,902.9,420,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","36",NA,NA,NA,NA,NA,NA,NA
"9","M3","27/10/21","09:37:02",0,1117,457,902.9,421,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"10","M3","27/10/21","09:37:07",0,1122,450,902.9,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"11","M3","27/10/21","09:37:12",0,1127,450,903,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"12","M3","27/10/21","09:37:17",0,1132,449,903,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"13","M3","27/10/21","09:37:22",0,1137,451,903,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"14","M3","27/10/21","09:37:27",0,1142,453,903,424,0,0,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"15","M3","27/10/21","09:37:32",0,1147,449,903,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"16","M3","27/10/21","09:37:37",0,1152,451,903,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"17","M3","27/10/21","09:37:42",0,1157,451,903,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"18","M3","27/10/21","09:37:47",0,1162,453,902.9,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"19","M3","27/10/21","09:37:52",0,1167,455,902.9,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"20","M3","27/10/21","09:37:57",0,1172,451,902.9,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","37",NA,NA,NA,NA,NA,NA,NA
"21","M3","27/10/21","09:38:02",0,1177,452,902.9,421,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"27","10","09","38",NA,NA,NA,NA,NA,NA,NA
