"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column.18","Column.19","Column.20","Column.21","Column.22","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"1","Zero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","M3","28/10/21","10:02:43",0,1077,437,898.5,429,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","02",NA,NA,NA,NA,NA,NA,NA
"3","M3","28/10/21","10:02:48",0,1082,440,898.6,428,0,0,0,24,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","02",NA,NA,NA,NA,NA,NA,NA
"4","M3","28/10/21","10:02:53",0,1087,441,898.6,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","02",NA,NA,NA,NA,NA,NA,NA
"5","M3","28/10/21","10:02:58",0,1092,443,898.7,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","02",NA,NA,NA,NA,NA,NA,NA
"6","M3","28/10/21","10:03:03",0,1097,444,898.7,429,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"7","M3","28/10/21","10:03:08",0,1102,444,898.7,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"8","M3","28/10/21","10:03:13",0,1107,443,898.7,429,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"9","M3","28/10/21","10:03:18",0,1112,444,898.7,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"10","M3","28/10/21","10:03:23",0,1117,445,898.8,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"11","M3","28/10/21","10:03:28",0,1122,445,898.8,429,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"12","M3","28/10/21","10:03:33",0,1127,445,898.8,429,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"13","M3","28/10/21","10:03:38",0,1132,445,898.8,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"14","M3","28/10/21","10:03:43",0,1137,445,898.8,429,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"15","M3","28/10/21","10:03:48",0,1142,445,898.8,428,0,0,0,25,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"16","M3","28/10/21","10:03:53",0,1147,450,898.8,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"17","M3","28/10/21","10:03:58",0,1152,450,898.8,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","03",NA,NA,NA,NA,NA,NA,NA
"18","M3","28/10/21","10:04:03",0,1157,449,898.8,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"19","M3","28/10/21","10:04:08",0,1162,448,898.8,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"20","M3","28/10/21","10:04:13",0,1167,450,898.8,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"21","M3","28/10/21","10:04:18",0,1172,450,898.8,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"22","M3","28/10/21","10:04:23",0,1177,449,898.8,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"23","M3","28/10/21","10:04:28",0,1182,450,898.8,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"24","M3","28/10/21","10:04:33",0,1187,451,898.8,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"25","M3","28/10/21","10:04:38",0,1192,453,898.7,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"26","M3","28/10/21","10:04:43",0,1197,451,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","04",NA,NA,NA,NA,NA,NA,NA
"27","Zero",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","M3","28/10/21","10:05:14",0,1228,432,898.7,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"29","M3","28/10/21","10:05:19",0,1233,434,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"30","M3","28/10/21","10:05:24",0,1238,434,898.7,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"31","M3","28/10/21","10:05:29",0,1243,434,898.7,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"32","M3","28/10/21","10:05:34",0,1248,434,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"33","M3","28/10/21","10:05:39",0,1253,433,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"34","M3","28/10/21","10:05:44",0,1258,434,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"35","M3","28/10/21","10:05:49",0,1263,434,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"36","M3","28/10/21","10:05:54",0,1268,434,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"37","M3","28/10/21","10:05:59",0,1273,434,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","05",NA,NA,NA,NA,NA,NA,NA
"38","M3","28/10/21","10:06:04",0,1278,433,898.7,428,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"39","M3","28/10/21","10:06:09",0,1283,454,898.7,426,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"40","M3","28/10/21","10:06:14",0,1288,454,898.7,427,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"41","M3","28/10/21","10:06:19",0,1293,451,898.7,425,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"42","M3","28/10/21","10:06:24",0,1298,458,898.7,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"43","M3","28/10/21","10:06:29",0,1303,439,898.7,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"44","M3","28/10/21","10:06:34",0,1308,438,898.7,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"45","M3","28/10/21","10:06:39",0,1313,438,898.7,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"46","M3","28/10/21","10:06:44",0,1318,437,898.7,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"47","M3","28/10/21","10:06:49",0,1323,438,898.8,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"48","M3","28/10/21","10:06:54",0,1328,438,898.9,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"49","M3","28/10/21","10:06:59",0,1333,438,898.9,422,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","06",NA,NA,NA,NA,NA,NA,NA
"50","M3","28/10/21","10:07:04",0,1338,438,898.9,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"51","M3","28/10/21","10:07:09",0,1343,438,898.9,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"52","M3","28/10/21","10:07:14",0,1348,439,898.9,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"53","M3","28/10/21","10:07:19",0,1353,438,898.9,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"54","M3","28/10/21","10:07:24",0,1358,437,898.9,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"55","M3","28/10/21","10:07:29",0,1363,437,898.9,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"56","M3","28/10/21","10:07:34",0,1368,437,898.9,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"57","M3","28/10/21","10:07:39",0,1373,437,898.9,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"58","M3","28/10/21","10:07:44",0,1378,437,898.9,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"59","M3","28/10/21","10:07:49",0,1383,437,898.9,424,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"60","M3","28/10/21","10:07:54",0,1388,439,898.9,423,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","07",NA,NA,NA,NA,NA,NA,NA
"61","M3","28/10/21","10:08:00",0,1393,441,898.9,421,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","08",NA,NA,NA,NA,NA,NA,NA
"62","M3","28/10/21","10:08:05",0,1398,441,898.9,420,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","08",NA,NA,NA,NA,NA,NA,NA
"63","M3","28/10/21","10:08:10",0,1403,443,898.9,419,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","08",NA,NA,NA,NA,NA,NA,NA
"64","M3","28/10/21","10:08:15",324,1408,443,898.9,418,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","08",2,334,2021-10-28,6,NA,334,NA
"65","M3","28/10/21","10:08:20",324,1413,443,898.9,420,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","08",2,334,2021-10-28,6,NA,334,NA
"66","M3","28/10/21","10:08:25",324,1418,443,898.9,419,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","08",2,334,2021-10-28,6,NA,334,NA
"67","M3","28/10/21","10:08:30",324,1423,441,899,418,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","08",2,334,2021-10-28,6,NA,334,NA
"68","M3","28/10/21","10:08:35",324,1428,444,899,418,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"28","10","10","08",2,334,2021-10-28,6,NA,334,NA
