"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column18","Column19","Column20","Column21","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"1","M3",2021-07-27,1899-12-31 08:16:24,0,722,434,9101,436,0,0,0,24,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","16",NA,NA,NA,NA,NA,NA,NA
"2","M3",2021-07-27,1899-12-31 08:16:29,0,727,437,9102,436,0,0,0,50,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","16",NA,NA,NA,NA,NA,NA,NA
"3","M3",2021-07-27,1899-12-31 08:16:34,0,732,437,9102,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","16",NA,NA,NA,NA,NA,NA,NA
"4","M3",2021-07-27,1899-12-31 08:16:39,0,737,438,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","16",NA,NA,NA,NA,NA,NA,NA
"5","M3",2021-07-27,1899-12-31 08:16:44,0,742,439,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","16",NA,NA,NA,NA,NA,NA,NA
"6","M3",2021-07-27,1899-12-31 08:16:49,0,747,441,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","16",NA,NA,NA,NA,NA,NA,NA
"7","M3",2021-07-27,1899-12-31 08:16:54,0,752,441,9104,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","16",NA,NA,NA,NA,NA,NA,NA
"8","M3",2021-07-27,1899-12-31 08:16:59,0,757,460,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","16",NA,NA,NA,NA,NA,NA,NA
"9","M3",2021-07-27,1899-12-31 08:17:04,0,762,460,9104,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"10","M3",2021-07-27,1899-12-31 08:17:09,0,767,460,9104,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"11","M3",2021-07-27,1899-12-31 08:17:14,0,772,460,9104,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"12","M3",2021-07-27,1899-12-31 08:17:19,0,777,457,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"13","M3",2021-07-27,1899-12-31 08:17:24,0,782,455,9104,435,0,0,0,25,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"14","M3",2021-07-27,1899-12-31 08:17:29,0,787,453,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"15","M3",2021-07-27,1899-12-31 08:17:34,0,792,451,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"16","M3",2021-07-27,1899-12-31 08:17:39,0,797,450,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"17","M3",2021-07-27,1899-12-31 08:17:44,0,802,448,9104,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"18","M3",2021-07-27,1899-12-31 08:17:49,0,807,448,9104,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"19","M3",2021-07-27,1899-12-31 08:17:54,0,812,448,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"20","M3",2021-07-27,1899-12-31 08:17:59,0,817,448,9104,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","17",NA,NA,NA,NA,NA,NA,NA
"21","M3",2021-07-27,1899-12-31 08:18:04,0,822,447,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","18",NA,NA,NA,NA,NA,NA,NA
"22","M3",2021-07-27,1899-12-31 08:18:09,0,827,454,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","18",NA,NA,NA,NA,NA,NA,NA
"23","M3",2021-07-27,1899-12-31 08:18:14,0,832,450,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","18",NA,NA,NA,NA,NA,NA,NA
"24","M3",2021-07-27,1899-12-31 08:18:19,0,837,449,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","18",NA,NA,NA,NA,NA,NA,NA
"25","Zero",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Codigo de plot 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","M3",2021-07-27,1899-12-31 08:18:50,0,868,470,9104,434,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","18",NA,NA,NA,NA,NA,NA,NA
"27","M3",2021-07-27,1899-12-31 08:18:55,0,873,459,9106,433,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","18",NA,NA,NA,NA,NA,NA,NA
"28","M3",2021-07-27,1899-12-31 08:19:00,0,878,459,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"29","M3",2021-07-27,1899-12-31 08:19:05,0,883,458,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"30","M3",2021-07-27,1899-12-31 08:19:10,0,888,454,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"31","M3",2021-07-27,1899-12-31 08:19:15,0,893,446,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"32","M3",2021-07-27,1899-12-31 08:19:20,0,898,440,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"33","M3",2021-07-27,1899-12-31 08:19:25,0,903,443,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"34","M3",2021-07-27,1899-12-31 08:19:30,0,908,451,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"35","M3",2021-07-27,1899-12-31 08:19:35,0,913,460,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"36","M3",2021-07-27,1899-12-31 08:19:40,0,918,469,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"37","M3",2021-07-27,1899-12-31 08:19:45,0,923,476,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"38","Start",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Codigo de plot 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","M5",2021-07-27,1899-12-31 08:19:47,0,925,477,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"40","M5",2021-07-27,1899-12-31 08:19:48,0,926,478,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"41","M5",2021-07-27,1899-12-31 08:19:49,0,927,479,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"42","M5",2021-07-27,1899-12-31 08:19:50,0,928,480,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"43","M5",2021-07-27,1899-12-31 08:19:51,0,929,481,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"44","M5",2021-07-27,1899-12-31 08:19:52,0,930,482,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"45","End",NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Codigo de plot 1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","M3",2021-07-27,1899-12-31 08:19:59,0,936,489,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","19",NA,NA,NA,NA,NA,NA,NA
"47","M3",2021-07-27,1899-12-31 08:20:04,0,941,500,9103,436,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"48","M3",2021-07-27,1899-12-31 08:20:09,0,946,450,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"49","M3",2021-07-27,1899-12-31 08:20:14,0,951,457,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"50","M3",2021-07-27,1899-12-31 08:20:19,0,956,474,9103,434,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"51","M3",2021-07-27,1899-12-31 08:20:24,0,961,488,9104,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"52","M3",2021-07-27,1899-12-31 08:20:29,0,966,502,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"53","M3",2021-07-27,1899-12-31 08:20:34,0,971,520,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"54","M3",2021-07-27,1899-12-31 08:20:39,0,976,530,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"55","M3",2021-07-27,1899-12-31 08:20:44,0,981,560,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"56","M3",2021-07-27,1899-12-31 08:20:49,0,986,589,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"57","M3",2021-07-27,1899-12-31 08:20:54,0,991,603,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"58","M3",2021-07-27,1899-12-31 08:20:59,0,996,616,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","20",NA,NA,NA,NA,NA,NA,NA
"59","M3",2021-07-27,1899-12-31 08:21:04,0,1001,630,9103,434,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","21",NA,NA,NA,NA,NA,NA,NA
"60","M3",2021-07-27,1899-12-31 08:21:09,0,1006,644,9103,434,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","21",NA,NA,NA,NA,NA,NA,NA
"61","M3",2021-07-27,1899-12-31 08:21:14,0,1011,658,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","21",NA,NA,NA,NA,NA,NA,NA
"62","M3",2021-07-27,1899-12-31 08:21:19,0,1016,670,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","21",NA,NA,NA,NA,NA,NA,NA
"63","M3",2021-07-27,1899-12-31 08:21:24,0,1021,683,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","21",NA,NA,NA,NA,NA,NA,NA
"64","M3",2021-07-27,1899-12-31 08:21:29,0,1026,696,9103,434,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","21",NA,NA,NA,NA,NA,NA,NA
"65","M3",2021-07-27,1899-12-31 08:21:34,0,1031,710,9103,435,0,0,0,0,0,0,0,0,0,"Codigo de plot 1",NA,NA,NA,"27","07","08","21",NA,NA,NA,NA,NA,NA,NA
"66","M3",2021-07-27,1899-12-31 08:21:39,1,1036,723,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","21",2,"143",2021-07-27,3,1,143,NA
"67","M3",2021-07-27,1899-12-31 08:21:44,1,1041,735,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","21",2,"143",2021-07-27,3,1,143,NA
"68","M3",2021-07-27,1899-12-31 08:21:49,1,1046,748,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","21",2,"143",2021-07-27,3,1,143,NA
"69","M3",2021-07-27,1899-12-31 08:21:54,1,1051,762,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","21",2,"143",2021-07-27,3,1,143,NA
"70","M3",2021-07-27,1899-12-31 08:21:59,1,1056,775,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","21",2,"143",2021-07-27,3,1,143,NA
"71","M3",2021-07-27,1899-12-31 08:22:04,1,1061,788,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"72","Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","M5",2021-07-27,1899-12-31 08:22:06,1,1063,794,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"74","M5",2021-07-27,1899-12-31 08:22:07,1,1064,797,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"75","M5",2021-07-27,1899-12-31 08:22:08,1,1065,799,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"76","M5",2021-07-27,1899-12-31 08:22:09,1,1066,802,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"77","M5",2021-07-27,1899-12-31 08:22:10,1,1067,805,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"78","M5",2021-07-27,1899-12-31 08:22:11,1,1068,808,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"79","M5",2021-07-27,1899-12-31 08:22:12,1,1069,810,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"80","M5",2021-07-27,1899-12-31 08:22:13,1,1070,812,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"81","M5",2021-07-27,1899-12-31 08:22:14,1,1071,815,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"82","M5",2021-07-27,1899-12-31 08:22:15,1,1072,817,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"83","M5",2021-07-27,1899-12-31 08:22:16,1,1073,820,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"84","M5",2021-07-27,1899-12-31 08:22:17,1,1074,823,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"85","M5",2021-07-27,1899-12-31 08:22:18,1,1075,825,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"86","M5",2021-07-27,1899-12-31 08:22:19,1,1076,828,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"87","M5",2021-07-27,1899-12-31 08:22:20,1,1077,830,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"88","M5",2021-07-27,1899-12-31 08:22:21,1,1078,833,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"89","M5",2021-07-27,1899-12-31 08:22:22,1,1079,835,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"90","M5",2021-07-27,1899-12-31 08:22:23,1,1080,838,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"91","M5",2021-07-27,1899-12-31 08:22:24,1,1081,840,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"92","M5",2021-07-27,1899-12-31 08:22:25,1,1082,842,9103,435,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"93","M5",2021-07-27,1899-12-31 08:22:26,1,1083,845,9103,435,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"94","M5",2021-07-27,1899-12-31 08:22:27,1,1084,848,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"95","M5",2021-07-27,1899-12-31 08:22:28,1,1085,850,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"96","M5",2021-07-27,1899-12-31 08:22:29,1,1086,853,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"97","M5",2021-07-27,1899-12-31 08:22:30,1,1087,856,9103,435,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"98","M5",2021-07-27,1899-12-31 08:22:31,1,1088,858,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"99","M5",2021-07-27,1899-12-31 08:22:32,1,1089,861,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"100","M5",2021-07-27,1899-12-31 08:22:33,1,1090,863,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"101","M5",2021-07-27,1899-12-31 08:22:34,1,1091,866,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"102","M5",2021-07-27,1899-12-31 08:22:35,1,1092,868,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"103","M5",2021-07-27,1899-12-31 08:22:36,1,1093,872,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"104","M5",2021-07-27,1899-12-31 08:22:37,1,1094,874,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"105","M5",2021-07-27,1899-12-31 08:22:38,1,1095,877,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"106","M5",2021-07-27,1899-12-31 08:22:39,1,1096,880,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"107","M5",2021-07-27,1899-12-31 08:22:40,1,1097,882,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"108","M5",2021-07-27,1899-12-31 08:22:41,1,1098,885,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"109","M5",2021-07-27,1899-12-31 08:22:42,1,1099,887,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"110","M5",2021-07-27,1899-12-31 08:22:43,1,1100,890,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"111","M5",2021-07-27,1899-12-31 08:22:44,1,1101,892,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"112","M5",2021-07-27,1899-12-31 08:22:45,1,1102,895,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"113","M5",2021-07-27,1899-12-31 08:22:46,1,1103,897,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"114","M5",2021-07-27,1899-12-31 08:22:47,1,1104,900,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"115","M5",2021-07-27,1899-12-31 08:22:48,1,1105,902,9103,435,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"116","M5",2021-07-27,1899-12-31 08:22:49,1,1106,905,9103,435,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"117","M5",2021-07-27,1899-12-31 08:22:50,1,1107,907,9103,435,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"118","M5",2021-07-27,1899-12-31 08:22:51,1,1108,909,9103,435,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"119","M5",2021-07-27,1899-12-31 08:22:52,1,1109,912,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"120","M5",2021-07-27,1899-12-31 08:22:53,1,1110,915,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"121","M5",2021-07-27,1899-12-31 08:22:54,1,1111,917,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"122","M5",2021-07-27,1899-12-31 08:22:55,1,1112,919,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"123","M5",2021-07-27,1899-12-31 08:22:56,1,1113,922,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"124","M5",2021-07-27,1899-12-31 08:22:57,1,1114,925,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"125","M5",2021-07-27,1899-12-31 08:22:58,1,1115,927,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"126","M5",2021-07-27,1899-12-31 08:22:59,1,1116,930,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","22",2,"143",2021-07-27,3,1,143,NA
"127","M5",2021-07-27,1899-12-31 08:23:00,1,1117,932,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"128","M5",2021-07-27,1899-12-31 08:23:01,1,1118,934,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"129","M5",2021-07-27,1899-12-31 08:23:02,1,1119,937,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"130","M5",2021-07-27,1899-12-31 08:23:03,1,1120,940,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"131","M5",2021-07-27,1899-12-31 08:23:04,1,1121,942,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"132","M5",2021-07-27,1899-12-31 08:23:05,1,1122,945,9103,434,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"133","M5",2021-07-27,1899-12-31 08:23:06,1,1123,948,9103,434,0,0,0,20,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"134","M5",2021-07-27,1899-12-31 08:23:07,1,1124,950,9103,434,0,0,0,20,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"135","M5",2021-07-27,1899-12-31 08:23:08,1,1125,953,9103,434,0,0,0,20,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
"136","M5",2021-07-27,1899-12-31 08:23:09,1,1126,956,9103,434,0,0,0,20,0,0,0,0,0,NA,NA,NA,NA,"27","07","08","23",2,"143",2021-07-27,3,1,143,NA
