"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"1","M3",2021-07-28,1899-12-31 09:04:39,1,738,481,8951,399,0,0,0,24,0,0,0,0,0,"28","07","09","04",2,"478+479",2021-07-28,NA,1,478,479
"2","M3",2021-07-28,1899-12-31 09:04:44,1,743,483,8952,399,0,0,0,50,0,0,0,0,0,"28","07","09","04",2,"478+479",2021-07-28,NA,1,478,479
"3","M3",2021-07-28,1899-12-31 09:04:49,1,748,485,8953,399,0,0,0,0,0,0,0,0,0,"28","07","09","04",2,"478+479",2021-07-28,NA,1,478,479
"4","M3",2021-07-28,1899-12-31 09:04:54,1,753,487,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","04",2,"478+479",2021-07-28,NA,1,478,479
"5","M3",2021-07-28,1899-12-31 09:04:59,1,758,488,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","04",2,"478+479",2021-07-28,NA,1,478,479
"6","M3",2021-07-28,1899-12-31 09:05:04,1,763,489,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"7","M3",2021-07-28,1899-12-31 09:05:09,1,768,488,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"8","M3",2021-07-28,1899-12-31 09:05:14,1,773,488,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"9","M3",2021-07-28,1899-12-31 09:05:19,1,778,489,8956,398,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"10","M3",2021-07-28,1899-12-31 09:05:24,1,783,488,8956,399,0,0,0,25,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"11","M3",2021-07-28,1899-12-31 09:05:29,1,788,488,8956,399,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"12","M3",2021-07-28,1899-12-31 09:05:34,1,793,488,8956,398,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"13","M3",2021-07-28,1899-12-31 09:05:39,1,798,488,8956,398,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"14","M3",2021-07-28,1899-12-31 09:05:44,1,803,488,8956,399,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"15","M3",2021-07-28,1899-12-31 09:05:49,1,808,488,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"16","M3",2021-07-28,1899-12-31 09:05:54,1,813,488,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"17","M3",2021-07-28,1899-12-31 09:05:59,1,818,488,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","05",2,"478+479",2021-07-28,NA,1,478,479
"18","M3",2021-07-28,1899-12-31 09:06:04,1,823,487,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","06",2,"478+479",2021-07-28,NA,1,478,479
"19","M3",2021-07-28,1899-12-31 09:06:09,1,828,487,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","06",2,"478+479",2021-07-28,NA,1,478,479
"20","M3",2021-07-28,1899-12-31 09:06:14,1,833,487,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","06",2,"478+479",2021-07-28,NA,1,478,479
"21","M3",2021-07-28,1899-12-31 09:06:19,1,838,487,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","06",2,"478+479",2021-07-28,NA,1,478,479
"22","Zero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","M3",2021-07-28,1899-12-31 09:06:50,1,869,399,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","06",2,"478+479",2021-07-28,NA,1,478,479
"24","M3",2021-07-28,1899-12-31 09:06:55,1,874,398,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","06",2,"478+479",2021-07-28,NA,1,478,479
"25","M3",2021-07-28,1899-12-31 09:07:00,1,879,400,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"26","M3",2021-07-28,1899-12-31 09:07:05,1,884,403,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"27","M3",2021-07-28,1899-12-31 09:07:10,1,889,406,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"28","M3",2021-07-28,1899-12-31 09:07:15,1,894,408,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"29","M3",2021-07-28,1899-12-31 09:07:20,1,899,410,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"30","M3",2021-07-28,1899-12-31 09:07:25,1,904,412,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"31","M3",2021-07-28,1899-12-31 09:07:30,1,909,415,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"32","M3",2021-07-28,1899-12-31 09:07:35,1,914,416,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"33","M3",2021-07-28,1899-12-31 09:07:40,1,919,417,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"34","M3",2021-07-28,1899-12-31 09:07:46,1,924,418,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"35","M3",2021-07-28,1899-12-31 09:07:51,1,929,419,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"36","M3",2021-07-28,1899-12-31 09:07:56,1,934,420,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","07",2,"478+479",2021-07-28,NA,1,478,479
"37","M3",2021-07-28,1899-12-31 09:08:01,1,939,421,8955,397,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"38","M3",2021-07-28,1899-12-31 09:08:06,1,944,422,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"39","M3",2021-07-28,1899-12-31 09:08:11,1,949,423,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"40","M3",2021-07-28,1899-12-31 09:08:16,1,954,424,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"41","M3",2021-07-28,1899-12-31 09:08:21,1,959,425,8955,397,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"42","M3",2021-07-28,1899-12-31 09:08:26,1,964,426,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"43","M3",2021-07-28,1899-12-31 09:08:31,1,969,427,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"44","M3",2021-07-28,1899-12-31 09:08:36,1,974,427,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"45","M3",2021-07-28,1899-12-31 09:08:41,1,979,427,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"46","M3",2021-07-28,1899-12-31 09:08:46,1,984,428,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"47","M3",2021-07-28,1899-12-31 09:08:51,1,989,429,8955,397,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"48","M3",2021-07-28,1899-12-31 09:08:56,1,994,430,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","08",2,"478+479",2021-07-28,NA,1,478,479
"49","M3",2021-07-28,1899-12-31 09:09:01,1,999,431,8955,397,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"50","M3",2021-07-28,1899-12-31 09:09:06,1,1004,433,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"51","M3",2021-07-28,1899-12-31 09:09:11,1,1009,434,8955,398,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"52","M3",2021-07-28,1899-12-31 09:09:16,1,1014,434,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"53","M3",2021-07-28,1899-12-31 09:09:21,1,1019,435,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"54","M3",2021-07-28,1899-12-31 09:09:26,1,1024,436,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"55","Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","M5",2021-07-28,1899-12-31 09:09:31,1,1029,437,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"57","M5",2021-07-28,1899-12-31 09:09:32,1,1030,437,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"58","M5",2021-07-28,1899-12-31 09:09:33,1,1031,437,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"59","M5",2021-07-28,1899-12-31 09:09:34,1,1032,437,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"60","M5",2021-07-28,1899-12-31 09:09:35,1,1033,437,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"61","M5",2021-07-28,1899-12-31 09:09:36,1,1034,437,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"62","M5",2021-07-28,1899-12-31 09:09:37,1,1035,437,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"63","M5",2021-07-28,1899-12-31 09:09:38,1,1036,438,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"64","M5",2021-07-28,1899-12-31 09:09:39,1,1037,438,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"65","M5",2021-07-28,1899-12-31 09:09:40,1,1038,438,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"66","M5",2021-07-28,1899-12-31 09:09:41,1,1039,438,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"67","M5",2021-07-28,1899-12-31 09:09:42,1,1040,438,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"68","M5",2021-07-28,1899-12-31 09:09:43,1,1041,438,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"69","M5",2021-07-28,1899-12-31 09:09:44,1,1042,438,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"70","M5",2021-07-28,1899-12-31 09:09:45,1,1043,438,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"71","M5",2021-07-28,1899-12-31 09:09:46,1,1044,439,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"72","M5",2021-07-28,1899-12-31 09:09:47,1,1045,439,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"73","M5",2021-07-28,1899-12-31 09:09:48,1,1046,439,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"74","M5",2021-07-28,1899-12-31 09:09:49,1,1047,439,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"75","M5",2021-07-28,1899-12-31 09:09:50,1,1048,439,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"76","M5",2021-07-28,1899-12-31 09:09:51,1,1049,439,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"77","M5",2021-07-28,1899-12-31 09:09:52,1,1050,439,8955,399,0,0,0,21,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"78","M5",2021-07-28,1899-12-31 09:09:53,1,1051,440,8955,399,0,0,0,21,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"79","M5",2021-07-28,1899-12-31 09:09:54,1,1052,440,8955,399,0,0,0,21,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"80","M5",2021-07-28,1899-12-31 09:09:55,1,1053,440,8955,400,0,0,0,21,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"81","M5",2021-07-28,1899-12-31 09:09:56,1,1054,440,8955,400,0,0,0,21,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"82","M5",2021-07-28,1899-12-31 09:09:57,1,1055,440,8955,399,0,0,0,21,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"83","M5",2021-07-28,1899-12-31 09:09:58,1,1056,441,8955,399,0,0,0,21,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"84","M5",2021-07-28,1899-12-31 09:09:59,1,1057,441,8955,399,0,0,0,21,0,0,0,0,0,"28","07","09","09",2,"478+479",2021-07-28,NA,1,478,479
"85","M5",2021-07-28,1899-12-31 09:10:00,1,1058,441,8955,399,0,0,0,21,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"86","M5",2021-07-28,1899-12-31 09:10:01,1,1059,441,8955,400,0,0,0,21,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"87","M5",2021-07-28,1899-12-31 09:10:02,1,1060,442,8955,400,0,0,0,21,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"88","M5",2021-07-28,1899-12-31 09:10:03,1,1061,442,8955,400,0,0,0,21,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"89","M5",2021-07-28,1899-12-31 09:10:04,1,1062,442,8955,400,0,0,0,21,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"90","M5",2021-07-28,1899-12-31 09:10:05,1,1063,442,8955,400,0,0,0,21,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"91","M5",2021-07-28,1899-12-31 09:10:06,1,1064,442,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"92","M5",2021-07-28,1899-12-31 09:10:07,1,1065,442,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"93","M5",2021-07-28,1899-12-31 09:10:08,1,1066,443,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"94","M5",2021-07-28,1899-12-31 09:10:09,1,1067,443,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"95","M5",2021-07-28,1899-12-31 09:10:10,1,1068,443,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"96","M5",2021-07-28,1899-12-31 09:10:11,1,1069,443,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"97","M5",2021-07-28,1899-12-31 09:10:12,1,1070,443,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"98","M5",2021-07-28,1899-12-31 09:10:13,1,1071,443,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"99","M5",2021-07-28,1899-12-31 09:10:14,1,1072,443,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"100","M5",2021-07-28,1899-12-31 09:10:15,1,1073,443,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"101","M5",2021-07-28,1899-12-31 09:10:16,1,1074,443,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"102","M5",2021-07-28,1899-12-31 09:10:17,1,1075,443,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"103","M5",2021-07-28,1899-12-31 09:10:18,1,1076,444,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"104","M5",2021-07-28,1899-12-31 09:10:19,1,1077,444,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"105","M5",2021-07-28,1899-12-31 09:10:20,1,1078,444,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"106","M5",2021-07-28,1899-12-31 09:10:21,1,1079,444,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"107","M5",2021-07-28,1899-12-31 09:10:22,1,1080,444,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"108","M5",2021-07-28,1899-12-31 09:10:23,1,1081,444,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"109","M5",2021-07-28,1899-12-31 09:10:24,1,1082,444,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"110","M5",2021-07-28,1899-12-31 09:10:25,1,1083,444,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"111","M5",2021-07-28,1899-12-31 09:10:26,1,1084,445,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"112","M5",2021-07-28,1899-12-31 09:10:27,1,1085,445,8955,401,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"113","M5",2021-07-28,1899-12-31 09:10:28,1,1086,445,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"114","M5",2021-07-28,1899-12-31 09:10:29,1,1087,445,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"115","M5",2021-07-28,1899-12-31 09:10:30,1,1088,445,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"116","M5",2021-07-28,1899-12-31 09:10:31,1,1089,446,8955,400,0,0,0,20,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"117","M5",2021-07-28,1899-12-31 09:10:32,1,1090,446,8955,400,0,0,0,20,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"118","M5",2021-07-28,1899-12-31 09:10:33,1,1091,446,8955,400,0,0,0,20,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"119","M5",2021-07-28,1899-12-31 09:10:34,1,1092,446,8955,400,0,0,0,20,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"120","M5",2021-07-28,1899-12-31 09:10:35,1,1093,446,8955,400,0,0,0,20,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"121","M5",2021-07-28,1899-12-31 09:10:36,1,1094,446,8955,400,0,0,0,20,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"122","R5",2021-07-28,1899-12-31 09:10:30,1,1088,445,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"123","End",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","M3",2021-07-28,1899-12-31 09:10:40,1,1098,447,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"125","M3",2021-07-28,1899-12-31 09:10:45,1,1103,448,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"126","M3",2021-07-28,1899-12-31 09:10:50,1,1108,448,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"127","M3",2021-07-28,1899-12-31 09:10:55,1,1113,448,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","10",2,"478+479",2021-07-28,NA,1,478,479
"128","M3",2021-07-28,1899-12-31 09:11:00,1,1118,449,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"478+479",2021-07-28,NA,1,478,479
"129","M3",2021-07-28,1899-12-31 09:11:05,1,1123,450,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"478+479",2021-07-28,NA,1,478,479
"130","M3",2021-07-28,1899-12-31 09:11:10,1,1128,450,8955,399,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"478+479",2021-07-28,NA,1,478,479
"131","M3",2021-07-28,1899-12-31 09:11:15,1,1133,451,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"478+479",2021-07-28,NA,1,478,479
"132","M3",2021-07-28,1899-12-31 09:11:20,2,1138,452,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"457+456",2021-07-28,NA,1,457,456
"133","M3",2021-07-28,1899-12-31 09:11:25,2,1143,452,8954,400,0,0,0,24,0,0,0,0,0,"28","07","09","11",2,"457+456",2021-07-28,NA,1,457,456
"134","M3",2021-07-28,1899-12-31 09:11:30,2,1148,453,8954,401,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"457+456",2021-07-28,NA,1,457,456
"135","M3",2021-07-28,1899-12-31 09:11:35,2,1153,453,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"457+456",2021-07-28,NA,1,457,456
"136","M3",2021-07-28,1899-12-31 09:11:40,2,1158,454,8955,400,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"457+456",2021-07-28,NA,1,457,456
"137","M3",2021-07-28,1899-12-31 09:11:45,2,1163,470,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"457+456",2021-07-28,NA,1,457,456
"138","M3",2021-07-28,1899-12-31 09:11:50,2,1168,479,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"457+456",2021-07-28,NA,1,457,456
"139","M3",2021-07-28,1899-12-31 09:11:55,2,1173,486,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","11",2,"457+456",2021-07-28,NA,1,457,456
"140","Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","M5",2021-07-28,1899-12-31 09:12:01,2,1179,494,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"142","M5",2021-07-28,1899-12-31 09:12:02,2,1180,496,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"143","M5",2021-07-28,1899-12-31 09:12:03,2,1181,497,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"144","M5",2021-07-28,1899-12-31 09:12:04,2,1182,498,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"145","M5",2021-07-28,1899-12-31 09:12:05,2,1183,500,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"146","M5",2021-07-28,1899-12-31 09:12:06,2,1184,501,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"147","M5",2021-07-28,1899-12-31 09:12:07,2,1185,502,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"148","M5",2021-07-28,1899-12-31 09:12:08,2,1186,504,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"149","M5",2021-07-28,1899-12-31 09:12:09,2,1187,505,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"150","M5",2021-07-28,1899-12-31 09:12:10,2,1188,507,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"151","M5",2021-07-28,1899-12-31 09:12:11,2,1189,508,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"152","M5",2021-07-28,1899-12-31 09:12:12,2,1190,509,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"153","M5",2021-07-28,1899-12-31 09:12:13,2,1191,510,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"154","M5",2021-07-28,1899-12-31 09:12:14,2,1192,512,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"155","M5",2021-07-28,1899-12-31 09:12:15,2,1193,513,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"156","M5",2021-07-28,1899-12-31 09:12:16,2,1194,514,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"157","M5",2021-07-28,1899-12-31 09:12:17,2,1195,516,8954,400,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
"158","M5",2021-07-28,1899-12-31 09:12:18,2,1196,517,8954,399,0,0,0,0,0,0,0,0,0,"28","07","09","12",2,"457+456",2021-07-28,NA,1,457,456
