"","data_format","date","time","egmplotcode","RecNo","CO2 Ref","Atm_press","Flow_rate","H2O","H2O_temp","O2","Cod_err","Out_vltg","PAR","Tsoil","Tair","RH","Column18","Column19","Day","Month","Hour","Min","Ap_Code","sample_code","Data","Plot","Round","Sample_code1","Sample_code2"
"11","M5",2021-07-29,1899-12-31 09:22:45,1,1227,435,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"12","M5",2021-07-29,1899-12-31 09:22:46,1,1228,435,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"13","M5",2021-07-29,1899-12-31 09:22:47,1,1229,435,8977,398,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"14","M5",2021-07-29,1899-12-31 09:22:48,1,1230,435,8977,398,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"15","M5",2021-07-29,1899-12-31 09:22:49,1,1231,435,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"16","M5",2021-07-29,1899-12-31 09:22:50,1,1232,435,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"17","M5",2021-07-29,1899-12-31 09:22:51,1,1233,435,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"18","M5",2021-07-29,1899-12-31 09:22:52,1,1234,436,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"19","M5",2021-07-29,1899-12-31 09:22:53,1,1235,436,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"20","M5",2021-07-29,1899-12-31 09:22:54,1,1236,436,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"21","M5",2021-07-29,1899-12-31 09:22:55,1,1237,436,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"22","M5",2021-07-29,1899-12-31 09:22:56,1,1238,436,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"23","M5",2021-07-29,1899-12-31 09:22:57,1,1239,436,8977,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"24","M5",2021-07-29,1899-12-31 09:22:58,1,1240,436,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"25","M5",2021-07-29,1899-12-31 09:22:59,1,1241,436,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","22",NA,"17+18",2021-07-29,NA,1,"17",18
"26","M5",2021-07-29,1899-12-31 09:23:00,1,1242,436,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"27","M5",2021-07-29,1899-12-31 09:23:01,1,1243,436,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"28","M5",2021-07-29,1899-12-31 09:23:02,1,1244,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"29","M5",2021-07-29,1899-12-31 09:23:03,1,1245,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"30","M5",2021-07-29,1899-12-31 09:23:04,1,1246,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"31","M5",2021-07-29,1899-12-31 09:23:05,1,1247,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"32","M5",2021-07-29,1899-12-31 09:23:06,1,1248,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"33","M5",2021-07-29,1899-12-31 09:23:07,1,1249,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"34","M5",2021-07-29,1899-12-31 09:23:08,1,1250,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"35","M5",2021-07-29,1899-12-31 09:23:09,1,1251,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"36","M5",2021-07-29,1899-12-31 09:23:10,1,1252,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"37","M5",2021-07-29,1899-12-31 09:23:11,1,1253,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"38","M5",2021-07-29,1899-12-31 09:23:12,1,1254,437,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"39","M5",2021-07-29,1899-12-31 09:23:13,1,1255,438,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"40","M5",2021-07-29,1899-12-31 09:23:14,1,1256,438,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"41","M5",2021-07-29,1899-12-31 09:23:15,1,1257,438,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"42","M5",2021-07-29,1899-12-31 09:23:16,1,1258,438,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"43","M5",2021-07-29,1899-12-31 09:23:17,1,1259,438,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"44","M5",2021-07-29,1899-12-31 09:23:18,1,1260,438,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"45","M5",2021-07-29,1899-12-31 09:23:19,1,1261,439,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"46","M5",2021-07-29,1899-12-31 09:23:20,1,1262,439,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"47","M5",2021-07-29,1899-12-31 09:23:21,1,1263,439,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"48","M5",2021-07-29,1899-12-31 09:23:22,1,1264,439,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"49","M5",2021-07-29,1899-12-31 09:23:23,1,1265,439,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"50","M5",2021-07-29,1899-12-31 09:23:24,1,1266,439,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"51","M5",2021-07-29,1899-12-31 09:23:25,1,1267,440,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"52","M5",2021-07-29,1899-12-31 09:23:26,1,1268,440,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"53","M5",2021-07-29,1899-12-31 09:23:27,1,1269,440,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"54","M5",2021-07-29,1899-12-31 09:23:28,1,1270,440,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"55","M5",2021-07-29,1899-12-31 09:23:29,1,1271,440,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"56","M5",2021-07-29,1899-12-31 09:23:30,1,1272,440,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"57","M5",2021-07-29,1899-12-31 09:23:31,1,1273,440,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"58","M5",2021-07-29,1899-12-31 09:23:32,1,1274,440,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"59","M5",2021-07-29,1899-12-31 09:23:33,1,1275,440,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"60","M5",2021-07-29,1899-12-31 09:23:34,1,1276,440,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"61","M5",2021-07-29,1899-12-31 09:23:35,1,1277,440,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"62","M5",2021-07-29,1899-12-31 09:23:36,1,1278,440,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"63","M5",2021-07-29,1899-12-31 09:23:37,1,1279,441,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"64","M5",2021-07-29,1899-12-31 09:23:38,1,1280,441,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"65","M5",2021-07-29,1899-12-31 09:23:39,1,1281,441,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"66","M5",2021-07-29,1899-12-31 09:23:40,1,1282,442,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"67","M5",2021-07-29,1899-12-31 09:23:41,1,1283,442,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"68","M5",2021-07-29,1899-12-31 09:23:42,1,1284,442,8978,400,0,0,0,20,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"69","M5",2021-07-29,1899-12-31 09:23:43,1,1285,442,8978,400,0,0,0,20,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"70","M5",2021-07-29,1899-12-31 09:23:44,1,1286,442,8978,399,0,0,0,20,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"71","R5",2021-07-29,1899-12-31 09:23:41,1,1283,442,8978,400,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"72","End",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","M3",2021-07-29,1899-12-31 09:23:47,1,1289,442,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"74","M3",2021-07-29,1899-12-31 09:23:52,1,1294,443,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"75","M3",2021-07-29,1899-12-31 09:23:57,1,1299,443,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","23",NA,"17+18",2021-07-29,NA,1,"17",18
"76","M3",2021-07-29,1899-12-31 09:24:02,1,1304,444,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"77","M3",2021-07-29,1899-12-31 09:24:07,1,1309,444,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"78","M3",2021-07-29,1899-12-31 09:24:12,1,1314,445,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"79","M3",2021-07-29,1899-12-31 09:24:17,1,1319,445,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"80","Start",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","M5",2021-07-29,1899-12-31 09:24:23,1,1325,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"82","M5",2021-07-29,1899-12-31 09:24:24,1,1326,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"83","M5",2021-07-29,1899-12-31 09:24:25,1,1327,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"84","M5",2021-07-29,1899-12-31 09:24:26,1,1328,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"85","M5",2021-07-29,1899-12-31 09:24:27,1,1329,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"86","M5",2021-07-29,1899-12-31 09:24:28,1,1330,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"87","M5",2021-07-29,1899-12-31 09:24:29,1,1331,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"88","M5",2021-07-29,1899-12-31 09:24:30,1,1332,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"89","M5",2021-07-29,1899-12-31 09:24:31,1,1333,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"90","M5",2021-07-29,1899-12-31 09:24:32,1,1334,446,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"91","M5",2021-07-29,1899-12-31 09:24:33,1,1335,446,8978,398,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"92","M5",2021-07-29,1899-12-31 09:24:34,1,1336,447,8978,398,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"93","M5",2021-07-29,1899-12-31 09:24:35,1,1337,447,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"94","M5",2021-07-29,1899-12-31 09:24:36,1,1338,447,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"95","M5",2021-07-29,1899-12-31 09:24:37,1,1339,447,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"96","M5",2021-07-29,1899-12-31 09:24:38,1,1340,447,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"97","M5",2021-07-29,1899-12-31 09:24:39,1,1341,447,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"98","M5",2021-07-29,1899-12-31 09:24:40,1,1342,447,8978,398,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"99","M5",2021-07-29,1899-12-31 09:24:41,1,1343,448,8978,398,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"100","M5",2021-07-29,1899-12-31 09:24:42,1,1344,448,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"101","M5",2021-07-29,1899-12-31 09:24:43,1,1345,449,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"102","M5",2021-07-29,1899-12-31 09:24:44,1,1346,448,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"103","M5",2021-07-29,1899-12-31 09:24:45,1,1347,448,8978,399,0,0,0,21,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"104","M5",2021-07-29,1899-12-31 09:24:46,1,1348,449,8978,398,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"105","M5",2021-07-29,1899-12-31 09:24:47,1,1349,449,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"106","M5",2021-07-29,1899-12-31 09:24:48,1,1350,449,8978,398,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"107","M5",2021-07-29,1899-12-31 09:24:49,1,1351,449,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"108","M5",2021-07-29,1899-12-31 09:24:50,1,1352,449,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"109","M5",2021-07-29,1899-12-31 09:24:51,1,1353,449,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"110","M5",2021-07-29,1899-12-31 09:24:52,1,1354,449,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"111","M5",2021-07-29,1899-12-31 09:24:53,1,1355,449,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"112","M5",2021-07-29,1899-12-31 09:24:54,1,1356,449,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"113","M5",2021-07-29,1899-12-31 09:24:55,1,1357,449,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"114","M5",2021-07-29,1899-12-31 09:24:56,1,1358,449,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"115","M5",2021-07-29,1899-12-31 09:24:57,1,1359,449,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"116","M5",2021-07-29,1899-12-31 09:24:58,1,1360,449,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"117","M5",2021-07-29,1899-12-31 09:24:59,1,1361,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","24",NA,"17+18",2021-07-29,NA,1,"17",18
"118","M5",2021-07-29,1899-12-31 09:25:00,1,1362,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"119","M5",2021-07-29,1899-12-31 09:25:01,1,1363,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"120","M5",2021-07-29,1899-12-31 09:25:02,1,1364,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"121","M5",2021-07-29,1899-12-31 09:25:03,1,1365,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"122","M5",2021-07-29,1899-12-31 09:25:04,1,1366,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"123","M5",2021-07-29,1899-12-31 09:25:05,1,1367,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"124","M5",2021-07-29,1899-12-31 09:25:06,1,1368,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"125","M5",2021-07-29,1899-12-31 09:25:07,1,1369,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"126","M5",2021-07-29,1899-12-31 09:25:08,1,1370,450,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"127","M5",2021-07-29,1899-12-31 09:25:09,1,1371,451,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"128","M5",2021-07-29,1899-12-31 09:25:10,1,1372,451,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"129","M5",2021-07-29,1899-12-31 09:25:11,1,1373,451,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"130","M5",2021-07-29,1899-12-31 09:25:12,1,1374,451,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"131","M5",2021-07-29,1899-12-31 09:25:13,1,1375,451,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"132","M5",2021-07-29,1899-12-31 09:25:14,1,1376,451,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"133","M5",2021-07-29,1899-12-31 09:25:15,1,1377,451,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"134","M5",2021-07-29,1899-12-31 09:25:16,1,1378,452,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"135","M5",2021-07-29,1899-12-31 09:25:17,1,1379,452,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"136","M5",2021-07-29,1899-12-31 09:25:18,1,1380,452,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"137","M5",2021-07-29,1899-12-31 09:25:19,1,1381,452,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"138","M5",2021-07-29,1899-12-31 09:25:20,1,1382,452,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"139","M5",2021-07-29,1899-12-31 09:25:21,1,1383,452,8978,400,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"140","M5",2021-07-29,1899-12-31 09:25:22,1,1384,452,8978,399,0,0,0,0,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"141","M5",2021-07-29,1899-12-31 09:25:23,1,1385,452,8978,399,0,0,0,20,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
"142","M5",2021-07-29,1899-12-31 09:25:24,1,1386,452,8978,399,0,0,0,20,0,0,0,0,0,NA,NA,"29","07","09","25",NA,"17+18",2021-07-29,NA,1,"17",18
