"","Class","T3_mean","T2_mean","T1_mean","correctedArea_mean","Waterpercentage_mean","Bark(%)_mean","T3_sd","T2_sd","T1_sd","correctedArea_sd","Waterpercentage_sd","Bark(%)_sd"
"1",1,22.0056818181818,19.2258522727273,15.1576704545455,1.27970667163123,41.5889895813903,97.8409090909091,1.18629974393171,1.37322929782805,0.77190499734146,1.45014230844212,13.2450196896611,3.15449610333599
"2",2,21.8932926829268,19.0899390243902,15.1234756097561,3.95035680982107,-4.43603421762969,90.1951219512195,1.20976204259149,1.32051487210066,0.793219286761387,1.80384655038886,143.250162449003,9.12474523533431
"3",4,21.6891447368421,18.9375,15.0723684210526,2.97367907733651,59.3072672532194,53.0263157894737,1.38475401224586,1.48855430499492,0.877232470069015,2.11053387650458,11.1030487107172,20.7800408944077
