"","Class","T3_mean","T2_mean","T1_mean","correctedArea_mean","Waterpercentage_mean","Bark(%)_mean","T3_sd","T2_sd","T1_sd","correctedArea_sd","Waterpercentage_sd","Bark(%)_sd"
"1",1,22.1333333333333,19.1958333333333,15.1916666666667,38.6266326480805,46.2613379823825,97.0333333333333,1.22515539713395,0.855026550639716,0.510908307674258,11.2061413482782,19.859516193155,2.1088211011799
"2",2,21.820564516129,19.3266129032258,15.1471774193548,38.8064511766112,41.4506098197541,98.0645161290323,1.01148894162628,0.890152971026866,0.648826743031696,22.0790080889171,27.7214344569564,1.45912037134176
"3",4,22.1129032258065,19.5241935483871,15.4375,74.5295703906719,44.6865831761146,91.0322580645161,1.05245488754748,1.27717109058405,0.727617401752689,34.6932486053856,7.94131620766362,4.22282583876202
