"","Plot...16","T3_mean","T2_mean","T1_mean","correctedArea_mean","Waterpercentage_mean","Bark(%)_mean","T3_sd","T2_sd","T1_sd","correctedArea_sd","Waterpercentage_sd","Bark(%)_sd"
"1",1,22.764621559633,20.2196100917431,15.9647362385321,37.7025235472003,35.2086089338878,90.8348623853211,0.900219475360734,1.25404342224448,0.39840554092553,85.5594560275998,14.4991042475177,15.8533828174043
"2",3,20.7482876712329,17.6635273972603,14.2308789954338,36.0184441254493,36.4519562518433,88.7671232876712,1.1255082600635,0.803649984390645,0.430200039044026,85.9048962009192,66.6764255461232,18.1809360897455
"3",6,22.1298076923077,19.4761464497041,15.208025147929,50.8167568420557,44.2139997123211,88.8415112704127,0.672714975071508,0.553094443029585,0.476065533092808,75.5747956022607,19.0247483523288,17.9425242704679
