"","Bark(%)","Waterpercentage","Class","DiamClass","Species","T3","T2","T1","Soil_moist","correctedArea","Plot...16","SubPlot"
"716",99,32.7191811303961,4,1,"AA",23.5625,20.375,15.625,2870,0.954217985009647,1,4
"717",99,31.2830508907151,1,1,"FS",23.5625,20.375,15.625,2870,2.16343587552793,1,4
"718",100,23.4360788276907,2,10,"FS",23,20.125,15.875,2867,78.9875043543568,1,4
"719",92,34.1668786568303,1,10,"FS",23,20.125,15.875,2867,51.9767014560717,1,4
"720",99,33.836345773956,1,1,"AA",23,20.125,15.875,2867,3.6391918236291,1,4
"721",96,31.8851628427957,2,1,"AA",23.125,20.25,15.8125,2842,0.734655244802648,1,4
"722",11,NA,4,1,"FS",23.125,20.25,15.8125,2842,0,1,4
"723",99,32.7191811303961,4,1,"AA",22.9375,20.125,15.875,2867,1.56870544013287,1,4
"724",99,31.2830508907151,1,1,"FS",22.9375,20.125,15.875,2867,0.444013926244708,1,4
"725",97.5,35.6864547703706,2,1,"FS",22.9375,20.125,15.875,2867,10.0916436674361,1,4
"726",97.5,35.6864547703706,2,1,"FS",22.4375,19.75,16,2861,10.272162886847,1,4
"727",99,31.2830508907151,1,1,"FS",22.4375,19.75,16,2861,0,1,4
"728",97.5,35.6864547703706,2,1,"FS",21.3125,19.5,16,2861,9.41173964859408,1,4
"729",99,33.836345773956,1,1,"AA",21.3125,19.5,16,2861,1.36335954755259,1,4
"730",96,31.8851628427957,2,1,"AA",21.3125,19.5,16,2861,0,1,4
"731",11,NA,4,1,"FS",21.3125,19.5,16,2861,0,1,4
"732",92,34.1668786568303,1,10,"FS",21.3125,19.5,16,2861,83.6839685471446,1,4
"733",100,23.4360788276907,2,10,"FS",19.5,18.75,16,2860,90.1523253761974,1,4
"734",100,39.5328801770471,2,25,"AA",23.875,23,16.5,1441,1.9630779855097,1,5
"735",90,50.4140304140304,4,25,"AA",23.875,23,16.5,1441,2.88205984811691,1,5
"736",100,39.5007920126722,1,25,"FS",24.3125,23.5625,16.375,1394,0.903394152846113,1,5
"737",100,36.6148316011565,2,25,"FS",23.5,22.875,16.5625,1440,3.35131581923128,1,5
"738",40,72.2017036622521,4,25,"FS",23.5,22.875,16.5625,1440,2.32262184362601,1,5
"739",100,33.6522850270595,1,25,"AA",23.25,22.25,16.8125,1434,1.13280615364107,1,5
"740",100,33.6522850270595,1,25,"AA",21.875,21.375,16.625,1430,0.741096988030522,1,5
"741",100,39.5328801770471,2,25,"AA",21.875,21.375,16.625,1430,1.9239851702342,1,5
"742",90,50.4140304140304,4,25,"AA",21.875,21.375,16.625,1430,2.73858180122909,1,5
"743",100,39.5007920126722,1,25,"FS",21.875,21.375,16.625,1430,0.801727434298455,1,5
"744",100,36.6148316011565,2,25,"FS",20.25,20.375,16.625,1427,3.23478282198106,1,5
"745",40,72.2017036622521,4,25,"FS",20.25,20.375,16.625,1427,3.10557069314056,1,5
"746",99.5,NA,2,1,"AA",24.125,23.125,16.625,1440,0,1,5
"747",99.5,NA,2,1,"FS",24.125,23.125,16.625,1440,3.59377586996285,1,5
"748",99.5,NA,1,1,"FS",24.125,23.125,16.625,1440,4.34446042816829,1,5
"749",39.5,NA,4,1,"FS",23.5625,23.0625,16.5,1397,0,1,5
"750",98,32.1947992159156,1,1,"AA",24.25,23.3125,16.6875,1440,1.14174061122344,1,5
"751",99.5,NA,4,1,"AA",24.25,23.3125,16.6875,1440,1.79756354344825,1,5
"752",85,46.7827715355805,4,10,"AA",24.25,23.3125,16.6875,1440,85.0316612378038,1,5
"753",100,26.8380743982494,2,10,"FS",24.25,23.3125,16.6875,1440,235.766616903208,1,5
"754",100,33.2667731629393,1,10,"FS",23.25,22.75,16.5,1396,302.209225683316,1,5
"755",90,57.9015201586253,4,10,"FS",23.25,22.75,16.5,1396,335.53768433337,1,5
"756",99.5,NA,1,1,"FS",23.125,22.25,16.8125,1434,5.52222876960068,1,5
"757",99.5,NA,2,1,"AA",23.5,22.625,16.6875,1399,0.570982834758569,1,5
"758",99.5,NA,2,1,"FS",23,22.1875,16.8125,1434,3.75037799216883,1,5
"759",39.5,NA,4,1,"FS",23,22.1875,16.8125,1434,0,1,5
"760",98,32.1947992159156,1,1,"AA",23,22.1875,16.8125,1434,2.42472444199777,1,5
"761",99.5,NA,4,1,"AA",23,22.1875,16.8125,1434,3.06551444162359,1,5
"762",85,46.7827715355805,4,10,"AA",23,22.1875,16.8125,1434,98.4736223718614,1,5
"763",100,26.8380743982494,2,10,"FS",22.75,22,16.75,1433,304.898240270244,1,5
"764",100,33.2667731629393,1,10,"FS",22.75,22,16.75,1433,187.878995346604,1,5
"765",90,57.9015201586253,4,10,"FS",22.75,22,16.75,1433,347.939010971422,1,5
"766",90,57.9015201586253,4,10,"FS",20.25,20.375,16.625,1427,340.848908490975,1,5
"767",100,33.2667731629393,1,10,"FS",20.25,20.375,16.625,1427,313.991627256196,1,5
"768",85,46.7827715355805,4,10,"AA",20.25,20.375,16.625,1427,113.247677128153,1,5
"769",100,26.8380743982494,2,10,"FS",20.25,20.375,16.625,1427,300.576965865138,1,5
"770",99.5,NA,2,1,"AA",20.375,20.125,16.625,1427,0,1,5
"771",99.5,NA,1,1,"FS",20.375,20.125,16.625,1427,5.20960356009606,1,5
"772",50.5,NA,4,1,"FS",20.375,20.125,16.625,1427,2.82529910403921,1,5
"773",99.5,NA,4,1,"AA",20.375,20.125,16.625,1427,2.23587672145974,1,5
"774",98,32.1947992159156,1,1,"AA",21.3125,20.5,16.5625,1427,1.57832128890419,1,5
"775",39.5,NA,4,1,"FS",21.3125,20.5,16.5625,1427,0,1,5
