"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","218","01-P3S2C1FS-F",1.7,1.7,1.2,1.1,43.8,10.415,7.17,96,3.245,30.3338450842941,NA,"01","3","2","1","FS",328.050522804632,109.157320192702,2,"2_218+219_10_26",0,0.563509921216098,10,26,9,6,218,219,0.089955935
"2","199","01-P3S2C2AA-F",1.2,1.4,1,1,41.2,7.835,5.95,96,1.885,24.1101384066122,NA,"01","3","2","2","AA",316.758060674925,90.3400964955567,3,"3_199+198_10_26",0,0.000650596718853186,10,26,9,14,199,198,0.089965804
"3","225","01-P3S2C4FS-F",1.7,1.4,1.3,1.2,41.4,14.235,8.01,65,6.225,45.6680542364661,NA,"01","3","2","4","FS",385.492205416769,135.018714567513,4,"4_225+226_10_26",0.347108680792892,0.995137640604336,10,26,9,34,225,226,0.089946066
"4","221","01-P3S2C2FS-S",1.2,1.1,1.1,1,43.1,8.345,5.52,98,2.825,33.7643404132351,NA,"01","3","2","2","FS",299.386396767131,79.6366248749294,6,"5_221+217_10_26",0.10638456429115,0.962267433591115,10,26,9,37,221,217,0.089936197
"5","215","01-P3S2C4AA-W",1.6,1.5,1.4,1.3,42.7,12.52,5.595,92.5,6.925,55.2503194479939,NA,"01","3","2","4","AA",394.10444539432,144.213698115641,7,"6_215+216_10_26",0.145217683605867,0.950236887933135,10,26,9,44,215,216,0.089936197
"6","155","10-P3S2C1FS",10.3,11,9.4,10.4,40.1,370.3,241.73,100,128.57,34.7204968944099,NA,"10","3","2","1","FS",1460.53786347031,3326.52427228922,8,"7_155_10_26",0.434282166614452,0.99524759717593,10,26,9,53,155,0,0.089946066
"7","156","10-P3S2C2FS",11.4,12.3,12,11,40,437.3,263.9,98,173.4,39.652412531443,NA,"10","3","2","2","FS",1681.29429070118,4282.48820567971,9,"8_156_10_26",1.49983651226158,0.999438291655385,10,26,9,56,156,0,0.089936197
"8","154","10-P3S2C4AA",11.6,12,11.8,11.6,39.3,266.3,168.74,90,97.56,36.6353736387533,NA,"10","3","2","4","AA",1667.5821165702,4261.48325539842,10,"9_154_10_26",0.635986310986312,0.998882153536778,10,26,9,59,154,0,0.089936197
"9","152","10-P3S2C1AA",12,12,13,11.1,39,430.1,234.08,95,196.02,45.5754475703325,NA,"10","3","2","1","AA",1700.46782977273,4429.19992810388,11,"10_152_10_26",0.147185292439997,0.940910652010662,10,26,10,2,152,0,0.089936197
"10","153","10-P3S2C2AA",8,8.3,9,8.7,39.5,164.3,121.32,98,42.98,26.1594643944005,NA,"10","3","2","2","AA",1168.5135971752,2242.69496535361,12,"11_153_10_26",0.0808113903324331,0.921445934208538,10,26,10,5,153,0,0.089936197
"11","157","10-P3S2C4FS",11.1,10.9,10.4,10.8,40,270.4,184.36,90,86.04,31.8195266272189,NA,"10","3","2","4","FS",1540.46550625552,3664.77255016761,13,"12_157_10_26",0.465458592040865,0.951897885815479,10,26,10,9,157,0,0.089926328
"12","142","10-P3S1C4AA",12.2,12.1,11,11.2,39.6,288,135.2,85,152.8,53.0555555555556,NA,"10","3","1","4","AA",1659.07061786505,4205.96974241316,14,"13_142_10_26",0.630226843929646,0.99914720536054,10,26,10,13,142,0,0.089896721
"13","145","10-P3S1C4FS",11.5,12,11.4,11.2,40,444.2,245.86,94,198.34,44.6510580819451,NA,"10","3","1","4","FS",1657.01865069258,4173.37022084502,15,"14_145_10_26",1.26129324536442,0.999491612556771,10,26,10,16,145,0,0.08990659
"14","143","10-P3S1C1FS",10,8.2,11.2,10.2,39.5,298.8,190.84,100,107.96,36.1311914323963,NA,"10","3","1","1","FS",1383.73080267583,3047.20481130963,16,"15_143_10_26",0.30032110641813,0.99210721780733,10,26,10,19,143,0,0.08990659
"15","140","10-P3S1C1AA",13.7,13.1,12.1,13.5,40,496.6,285.63,98,210.97,42.4828836085381,NA,"10","3","1","1","AA",1915.9465783624,5392.22963062152,17,"16_140_10_26",0.41431756649148,0.977866236705045,10,26,10,22,140,0,0.089926328
"16","141","10-P3S1C2AA",10,9.7,10,9.9,40,231.3,169.24,95,62.06,26.8309554690878,NA,"10","3","1","2","AA",1398.02933773139,3079.10113972214,18,"17_141_10_26",0,0.665197976539183,10,26,10,26,141,0,0.08990659
"17","144","10-P3S1C2FS",10,11.1,10.4,11.1,39.4,343,222.73,95,120.27,35.064139941691,NA,"10","3","1","2","FS",1496.42729363937,3509.92698256391,19,"18_144_10_26",1.186621253406,0.999701478858802,10,26,10,30,144,0,0.08990659
"18","246","01-P3S1C2FS-W",1.3,1.2,0.8,0.8,38,11.97,7.435,93,4.535,38.0366936110188,NA,"01","3","1","2","FS",272.181205607156,79.3220729104887,20,"19_246+247_10_26",0.120187329700277,0.973790021843661,10,26,10,37,246,247,0.089896721
"19","232","01-P3S1C2AA-S",1.7,1.6,1.2,1.1,44.2,9.93,6.485,93.5,3.445,33.4417887758118,NA,"01","3","1","2","AA",353.817035289252,110.848020639109,21,"20_232+233_10_26",0.204390299220764,0.981577591390457,10,26,10,40,232,233,0.089896721
"20","228","01-P3S2C4FS-Sp",1.4,1.4,0.8,0.9,43.6,10.09,5.985,87.5,4.105,38.0924168744214,NA,"01","3","2","4","FS",305.750523635252,87.0082411368839,22,"21_228+229_10_26",0.0871351835887244,0.940058372210702,10,26,10,44,228,229,0.089886852
"21","240","01-P3S1C1FS-S",1.3,1.2,0.9,0.8,41.7,12.075,7.74,99,4.335,35.9994077583654,NA,"01","3","1","1","FS",340.861807305562,113.392841588211,23,"22_240+241_10_26",0.159519927556946,0.978826202212971,10,26,10,46,240,241,0.089896721
"22","238","01-P3S1C4AA-W",1.3,1.2,0.8,0.9,46.4,9.125,5.75,100,3.375,37.8663633348939,NA,"01","3","1","4","AA",308.906882157463,88.1341094041142,24,"23_238+239_10_26",0,0.171664760037209,10,26,10,49,238,239,0.089896721
"23","248","01-P3S1C4FS-S",1.7,1.7,1.3,1.4,43.2,13.875,7.81,27.5,6.065,42.9549237119364,NA,"01","3","1","4","FS",412.426359241151,152.449710506262,25,"24_248+249_10_26",0.13250185397424,0.982855041123734,10,26,10,52,248,249,0.089896721
"24","264","01-P3S3C1FS-S",1.4,1.4,1.3,1.2,42.2,12.315,7.955,100,4.36,35.3821572028784,NA,"01","3","3","1","FS",346.420090385151,115.02941501119,26,"25_264+265_10_26",0.159555431422209,0.984942463714303,10,26,10,58,264,265,0.089837507
"25","257","01-P3S3C2AA-F",1.5,1.4,1,0.9,39.2,11.675,6.74,95,4.935,40.9419961481817,NA,"01","3","3","2","AA",286.192096392725,82.2547496526147,27,"26_257+258_10_26",0.150670980926428,0.97262902510543,10,26,11,3,257,258,0.089847376
"26","261","01-P3S3C4AA-F",1.3,1.3,1.1,1.2,31.1,10.935,6.34,97.5,4.595,42.1018007046235,NA,"01","3","3","4","AA",261.064876095616,74.0875905009855,28,"27_261+260_10_26",0.110991144414164,0.953614327943617,10,26,11,8,261,260,0.089847376
"27","253","01-P3S3C1AA-F",1.3,1.4,0.9,0.9,36.1,9.775,7.055,97.5,2.72,27.8314136125654,NA,"01","3","3","1","AA",284.244101194268,85.763319598052,29,"28_253+255_10_26",0.112946452051064,0.977220518140106,10,26,11,12,253,255,0.089847376
"28","271","01-P3S3C2FS-Sp",1.7,1.5,1.4,1.5,39.2,14.465,9.22,95,5.245,38.0194834548852,NA,"01","3","3","2","FS",331.229341458455,111.456638765895,30,"29_271+269_10_26",0.202313352840631,0.990839293920182,10,26,11,14,271,269,0.089847376
