"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","1","25-P1S1C1AA",27.3,26.4,24.2,24.8,102,1658.2,1050.18,100,608.02,36.6674707514172,NA,"25","1","1","1","AA",9265.55224872127,52846.2340635168,1,"4_1_12_9",5.23736263736262,0.991729719204093,12,9,10,49,1,0,0.8753803
"2","3","25-P1S1C4AA",23.1,21.2,24.1,19.5,99.1,1283.5,791.79,86,491.71,38.3100895987534,NA,"25","1","1","4","AA",7600.11430836216,37586.3786050469,2,"6_3_12_9",4.39780219780218,0.993020092283388,12,9,10,56,3,0,0.8763672
"3","4","25-P1S1C1FS",27.3,24.4,26.1,22.8,99.6,2879.7,1879.84,98,999.86,34.7209778796402,NA,"25","1","1","1","FS",8864.02916360187,49492.2650341554,3,"7_4_12_9",5.53626373626373,0.994822513849509,12,9,10,59,4,0,0.8763672
"4","5","25-P1S1C2FS",29.4,29.3,30.4,29.8,99.7,3243,2073.36,94,1169.64,36.0666049953747,NA,"25","1","1","2","FS",10698.5731075912,69191.3502170752,4,"8_5_12_9",6.08571428571425,0.99138042610413,12,9,11,1,5,0,0.8763672
"5","6","25-P1S1C4FS",32.2,32.4,29.9,31.9,99.9,2639.3,1230.34,85,1408.96,53.3838517788808,NA,"25","1","1","4","FS",11487.0528854233,78361.1076270435,5,"9_6_12_9",2.09230769230767,0.956057217604123,12,9,11,4,6,0,0.8763672
"6","37","25-P1S2C1AA",22.9,22.3,25.2,22.2,99.7,1257,786.22,95,470.78,37.4526650755768,NA,"25","1","2","1","AA",8093.37922347635,41972.8766313564,6,"10_37_12_9",0,0.492957746478873,12,9,11,11,37,0,0.8753803
"7","38","25-P1S2C2AA",24.5,23.8,26.1,25.4,100,1686.9,1030.61,95,656.29,38.9050921809236,NA,"25","1","2","2","AA",8817.35444152072,48907.9871818512,7,"11_38_12_9",4.00219780219776,0.980832010932181,12,9,11,15,38,0,0.8753803
"8","39","25-P1S2C4AA",22.2,19.1,21.1,19.4,100.8,1042.8,538.46,90,504.34,48.3640199462984,NA,"25","1","2","4","AA",7132.93996223768,33109.3674982963,8,"12_39_12_9",1.34725274725273,0.903149748236448,12,9,11,18,39,0,0.8753803
"9","40","25-P1S2C1FS",25.6,23.9,24.3,25.6,99.8,2369.3,1553.37,95,815.93,34.4375976026675,NA,"25","1","2","1","FS",8761.26572260916,48403.3648039778,9,"13_40_12_9",2.78461538461538,0.977199139245591,12,9,11,20,40,0,0.8753803
"10","41","25-P1S2C2FS",21.6,24.8,20.4,21.6,101.5,2261.7,1486.56,99,775.14,34.272449927046,NA,"25","1","2","2","FS",7816.57068533447,38967.1790657847,10,"14_41_12_9",2.27032967032965,0.968140227997515,12,9,11,23,41,0,0.8753803
"11","42","25-P1S2C4FS",28.8,26.8,29.3,26.5,99.4,1912.6,932.61,60,979.99,51.2386280455924,NA,"25","1","2","4","FS",9915.18952824486,60551.8102639278,11,"15_42_12_9",2.57142857142856,0.974999999999999,12,9,11,26,42,0,0.8753803
"12","73","25-P1S3C1AA",20.9,20.3,20.3,18.6,100.5,1419.3,1025.24,100,394.06,27.764390896921,NA,"25","1","3","1","AA",6953.00761907536,31660.6870377914,12,"0_73_12_9",0,0.987804878048784,12,9,11,30,73,0,0.8753803
