"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","198","01-P3S2C2AA-S",1.5,1.4,0.8,0.8,46.3,7.835,5.95,96,1.885,24.1101384066122,NA,"01","3","2","2","AA",316.758060674925,90.3400964955567,1,"181_198+199_4_28",0.112401883830449,0.781589553031766,4,28,8,11,198,199,0.089403271
"2","218","01-P3S2C1FS-F",1.7,1.7,1.2,1.1,43.8,10.415,7.17,96,3.245,30.3338450842941,NA,"01","3","2","1","FS",328.050522804632,109.157320192702,2,"182_218+219_4_28",0.0468698910081695,0.834597011081158,4,28,8,13,218,219,0.089423009
"3","194","01-P3S2C1AA-S",1.2,1.1,0.9,0.8,37.2,6.71,4.815,100,1.895,28.2204612713087,NA,"01","3","2","1","AA",252.553603188401,63.8946931364135,3,"183_194+195_4_28",0.08530653950954,0.869521239034649,4,28,8,15,194,195,0.089423009
"4","213","01-P3S2C4AA-S",1.1,1,0.9,0.8,44.5,7.27,4.51,82.5,2.76,37.7761584127632,NA,"01","3","2","4","AA",282.814183980914,69.8906845151774,4,"184_213+214_4_28",0.0886883493369061,0.936219564811382,4,28,8,17,213,214,0.08941314
"5","217","01-P3S2C1FS-S",1.2,1.1,1,0.9,44.5,8.345,5.52,98,2.825,33.7643404132351,NA,"01","3","2","1","FS",299.386396767131,79.6366248749294,5,"185_217+221_4_28",0.0583766760729648,0.806560102679235,4,28,8,19,217,221,0.08941314
"6","225","01-P3S2C4FS-F",1.7,1.4,1.3,1.2,41.4,14.235,8.01,65,6.225,45.6680542364661,NA,"01","3","2","4","FS",385.492205416769,135.018714567513,6,"186_225+226_4_28",0.351177457617311,0.995719172784505,4,28,8,21,225,226,0.089423009
"7","152","10-P3S2C1AA",12,12,13,11.1,39,430.1,234.08,95,196.02,45.5754475703325,NA,"10","3","2","1","AA",1700.46782977273,4429.19992810388,7,"187_152_4_28",0.401060974934988,0.994454919762038,4,28,8,23,152,0,0.08941314
"8","154","10-P3S2C4AA",11.6,12,11.8,11.6,39.3,266.3,168.74,90,97.56,36.6353736387533,NA,"10","3","2","4","AA",1667.5821165702,4261.48325539842,8,"188_154_4_28",0.785266696176643,0.998039055252374,4,28,8,25,154,0,0.08941314
"9","156","10-P3S2C2FS",11.4,12.3,12,11,40,437.3,263.9,98,173.4,39.652412531443,NA,"10","3","2","2","FS",1681.29429070118,4282.48820567971,9,"189_156_4_28",1.1761836320744,0.994874722150217,4,28,8,27,156,0,0.08941314
"10","157","10-P3S2C4FS",11.1,10.9,10.4,10.8,40,270.4,184.36,90,86.04,31.8195266272189,NA,"10","3","2","4","FS",1540.46550625552,3664.77255016761,10,"190_157_4_28",0.661013712897066,0.998950858219068,4,28,8,30,157,0,0.08941314
