"","sample_code","Code","D1(cm)","D2(cm)","D3(cm)","D4(cm)","Length(cm)","FW(g)","DW(g)","Bark(%)","Watercontent(g)","Waterpercentage","Notes","DiamClass","Plot","SubPlot","Class","Species","Areacm2","Volcm3","X","ID","slope","rsq","Month","Day","Hour","Min","Sample_code1","Sample_code2","ATMP"
"1","3","25-P1S1C4AA",23.1,21.2,24.1,19.5,99.1,1283.5,791.79,86,491.71,38.3100895987534,NA,"25","1","1","4","AA",7600.11430836216,37586.3786050469,1,"29_3_10_27",7.9761904761905,0.991106754274409,10,27,9,57,3,0,0.8921576
"2","4","25-P1S1C1FS",27.3,24.4,26.1,22.8,99.6,2879.7,1879.84,98,999.86,34.7209778796402,NA,"25","1","1","1","FS",8864.02916360187,49492.2650341554,2,"30_4_10_27",5.99340659340658,0.997899139648304,10,27,9,59,4,0,0.8921576
"3","5","25-P1S1C2FS",29.4,29.3,30.4,29.8,99.7,3243,2073.36,94,1169.64,36.0666049953747,NA,"25","1","1","2","FS",10698.5731075912,69191.3502170752,3,"31_5_10_27",5.00659340659341,0.99080543166127,10,27,10,2,5,0,0.8931445
"4","6","25-P1S1C4FS",32.2,32.4,29.9,31.9,99.9,2639.3,1230.34,85,1408.96,53.3838517788808,NA,"25","1","1","4","FS",11487.0528854233,78361.1076270435,4,"32_6_10_27",5.48351648351647,0.992667841916886,10,27,10,6,6,0,0.8931445
"5","37","25-P1S2C1AA",22.9,22.3,25.2,22.2,99.7,1257,786.22,95,470.78,37.4526650755768,NA,"25","1","2","1","AA",8093.37922347635,41972.8766313564,5,"33_37_10_27",4.50769230769231,0.893571811688485,10,27,10,10,37,0,0.8921576
"6","38","25-P1S2C2AA",24.5,23.8,26.1,25.4,100,1686.9,1030.61,95,656.29,38.9050921809236,NA,"25","1","2","2","AA",8817.35444152072,48907.9871818512,6,"34_38_10_27",2.95824175824175,0.883720794107603,10,27,10,14,38,0,0.8921576
"7","39","25-P1S2C4AA",22.2,19.1,21.1,19.4,100.8,1042.8,538.46,90,504.34,48.3640199462984,NA,"25","1","2","4","AA",7132.93996223768,33109.3674982963,7,"35_39_10_27",2.75164835164835,0.976491988736887,10,27,10,17,39,0,0.8921576
"8","40","25-P1S2C1FS",25.6,23.9,24.3,25.6,99.8,2369.3,1553.37,95,815.93,34.4375976026675,NA,"25","1","2","1","FS",8761.26572260916,48403.3648039778,8,"36_40_10_27",6.0087912087912,0.962633903849374,10,27,10,20,40,0,0.8921576
"9","41","25-P1S2C2FS",21.6,24.8,20.4,21.6,101.5,2261.7,1486.56,99,775.14,34.272449927046,NA,"25","1","2","2","FS",7816.57068533447,38967.1790657847,9,"37_41_10_27",5.23076923076922,0.983529133951237,10,27,10,24,41,0,0.8921576
"10","42","25-P1S2C4FS",28.8,26.8,29.3,26.5,99.4,1912.6,932.61,60,979.99,51.2386280455924,NA,"25","1","2","4","FS",9915.18952824486,60551.8102639278,10,"0_42_10_27",0.729528535980149,0.359265309176155,10,27,10,27,42,0,0.8921576
